Timestamp,Reporting_Month,Supplier_Name,Hydrologic_Region,Population_Served,Mandatory_Restrictions,Water_Days_Allowed/Week,Complaints_Received,Follow_up_Actions,Warnings_Issued,Penalties_Assessed,Enforcement_Comments
05/01/15 00:00,15-May,Elsinore Valley Municipal Water District,South Coast,148874,Yes,2,22,8,3,0,"On May 28th, Elsinore Valley Municipal Water District (EVMWD)’s Board of Directors adopted a Water Supply Shortage Contingency Program (WSCP) and declared to move from drought Stage 2 to Stage 4a. The adoption of WSCP is part of a comprehensive drought action plan, which also includes drought water and surcharge rates, and a variety of conservation programs (turf removal, landscape ordinance, AMI conversion, etc.). By instrumenting this drought action plan, EVMWD is planning to comply with the State mandate to decrease water consumption by 28% for the enforcement period June/2015-February/2016. The following abbreviated list outlines some of the prohibitions associated with Stage 4a.  •             Washing down sidewalks or driveways. •             Watering during or within 48 hours after a rain event. •             Washing your vehicle on your property. •             Filling, refilling or adding water to your pool. •             Watering on windy days. •             Providing water at restaurant’s or food establishments unless requested. "
05/01/15 00:00,15-May,Coachella Valley Water District,Colorado River,318217,Yes,7,152,126,146,0,"The Coachella Valley Water District is utilizing a water budget-based tiered rates system, rather than restricting days per week watering to help achieve its conservation goal. Outdoor water budgets have been reduced 36%, and a drought penalty has been added for customers exceeding the reduced outdoor water budget."
05/01/15 00:00,15-May,Lake Hemet Municipal Water District,South Coast,52914,Yes,3,36,114,75,,
05/01/15 00:00,15-May,Carmichael Water District,Sacramento River,38354,Yes,2,79,79,79,,
05/01/15 00:00,15-May,Monte Vista Water District,South Coast,54460,Yes,3,11,9,9,0,
05/01/15 00:00,15-May,Pleasanton  City of,San Francisco Bay,73067,Yes,2,60,61,1,0,
05/01/15 00:00,15-May,Santa Monica  City of,South Coast,92185,Yes,7,69,68,66,1,
05/01/15 00:00,15-May,Riverside  City of,South Coast,298988,Yes,4,89,89,14,0,
05/01/15 00:00,15-May,Contra Costa Water District,San Francisco Bay,199680,Yes,2,108,108,108,0,"CCWD’s 2015 Drought Management Program includes  a temporary pricing adjustment on the unit cost of water and a fine for violations of the water use prohibitions. CCWD is performing ongoing outreach to its customers, including communication on prohibited uses such as outdoor watering more than 2 times per week and washing down pavement. CCWD has also performed outreach to restaurants and hotels to address new prohibited water uses (and corresponding enforcement)."
05/01/15 00:00,15-May,"Imperial, City of",Colorado River,18022,Yes,3,0,0,0,0,
05/01/15 00:00,15-May,California Water Service Company Antelope Valley,South Lahontan,3395,Yes,7,6,6,6,0,
05/01/15 00:00,15-May,Irvine Ranch Water District,South Coast,386669,No,,14,54,0,0,"Prohibitions in effect at all times regardless of whether shortage declared: Gutter flooding, leaks, washing down hard surface areas, waste, and run-off. Water waste is considered as above allocation use as determined by the allocation based conservation rate structure. Customers whose use exceeds their allocation are sent a strong price signal based on increasingly costly tiers."
05/01/15 00:00,15-May,Watsonville  City of,Central Coast,65739,Yes,2,6,6,6,0,"City staff will follow up once a problem of water waste has been reported. We offer information about how to reduce water waste and schedule a free, one-time Water Conservation Consultation to help fix the problem. If water waste continues beyond the educational warning and Water Conservation Consultation, the City will begin fines to address further ongoing water waste violations."
05/01/15 00:00,15-May,San Jose  City of,San Francisco Bay,117576,Yes,2,69,47,,0,"San Jose City Council has approved an amendment of the Administrative Citation Schedule of Fines, to increase the fine amount for violations of water waste restrictions ($250 for first violation; $500 for subsequent violations). Muni Water has also continued all enforcement efforts described in previous months. Enforcement data is estimated and based on data from the Access Valley Water database managed by Santa Clara Valley Water District, which receives, validates and dispatches the water waste service requests from the public in Santa Clara County. The number of formal warning actions is currently unavailable, and we are working to obtain this data for our service area."
05/01/15 00:00,15-May,Casitas Municipal Water District,South Coast,9603,Yes,2,8,8,3,0,
05/01/15 00:00,15-May,Sacramento Suburban Water District,Sacramento River,174595,Yes,2,210,152,10,0,
05/01/15 00:00,15-May,San Jose Water Company,San Francisco Bay,990000,Yes,2,283,393,283,0,
05/01/15 00:00,15-May,Rowland Water District,South Coast,62106,Yes,2,8,8,,6,
05/01/15 00:00,15-May,Folsom  City of,Sacramento River,63376,Yes,2,116,77,72,0,"Some water waste complaints are duplicates and some could not be verified by City staff, therefore the number of contacts and formal actions do not match the number of complaints. "
05/01/15 00:00,15-May,Chino  City of,South Coast,78073,Yes,4,,,0,0,
05/01/15 00:00,15-May,South Tahoe Public Utilities District,North Lahontan,33124,Yes,3,20,15,23,0,
05/01/15 00:00,15-May,Hi-Desert Water District,Colorado River,23760,Yes,3,3,3,3,0,Water Waste Complaints are directly related to non District personnel complaints. Three First Violation Warnings were issued. All three were a result of Water Waste Complaints. 
05/01/15 00:00,15-May,"Soledad, City of",Central Coast,16729,Yes,2,3,3,3,0,
05/01/15 00:00,15-May,North Marin Water District,San Francisco Bay,61299,Yes,3,25,25,25,0,
05/01/15 00:00,15-May,Marin Municipal Water District,San Francisco Bay,188200,Yes,3,,,,,
05/01/15 00:00,15-May,Shafter  City of,Tulare Lake,18488,Yes,3,9,9,9,0,
05/01/15 00:00,15-May,"Windsor, Town of",North Coast,27391,Yes,3,30,62,34,0,"The Town received 30 notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had additional contacts as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
05/01/15 00:00,15-May,Indian Wells Valley Water District,South Lahontan,31120,Yes,3,43,43,2,0,"The Board of Directors approved Ordinance 97, Emergency Water Conservation Mandatory Restrictions, at the April 13th meeting.  The Ordinance includes an even-odd watering schedule whereby houses with an address ending in an even number may irrigate landscaping on even numbered days and those with an address ending in an odd number may irrigate landscaping on odd numbered days.  No landscape watering on Mondays. The time of day restrictions in Ordinance 93 remain in effect. Ordinance 93 restricts landscape watering to between the hours of 8:00 PM and 8:00 AM from May 1st to October 31st and requires leaks to be repaired in a timely manner.  There is a four-step penalty process for repeated violations.  The initial violation results in contact to advise of a non-compliance issue.  A second violation results in a formal letter outlining progressive actions for continued violations along with educational materials.  A third violation can result in a fine of up to $50 added to the bill for the account.  A fourth violation can result in a fine of up to $200 added to the bill and issuing a warning that service may be terminated within 30 days if the issue is not addressed.  A fifth violation can result in a 48 hour notice of termination of service.  "
05/01/15 00:00,15-May,San Francisco Public Utilities Commission,San Francisco Bay,846601,Yes,,120,117,96,0,Please see actions described in the August 2014 report. The SFPUC did not establish any new enforcement policies or procedures in May 2015.
05/01/15 00:00,15-May,Brawley  City of,Colorado River,27743,No,7,14,14,6,0,
05/01/15 00:00,15-May,Ontario  City of,South Coast,168777,Yes,2,34,137,120,0,
05/01/15 00:00,15-May,Huntington Beach  City of,South Coast,196041,Yes,2,1790,1790,1747,0,early morning patrols for run off and watering on the wrong day
05/01/15 00:00,15-May,Calaveras County Water District,San Joaquin River,31750,Yes,2,16,16,12,0,"CCWD will strive to educate and inform customers of conservation measures before taking enforcement action. If customers violate Ordinance 2015-01, which includes Stage 3.5 Mandatory Water Conservation Measures, they will first receive a written warning letter. If CCWD staff witnesses a second violation of the ordinance, the District may impose a $100 fine, install a flow-restricting device, or both. If CCWD staff witnesses a third violation, the District may impose a $200 fine. If CCWD staff witnesses any additional violations of the ordinance, a $500 fine may be imposed. The district may also pursue a misdemeanor violation of California Water Code Section 31029. If convicted of this crime, a person could be put in jail for up to 30 days, fined up to $600 or both."
05/01/15 00:00,15-May,Humboldt Bay Municipal Water District,North Coast,602,Yes,2,0,0,0,0,
05/01/15 00:00,15-May,Santa Maria  City of,Central Coast,102087,Yes,7,24,24,86,0,"The city started using a new tag to inform customers that they have a water leak. The new tag says that the customer must either fix the leak or call the city within one week, or they risk getting their water shut off and must pay a turn on you fee to restore service. Staff documented that 2/3 of the customers have already fixed their leak.  Staff confusion over the new process caused poor follow up for customers with continued leaks. This has been corrected, and better results are expected for June."
05/01/15 00:00,15-May,Yuba City  City of,Sacramento River,68379,Yes,2,89,89,334,72,"August 8, 2014  Name Address City, State, Zip  Dear Water Customer,  With the third consecutive year of drought, the City of Yuba City implemented emergency water restrictions in accordance with the City’s Water Shortage Contingency Plan per the Governor’s request in January.  On July 15, 2014, the State Water Resources Control Board approved an emergency regulation to ensure that water suppliers, their customers and state residents increase water conservation in urban settings.  The emergency regulations require that all Californians stop the following activities immediately:     • Washing down driveways and sidewalks • Watering of outdoor landscapes that cause excess runoff • Using a hose to wash a motor vehicle unless the hose is fitted with a shut-off nozzle  • Using potable water in a non-circulating fountain or decorative water feature  In addition, the emergency regulations specifically require that urban water suppliers implement water shortage contingency plans to a level where restrictions on outdoor watering are mandatory.  For Yuba City, that is Stage 3 of the City’s Water Shortage Contingency Plan.    Stage 3 of the City’s Water Shortage Contingency Plan and Municipal Code Section 6-6.19, “Emergency Water Restrictions”, permit lawn watering only as follows:  • EVEN numbered addresses: Wednesdays and Saturdays  • ODD numbered addresses: Thursdays and Sundays  • New lawns may be watered three (3) times each day for the first three (3) weeks after planting provided that notification is given to the City Public Works Department of the new planting either at the time of planting or as soon thereafter as is practicable. • Public agencies and/or commercial/industrial companies using City water to irrigate large turf areas greater than 0.5 acres, shall submit an irrigation schedule for approval by the Public Works Director. This schedule shall provide for a reduction of water use based on a percentage of previous usage. The actual percentage and base year of usage shall be established by the Public Works Director as approved by the City Council and will be in accordance with the severity of the water shortage declared by the City Council. It is recommended that watering take place during the coolest parts of the day in the evening and early morning hours. As part of the City’s continued effort to help water customers comply with these water restrictions, the City has started water patrols which are designed to provide residents with conservation education.  The City’s goal is to raise awareness to the mandatory restrictions, and issue penalties as a last resort.  For those that choose not to comply with the mandatory restrictions, the following penalty schedule will apply:  1st violation: Written warning 2nd violation:  $ 50.00 surcharge* 3rd violation:  $100.00 surcharge* 4+ violations: $250.00 surcharge* per violation *Surcharges shall appear on the next monthly water billing  The Public Works Department provides complimentary water audits and will assist with adjusting sprinkler timers upon request.  If you would like to schedule a water audit or need assistance adjusting a sprinkler timer, please call John Westhouse, Water Treatment Plant Supervisor, at 530-822-4637.  Also, the City has a rebate program for the installation of smart irrigation timers.  Information on the rebate program can be found at www.yubacityh2o.com.       The City appreciates the conservation efforts of our water customers.  If you have any questions, please do not hesitate to contact Public Works.    Sincerely,      Diana Langley City of Yuba City  Public Works Director "
05/01/15 00:00,15-May,Escondido  City of,South Coast,134053,Yes,2,16,16,,,
05/01/15 00:00,15-May,Los Angeles County Public Works Waterworks District 29,South Coast,22188,Yes,2,3,3,1,0,
05/01/15 00:00,15-May,Placer County Water Agency,Sacramento River,95717,Yes,2,73,28,8,0,
05/01/15 00:00,15-May,Burbank  City of,South Coast,106084,Yes,2,215,215,17,16,"Followed up every complaint with a letter. The warning actions are complaints that received a third notice, which mentions the fines."
05/01/15 00:00,15-May,Camarillo  City of,South Coast,46764,Yes,3,16,16,48,0,"22 1st Violation citations (no fines), 26 ""friendly reminder"" door tags. Continued patrolling by contracted conservation enforcement technician. City staff also issued 20 customer leak notices due to unusually high consumption or observed leaks."
05/01/15 00:00,15-May,Blythe  City of,Colorado River,13839,Yes,3,3,3,0,0,"Ordinance No 871-15 was approved by Council on May 26, 2015. The Ordinance added Chapter 13.05 (Water Conservation) to Title 13 (Public Services) of the Blythe Municipal Code. The purpose and policy states that due to the water conditions prevailing in the State of California, it is necessary and appropriate to adopt a water conservation program to reduce the water used by persons in the City.  The City of Blythe posted on its webpage at http://www.cityofblythe.ca.gov tips for water conservation from the statewide program Save Our Water, a partnership between the Association of California Water Agencies and the California Department of Water Resources. "
05/01/15 00:00,15-May,Roseville  City of,Sacramento River,122946,Yes,2,441,220,43,21,Staff performed regular water waste patrol and left notices for customers found to have water waste. We also respond to online reports as well as post to social media sites. The City conducts night patrol for commercial water waste. The City has an online reporting tool where people can report water waste and upload photos. 
05/01/15 00:00,15-May,Vista Irrigation District,South Coast,124746,Yes,3,34,22,12,0,
05/01/15 00:00,15-May,West Valley Water District,South Coast,73285,Yes,3,10,10,0,0,
05/01/15 00:00,15-May,Napa  City of,San Francisco Bay,85679,Yes,3,32,32,9,0,"The City of Napa continued its formalized Water Waste Reporting procedures, encouraging customers to report violations via phone or email (link on the City's web site).  Water Division field staff are tasked with reporting violations and educating customers in the course of their normal duties.  Three of the 32 complaints received in May were for issues other than the officially prohibited water waste items."
05/01/15 00:00,15-May,Mission Springs Water District,Colorado River,37600,Yes,4,4,4,4,0,WARNING DOOR HANGERS. ALL CUSTOMERS CAME INTO COMPLIANCE WITH THE ORDER.
05/01/15 00:00,15-May,Los Angeles County Public Works Waterworks District 40,South Lahontan,206948,Yes,2,0,0,0,0,
05/01/15 00:00,15-May,Nevada Irrigation District,Sacramento River,44761,Yes,2,20,15,0,0,
05/01/15 00:00,15-May,Alameda County Water District,San Francisco Bay,344000,Yes,1,122,94,0,0,Enforcement information provided with July 2014 report - no updates at this time. Note: 28 of the 122 water waste reports listed above required no action (not violations or could not confirm information provided).
05/01/15 00:00,15-May,Hawthorne  City of,South Coast,44471,Yes,7,0,0,0,,
05/01/15 00:00,15-May,Nipomo Community Services District,Central Coast,12512,Yes,2,3,3,2,0,
05/01/15 00:00,15-May,Rancho California Water District,South Coast,167551,Yes,7,41,41,41,0,"RCWD maintains a Water Conservation Policy that includes fines of up to $500 per violation for water wasting. From July 2014 through April 2015, the District sent out 202 violation written notices, which includes 226 first notices, 15 second notices and 1 third notice. The District continues to inform its customers, personnel, and local agencies on reporting and responding to water waste, and plans to increase awareness in the spring when hotter months begin.  "
05/01/15 00:00,15-May,Rainbow Municipal Water District,South Coast,19611,Yes,2,0,0,0,0,
05/01/15 00:00,15-May,Oceanside  City of,South Coast,171183,Yes,2,,,,,
05/01/15 00:00,15-May,Western Municipal Water District of Riverside,South Coast,96139,Yes,3,20,22,12,0,Western has budget based water rates. We recommend 3 watering days per week but will not take action if a customer is within their budget.  Western partners with local code enforcement teams to monitor water saving progress in the community we serve. In partnership with 311 dispatch we reach out to residential or business customers that may have a problem with water waste. The first warning letter offers assistance through free efficiency evaluations for all customers. The second letter for the same issue reminds them of assistance and warns of monetary penalties. The third notice imposes daily penalties.
05/01/15 00:00,15-May,Tahoe City Public Utilities District,North Lahontan,7215,Yes,3,0,0,0,0,"All customers were mailed a letter discussing regulations and reduction targets. New web portal created for customers to look up their accounts and see their targets based on 2013 usage. http://tcpudconserve.spatiallystacked.com  New web site created for all customers/public to access conservation regulations, information on violations, local regulations, conservation tips, leak detection tips, water meter reading tips, general faq's and other information. Website: http://conservation.tcpud.org/ "
05/01/15 00:00,15-May,Calexico  City of,Colorado River,41033,Yes,3,0,0,0,0,
05/01/15 00:00,15-May,Lompoc  City of,Central Coast,41541,Yes,2,39,39,21,0,
05/01/15 00:00,15-May,California Water Service Company Bakersfield,Tulare Lake,278123,Yes,7,144,144,144,0,
05/01/15 00:00,15-May,Amador Water Agency,San Joaquin River,23347,Yes,2,7,7,2,0,1- Verbal warning 2-Written warning 3-Water restrictor for 1 week 4- Water restrictor for duration of drought
05/01/15 00:00,15-May,California Water Service Company Oroville,Sacramento River,10640,Yes,7,0,0,0,0,
05/01/15 00:00,15-May,Trabuco Canyon Water District,South Coast,13175,Yes,2,2,17,17,0,
05/01/15 00:00,15-May,Otay Water District,South Coast,217600,Yes,2,52,36,,,
05/01/15 00:00,15-May,San Diego  City of,South Coast,1314290,Yes,3,872,872,872,2,"San Diego Mayor Kevin Faulconer announced stepped up enforcement efforts.  Instead of sending out letters and educating customers on drought restrictions, the first correspondence for observed water waste will be a notice of violation, which will be followed by a citation if the problem is not corrected.  "
05/01/15 00:00,15-May,Truckee-Donner Public Utilities District,North Lahontan,32776,Yes,4,2,2,1,0,"TDPUD provides a web-based reporting tool for drought regulation violators and water wasters.  For the month of May, 2015  a majority of the inquiries  were information requests only.  TDPUD staff responds to the requests via email and phone, but these numbers are not provided in this report."
05/01/15 00:00,15-May,"Modesto, City of",San Joaquin River,220916,Yes,2,2086,2086,2086,2,
05/01/15 00:00,15-May,Joshua Basin Water District,Colorado River,9514,Yes,3,3,3,0,0,
05/01/15 00:00,15-May,Santa Barbara  City of,Central Coast,93091,Yes,7,140,128,0,0,"On May 5, 2015 the City enacted a Stage 3 Drought Condition, including minor changes to the Stage 2 Drought regulations to make sure they align with the mandatory State regulations. The City's water conservation target is a 25% reduction, based on local water supply conditions.   In addition, new water rates will take effect July 1, 2015. These rates increase dramatically from current rates, as they include the cost to bring the City's desalination plant back online in response to drought related supply shortage. The City expects further conservation from water users in response to the new drought rates. "
05/01/15 00:00,15-May,Tuolumne Utilities District,San Joaquin River,28997,Yes,3,,,,,"Reporting for complaints, contacts warnings penalties to begin June 1."
05/01/15 00:00,15-May,Sacramento County Water Agency,Sacramento River,172760,Yes,1,451,451,451,0,
05/01/15 00:00,15-May,San Buenaventura  City of,South Coast,113478,Yes,2,43,43,4,4,
05/01/15 00:00,15-May,Elk Grove Water Service,Sacramento River,44251,Yes,2,87,87,364,0,
05/01/15 00:00,15-May,Newhall County Water District,South Coast,45036,Yes,3,220,183,0,0,235 letters were mailed to residential customers whose water budget exceeded 100 percent of their target.
05/01/15 00:00,15-May,Valencia Water Company,South Coast,118224,Yes,3,51,51,0,0,
05/01/15 00:00,15-May,Castaic Lake Water Agency Santa Clarita Water Division,South Coast,121688,Yes,3,127,127,127,1,
05/01/15 00:00,15-May,California Water Service Company East Los Angeles,South Coast,156293,Yes,7,25,25,25,0,
05/01/15 00:00,15-May,Exeter  City of,Tulare Lake,10334,Yes,2,18,15,12,0,
05/01/15 00:00,15-May,"Rio Vista, city of",Sacramento River,8324,Yes,2,22,229,219,0,
05/01/15 00:00,15-May,Sweetwater Springs Water District,North Coast,7719,Yes,3,0,0,0,0,
05/01/15 00:00,15-May,California Water Service Company Visalia,Tulare Lake,138082,Yes,7,20,20,20,0,
05/01/15 00:00,15-May,California Water Service Company Selma,Tulare Lake,24610,Yes,7,3,3,3,0,
05/01/15 00:00,15-May,California Water Service Company Chico District,Sacramento River,101662,Yes,7,50,50,50,0,
05/01/15 00:00,15-May,Soquel Creek Water District,Central Coast,39051,Yes,7,58,58,22,1,"The District has declared a Stage 3 Emergency Water Shortage Emergency with a curtailment target of 25% over 2013 consumption.  In this Stage, we are actively enforcing compliance with all applicable restrictions including our Water Waste Ordinance (always in effect), our Stage 3 requirements, and the State’s Emergency Regulations."
05/01/15 00:00,15-May,East Valley Water District,South Coast,101733,Yes,3,7,7,7,0,
05/01/15 00:00,15-May,California Water Service Company Bear Gulch,San Francisco Bay,58885,Yes,7,13,13,13,0,
05/01/15 00:00,15-May,Buena Park  City of,South Coast,82767,Yes,2,8,39,39,0,
05/01/15 00:00,15-May,South Gate  City of,South Coast,96057,Yes,3,5,5,0,0,
05/01/15 00:00,15-May,Hillsborough  Town of,San Francisco Bay,10850,No,2,35,62,35,0,"The Town continued to enforce water waste prohibitions. No fines were issued because residents complied with warning. In several cases, leak detection services were hired by residents to locate and correct leaks. "
05/01/15 00:00,15-May,"California Water Service Company Dixon, City of",Sacramento River,9832,Yes,7,3,3,3,0,
05/01/15 00:00,15-May,Redlands  City of,South Coast,77852,Yes,3,,,,,The City of Redlands is in the process of hiring two water waste enforcement staff. Information on May's water waste reports was ordered and will be provided in an updated report as soon as the reports are received.
05/01/15 00:00,15-May,San Juan Water District,Sacramento River,32696,Yes,2,13,13,22,,22 high users notices / 9 phone calls / 1 site visit  5 site visits / 8 phone calls
05/01/15 00:00,15-May,California Water Service Company Dominguez,South Coast,142161,Yes,7,47,47,47,0,"The numbers for the Water Waste Complaints, Contact Follow-ups, and Warning Actions includes the California Water Service Company Palos Verdes (491) and California Water Service Company Hermosa/Redondo (467) service areas. "
05/01/15 00:00,15-May,Hayward  City of,San Francisco Bay,151037,Yes,2,22,20,18,0,
05/01/15 00:00,15-May,California Water Service Company Hermosa/Redondo,South Coast,95699,Yes,7,,,,,"The numbers for the Water Waste Complaints, Contact Follow-ups, and Warning Actions have been included with California Water Service Company Dominguez (465). "
05/01/15 00:00,15-May,California Water Service Company King City,Central Coast,14798,Yes,7,0,0,0,0,
05/01/15 00:00,15-May,Yucaipa Valley Water District,South Coast,44036,Yes,3,24,24,24,0,The Yucaipa Valley Water District has initiated the distribution of new notification notices to customers violating outdoor watering restrictions.  Additional billing system analysis has identified the highest residential water consumers who will be part of a new effort to enhance conservation by the Yucaipa Valley Water District during the next month.
05/01/15 00:00,15-May,San Bernardino  City of,South Coast,198163,Yes,4,92,82,31,0,
05/01/15 00:00,15-May,Sacramento  City of,Sacramento River,480155,Yes,2,2589,1553,1261,186,7 day per week enforcement via drought patrols continues. 
05/01/15 00:00,15-May,California Water Service Company Kern River Valley,Tulare Lake,5598,Yes,7,0,0,0,0,
05/01/15 00:00,15-May,California Water Service Company Los Altos/Suburban,San Francisco Bay,68116,Yes,7,9,9,9,0,
05/01/15 00:00,15-May,Hanford  City of,Tulare Lake,57050,Yes,2,76,289,213,40,
05/01/15 00:00,15-May,California Water Service Company Livermore,San Francisco Bay,57529,Yes,7,27,27,27,0,
05/01/15 00:00,15-May,West Kern Water District,Tulare Lake,21181,Yes,3,14,13,1,0,
