Timestamp,Supplier_Name,Reporting_Month,Hydrologic_Region,Population_Served,Mandatory_Restrictions,Water_Days_Allowed/Week,Complaints_Received,Follow_up_Actions,Warnings_Issued,Penalties_Assessed,Enforcement_Comments
09/01/15 00:00,Watsonville  City of,15-Sep,Central Coast,"65,739",Yes,2,4,12, 12 , 7 ,"City staff will follow up once a problem of water waste has been reported. We offer information about how to reduce water waste and schedule a free, one-time Water Conservation Consultation to help fix the problem. If water waste continues beyond the educational warning and Water Conservation Consultation, the City will begin fines to address further ongoing water waste violations."
09/01/15 00:00,San Jose  City of,15-Sep,San Francisco Bay,"117,576",Yes,2,53,38, 2 , 0  ,"San Jose City Council has approved an amendment of the Administrative Citation Schedule of Fines, to increase the fine amount for violations of water waste restrictions ($250 for first violation; $500 for subsequent violations). Muni Water has also continued all enforcement efforts described in previous months. Enforcement data is estimated and based on data from reports received from the State Water Waste reports and the Access Valley Water database managed by Santa Clara Valley Water District, which receives, validates and dispatches the water waste service requests from the public in Santa Clara County."
09/01/15 00:00,Dinuba  City of,15-Sep,Tulare Lake,"23,966",Yes,2,102,102, 102 , 0  ,
09/01/15 00:00,Casitas Municipal Water District,15-Sep,South Coast,"9,603",Yes,2,6,6, 4 , 0  ,
09/01/15 00:00,Sacramento Suburban Water District,15-Sep,Sacramento River,"174,847",Yes,2,170,430, 238 , 2 ,
09/01/15 00:00,San Jose Water Company,15-Sep,San Francisco Bay,"990,000",Yes,2,240,261, 261 , 0  ,"Public education is the method used. Door hangers, direct letters, phone calls, and site visits were what was done."
09/01/15 00:00,Rowland Water District,15-Sep,South Coast,"62,106",Yes,2,43,42, 42 , 5 ,
09/01/15 00:00,Folsom  City of,15-Sep,Sacramento River,"63,376",Yes,2,220,112, 72 , 0  ,Some  public complaints of water waste are duplicates.
09/01/15 00:00,Chino  City of,15-Sep,South Coast,"78,073",Yes,4,30,30, 30 , 0  ,
09/01/15 00:00,South Tahoe Public Utilities District,15-Sep,North Lahontan,"33,124",Yes,3,11,9, 23 , 2 ,
09/01/15 00:00,Hi-Desert Water District,15-Sep,Colorado River,"23,760",Yes,3,2,2, 0  , 0  ,Water Waste Complaints are directly related to non District personal complaints. Neither complaint was substantiated.
09/01/15 00:00,"Soledad, City of",15-Sep,Central Coast,"16,729",Yes,2,1,1, 1 , 0  ,
09/01/15 00:00,North Marin Water District,15-Sep,San Francisco Bay,"61,299",Yes,3,21,19, 19 , 0  ,
09/01/15 00:00,Marin Municipal Water District,15-Sep,San Francisco Bay,"188,200",Yes,3,41,26, 2 , 0  ,
09/01/15 00:00,Shafter  City of,15-Sep,Tulare Lake,"19,100",Yes,3,92,92, 50 , 3 ,
09/01/15 00:00,"Windsor, Town of",15-Sep,North Coast,"27,486",Yes,3,0,11, 9 , 0  ,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had eleven contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
09/01/15 00:00,Indian Wells Valley Water District,15-Sep,South Lahontan,"31,120",Yes,3,52,52, 51 , 0  ,"The Board of Directors approved Ordinance 97, Emergency Water Conservation Mandatory Restrictions, at the April 13th Board meeting.  The Ordinance includes an even-odd watering schedule whereby houses with an address ending in an even number may irrigate landscaping on even numbered days and those with an address ending in an odd number may irrigate landscaping on odd numbered days.  No landscape watering on Mondays. The time of day restrictions in Ordinance 93 remain in effect. Ordinance 93 restricts landscape watering to between the hours of 8:00 PM and 8:00 AM from May 1st to October 31st and requires leaks to be repaired in a timely manner.  There is a four-step penalty process for repeated violations.  The initial violation is a warning along with educational materials provided.  A second violation can result in a fine of up to $50 added to the bill for the account.  A third violation can result in a fine of up to $200 added to the bill and issuing a warning that service may be terminated within 30 days if the issue is not addressed.  A fourth violation can result in a 48 hour notice of termination of service.   "
09/01/15 00:00,San Francisco Public Utilities Commission,15-Sep,San Francisco Bay,"846,601",Yes,,111,104, 73 , 0  ,Please see actions described in the August 2014 report. The SFPUC did not establish any new enforcement policies or procedures in September 2015.
09/01/15 00:00,Brawley  City of,15-Sep,Colorado River,"27,743",Yes,7,3,12, 12 , 0  ,
09/01/15 00:00,Ontario  City of,15-Sep,South Coast,"168,777",Yes,0,50,50, 1 , 0  ,"Note: on September 1, the City amended its Water Conservation Plan and removed the 2 days/week of outdoor irrigation restriction and replaced it with a volumetric penalty structure. Please let me know if you'd like a copy of the Amended Water Conservation Plan and/or the volumetric penalty Resolution."
09/01/15 00:00,Huntington Beach  City of,15-Sep,South Coast,"196,041",Yes,2,218,223, 212 , 0  ,
09/01/15 00:00,Calaveras County Water District,15-Sep,San Joaquin River,"48,630",Yes,2,8,8, 4 , 0  ,"CCWD will strive to educate and inform customers of conservation measures before taking enforcement action. If customers violate Ordinance 2015-01, which includes Stage 3.5 Mandatory Water Conservation Measures, they will first receive a written warning letter. If CCWD staff witnesses a second violation of the ordinance, the District may impose a $100 fine, install a flow-restricting device, or both. If CCWD staff witnesses a third violation, the District may impose a $200 fine. If CCWD staff witnesses any additional violations of the ordinance, a $500 fine may be imposed. The district may also pursue a misdemeanor violation of California Water Code Section 31029. If convicted of this crime, a person could be put in jail for up to 30 days, fined up to $600 or both."
09/01/15 00:00,Humboldt Bay Municipal Water District,15-Sep,North Coast,602,Yes,2,0,0, 0  , 0  ,
09/01/15 00:00,Santa Maria  City of,15-Sep,Central Coast,"102,087",Yes,7,24,57, 17 , 0  ,
09/01/15 00:00,Yuba City  City of,15-Sep,Sacramento River,"68,379",Yes,2,11,11, 137 , 68 ,"August 8, 2014  Name Address City, State, Zip  Dear Water Customer,  With the third consecutive year of drought, the City of Yuba City implemented emergency water restrictions in accordance with the City’s Water Shortage Contingency Plan per the Governor’s request in January.  On July 15, 2014, the State Water Resources Control Board approved an emergency regulation to ensure that water suppliers, their customers and state residents increase water conservation in urban settings.  The emergency regulations require that all Californians stop the following activities immediately:     • Washing down driveways and sidewalks • Watering of outdoor landscapes that cause excess runoff • Using a hose to wash a motor vehicle unless the hose is fitted with a shut-off nozzle  • Using potable water in a non-circulating fountain or decorative water feature  In addition, the emergency regulations specifically require that urban water suppliers implement water shortage contingency plans to a level where restrictions on outdoor watering are mandatory.  For Yuba City, that is Stage 3 of the City’s Water Shortage Contingency Plan.    Stage 3 of the City’s Water Shortage Contingency Plan and Municipal Code Section 6-6.19, “Emergency Water Restrictions”, permit lawn watering only as follows:  • EVEN numbered addresses: Wednesdays and Saturdays  • ODD numbered addresses: Thursdays and Sundays  • New lawns may be watered three (3) times each day for the first three (3) weeks after planting provided that notification is given to the City Public Works Department of the new planting either at the time of planting or as soon thereafter as is practicable. • Public agencies and/or commercial/industrial companies using City water to irrigate large turf areas greater than 0.5 acres, shall submit an irrigation schedule for approval by the Public Works Director. This schedule shall provide for a reduction of water use based on a percentage of previous usage. The actual percentage and base year of usage shall be established by the Public Works Director as approved by the City Council and will be in accordance with the severity of the water shortage declared by the City Council. It is recommended that watering take place during the coolest parts of the day in the evening and early morning hours. As part of the City’s continued effort to help water customers comply with these water restrictions, the City has started water patrols which are designed to provide residents with conservation education.  The City’s goal is to raise awareness to the mandatory restrictions, and issue penalties as a last resort.  For those that choose not to comply with the mandatory restrictions, the following penalty schedule will apply:  1st violation: Written warning 2nd violation:  $ 50.00 surcharge* 3rd violation:  $100.00 surcharge* 4+ violations: $250.00 surcharge* per violation *Surcharges shall appear on the next monthly water billing  The Public Works Department provides complimentary water audits and will assist with adjusting sprinkler timers upon request.  If you would like to schedule a water audit or need assistance adjusting a sprinkler timer, please call John Westhouse, Water Treatment Plant Supervisor, at 530-822-4637.  Also, the City has a rebate program for the installation of smart irrigation timers.  Information on the rebate program can be found at www.yubacityh2o.com.       The City appreciates the conservation efforts of our water customers.  If you have any questions, please do not hesitate to contact Public Works.    Sincerely,      Diana Langley City of Yuba City  Public Works Director "
09/01/15 00:00,Escondido  City of,15-Sep,South Coast,"134,053",Yes,3,18,18, 0  , 0  ,
09/01/15 00:00,Los Angeles County Public Works Waterworks District 29,15-Sep,South Coast,"22,216",Yes,3,2,2, 0  , 0  ,
09/01/15 00:00,Placer County Water Agency,15-Sep,Sacramento River,"95,717",Yes,2,45,55, 26 , 0  ,
09/01/15 00:00,Corona  City of,15-Sep,South Coast,"168,070",Yes,3,62,1813, 25 , 0  ,"845; In September 2015, a total of 464 customers had water usage charged in Tier 4 (Excessive Water Use) and 381 customers had water usage charged in Tier 5 (Wasteful Water Use). All customers with water usage falling into tier 4 and 5 are notified by postcard and a portion of these customers are contacted by phone to schedule an appointment to address the high water usage."
09/01/15 00:00,Burbank  City of,15-Sep,South Coast,"106,084",Yes,2,315,315, 315 , 71 ,"Every complaint was followed up with a letter, and every letter now mentions possible fines."
09/01/15 00:00,Camarillo  City of,15-Sep,South Coast,"47,389",Yes,3,13,42, 29 , 0  ,"Continued patrolling and distributing door tags and ordinance summaries.  2 first violation citations were issued in September. 27 Door Tags were delivered for water waste or possible violations. Leak detection assistance was offered to 12 customers and 4 irrigation controllers were programmed, at customer request."
09/01/15 00:00,Blythe  City of,15-Sep,Colorado River,"13,839",Yes,3,1,1, 0  , 0  ,Per Ordinance No 871-15 First Violation – Written Notice; Second Violation (within 12 months of the first violation) – Final Written Notice; Third Violation (within 12 months of the first violation) 0$100 surcharge in customer water bill; Fourth Violation (within 12 months of the first violation) 0$150 surcharge in customer water bill; Fifth Violation or more violation (within 12 months of the first violation) 0$200 surcharge in customer water bill.
09/01/15 00:00,Roseville  City of,15-Sep,Sacramento River,"122,946",Yes,2,318,237, 40 , 8 ,
09/01/15 00:00,Vista Irrigation District,15-Sep,South Coast,"124,746",Yes,2,64,46, 18 , 1 ,
09/01/15 00:00,West Valley Water District,15-Sep,South Coast,"73,836",Yes,3,3,286, 284 , 0  ,
09/01/15 00:00,Napa  City of,15-Sep,San Francisco Bay,"86,051",Yes,3,18,18, 4 , 0  ,"The City of Napa continued its formalized Water Waste Reporting procedures, encouraging customers to report violations via phone or email (link on the City's web site).  Water Division field staff are tasked with reporting violations and educating customers in the course of their normal duties.  One of the 18 complaints received in September was for issue other than the officially prohibited water waste items."
09/01/15 00:00,Mission Springs Water District,15-Sep,Colorado River,"37,600",Yes,4,8,11, 11 , 0  ,One final warning was sent via certified letter to a city government within the MSWD jurisdictional boundary.
09/01/15 00:00,Los Angeles County Public Works Waterworks District 40,15-Sep,South Lahontan,"207,304",Yes,3,10,10, 0  , 0  ,
09/01/15 00:00,Nevada Irrigation District,15-Sep,Sacramento River,"44,761",Yes,2,8,8, 0  , 0  ,
09/01/15 00:00,Alameda County Water District,15-Sep,San Francisco Bay,"346,000",Yes,2,89,58, 2 , 0  ,Enforcement information provided with July 2014 report 0no updates at this time. Note: 31 of the 89 water waste reports listed above required no action (not violations or could not confirm information provided).
09/01/15 00:00,Hawthorne  City of,15-Sep,South Coast,"44,537",Yes, 3 , 0  ,0,0,0,
09/01/15 00:00,Nipomo Community Services District,15-Sep,Central Coast,"12,512",Yes,2,1,1, 0  , 0  ,
09/01/15 00:00,Rancho California Water District,15-Sep,South Coast,"168,978",Yes,7,97,51, 51 , 0  ,"RCWD maintains a Water Conservation Policy that includes fines of up to $500 per violation for water wasting.  The District continues to inform its customers, personnel, and local agencies on reporting and responding to water waste.   "
09/01/15 00:00,Rainbow Municipal Water District,15-Sep,South Coast,"19,495",Yes,2,18,18, 0  , 0  ,
09/01/15 00:00,Oceanside  City of,15-Sep,South Coast,"171,183",Yes, 2 , 122 ,76,46,0,
09/01/15 00:00,Western Municipal Water District of Riverside,15-Sep,South Coast,"96,139",Yes,3,26,8, 2 , 0  ,"Western has allocation based water rates for more than 95 percent of our urban potable water users, including residential, commercial, and landscape accounts. Via Western Resolution 2910, adopted May 20, 2015, we recommend just 3 watering days per week. However, if a customers is within their individualized water allocation and there is not run-off, daytime irrigation, or other identifiable waste of water, the three-day recommendation will not be strictly enforced. Western partners with the public and local code enforcement teams to monitor prohibited water uses and water saving progress in the community we serve. Western encourages the public to use a smart phone application called iEfficient. The app allows the public to report water waste and an email is automatically delivered to Western's customer service team. Western's field crews are also using the app to report and track water waste. Also, in partnership with the City of Riverside's 311 dispatch, we reach out to residential or business customers that may have a problem with water waste. The first warning letter offers assistance through free efficiency evaluations for all customers. The second letter within a twelve month period reminds them of assistance and warns of monetary penalties. The third notice imposes daily penalties. "
09/01/15 00:00,Tahoe City Public Utilities District,15-Sep,North Lahontan,"9,397",Yes,3,1,1, 238 , 38 ,65 Leak Detection Letters Sent  176 Violation notices sent 
09/01/15 00:00,Calexico  City of,15-Sep,Colorado River,"41,033",Yes,3,32,32, 32 , 0  ,the 32 notices were all first time offenders 
09/01/15 00:00,Lompoc  City of,15-Sep,Central Coast,"41,541",Yes, 2 , 14 ,14,14,0,
09/01/15 00:00,California Water Service Company Bakersfield,15-Sep,Tulare Lake,"279,143",Yes,3,113,113, 113 , 1 ,
09/01/15 00:00,Amador Water Agency,15-Sep,San Joaquin River,"23,347",Yes,2,1,1, 0  , 0  ,
09/01/15 00:00,California Water Service Company Oroville,15-Sep,Sacramento River,"10,777",Yes,3,0,0, 0  , 0  ,
09/01/15 00:00,Trabuco Canyon Water District,15-Sep,South Coast,"13,175",Yes,2,4,13, 4 , 1 ,
09/01/15 00:00,Otay Water District,15-Sep,South Coast,"217,800",Yes,2,63,39, 0  , 0  ,
09/01/15 00:00,San Diego  City of,15-Sep,South Coast,"1,314,290",Yes,2,736,736, 736 , 24 ,
09/01/15 00:00,Truckee-Donner Public Utilities District,15-Sep,North Lahontan,"32,776",Yes,2,1,2, 1 , 0  ,
09/01/15 00:00,"Modesto, City of",15-Sep,San Joaquin River,"220,916",Yes,2,2781,2781," 1,004 ", 0  ,
09/01/15 00:00,Joshua Basin Water District,15-Sep,Colorado River,"9,514",Yes,3,1,1, 0  , 0  ,The only water complaint the District received during the month of September proved to be unfounded. 
09/01/15 00:00,Santa Barbara  City of,15-Sep,Central Coast,"93,091",Yes,7,62,59, 0  , 0  ,"If we have enough information about the complaint (location & issue) we follow up on every complaint with either a drive-by, phone call, door hanger, or in person contact."
09/01/15 00:00,Tuolumne Utilities District,15-Sep,San Joaquin River,"28,997",Yes,3,49,270, 49 , 2 ,
09/01/15 00:00,Sacramento County Water Agency,15-Sep,Sacramento River,"173,848",Yes,1,924,924, 924 , 0  ,
09/01/15 00:00,San Buenaventura  City of,15-Sep,South Coast,"113,478",Yes,2,56,56, 6 , 4 ,
09/01/15 00:00,Elk Grove Water Service,15-Sep,Sacramento River,"44,255",Yes,2,25,25, 691 , 15 ,
09/01/15 00:00,Newhall County Water District,15-Sep,South Coast,"45,036",Yes,3,110,110, 0  , 0  ,
09/01/15 00:00,Valencia Water Company,15-Sep,South Coast,"118,224",Yes,2,119,119, 0  , 0  ,
09/01/15 00:00,Castaic Lake Water Agency Santa Clarita Water Division,15-Sep,South Coast,"121,688",Yes,2,128,128, 355 , 62 ,"In September 2015, we issued 355 warning/violation notices fro the prohibited activities stated in SCWD Ordinance No. 43"
09/01/15 00:00,California Water Service Company East Los Angeles,15-Sep,South Coast,"158,993",Yes,3,3,3, 3 , 0  ,
09/01/15 00:00,Exeter  City of,15-Sep,Tulare Lake,"10,572",Yes,2,20,10, 0  , 87 ,
09/01/15 00:00,"Rio Vista, city of",15-Sep,Sacramento River,"8,324",Yes,2,51,26, 18 , 0  ,
09/01/15 00:00,Sweetwater Springs Water District,15-Sep,North Coast,"7,751",Yes,3,3,3, 0  , 0  ,
09/01/15 00:00,California Water Service Company Visalia,15-Sep,Tulare Lake,"139,027",Yes,2,128,128, 128 , 0  ,
09/01/15 00:00,California Water Service Company Selma,15-Sep,Tulare Lake,"25,065",Yes,2,159,159, 159 , 2 ,
09/01/15 00:00,California Water Service Company Chico District,15-Sep,Sacramento River,"102,947",Yes,3,62,62, 62 , 1 ,
09/01/15 00:00,Soquel Creek Water District,15-Sep,Central Coast,"39,043",Yes,7,35,35, 19 , 0  ,"Mandatory Restrictions: Our District has declared a Stage 3 Water Shortage Emergency with a curtailment target of 25% over 2013 consumption (Note that our State-mandated reduction target is 8%). In this Stage, we are actively enforcing compliance with all applicable restrictions including our Water Waste Ordinance (always in effect), Our Stage 3 requirements, and the State’s Emergency Regulations. We have a dedicated water waste enforcement staff member who responds to reports of water waste from the public as well as District field staff. Outdoor Irrigation: We do not have restrictions on watering days; however, we prohibit overhead spray irrigation seven days a week from 10 a.m. to 8 p.m. We encourage customers to irrigate efficiently and our large landscape accounts have been issued site-specific water budgets that reflect efficient irrigation. These accounts receive a monthly report showing how their irrigation compares to their budget. "
09/01/15 00:00,East Valley Water District,15-Sep,South Coast,"101,733",Yes,3,12,12, 12 , 0  ,
09/01/15 00:00,California Water Service Company Bear Gulch,15-Sep,San Francisco Bay,"70,035",Yes,2,12,12, 12 , 0  ,
09/01/15 00:00,Buena Park  City of,15-Sep,South Coast,"82,767",Yes,2,29,82, 82 , 0  ,
09/01/15 00:00,South Gate  City of,15-Sep,South Coast,"96,057",Yes,3,5,5, 12 , 0  ,
09/01/15 00:00,Hillsborough  Town of,15-Sep,San Francisco Bay,"10,850",Yes,2,10,10, 6 , 0  ,
09/01/15 00:00,"California Water Service Company Dixon, City of",15-Sep,Sacramento River,"9,984",Yes,3,0,0, 0  , 0  ,
09/01/15 00:00,Redlands  City of,15-Sep,South Coast,"77,852",Yes,3,333,327, 327 , 0  ,126 reports were informal warnings and 201 reports were witnessed being violated and received Notices of Violation.
09/01/15 00:00,San Juan Water District,15-Sep,Sacramento River,"32,779",Yes,2,258,457, 344 , 0  ,San Juan Water District does not issue financial penalties.  San Juan will disconnect water service if compliance is not met.  When water service is disconnected the customer must pay a reconnection fee and must prove that the violation has been remedied. 
09/01/15 00:00,California Water Service Company Dominguez,15-Sep,South Coast,"142,283",Yes,3,1,1, 1 , 0  ,
09/01/15 00:00,Hayward  City of,15-Sep,San Francisco Bay,"152,889",Yes,2,24,13, 13 , 0  ,
09/01/15 00:00,California Water Service Company Hermosa/Redondo,15-Sep,South Coast,"95,853",Yes,3,6,6, 6 , 0  ,
09/01/15 00:00,California Water Service Company King City,15-Sep,Central Coast,"14,999",Yes,3,1,1, 1 , 0  ,
09/01/15 00:00,Yucaipa Valley Water District,15-Sep,South Coast,"44,656",Yes,3,26,26, 26 , 0  ,
09/01/15 00:00,San Bernardino  City of,15-Sep,South Coast,"198,163",Yes,3,142,113, 92 , 0  ,
09/01/15 00:00,Sacramento  City of,15-Sep,Sacramento River,"480,155",Yes,2,1608,989, 828 , 161 ,"7 day a week patrols, 24 hours a day"
09/01/15 00:00,California Water Service Company Kern River Valley,15-Sep,Tulare Lake,"5,595",Yes,3,0,0, 0  , 0  ,
09/01/15 00:00,California Water Service Company Los Altos/Suburban,15-Sep,San Francisco Bay,"68,191",Yes,2,1,1, 1 , 0  ,
09/01/15 00:00,Hanford  City of,15-Sep,Tulare Lake,"57,050",Yes,2,41,41, 952 , 310 ,
09/01/15 00:00,California Water Service Company Livermore,15-Sep,San Francisco Bay,"58,651",Yes,3,15,15, 15 , 0  ,
09/01/15 00:00,West Kern Water District,15-Sep,Tulare Lake,"21,181",Yes,2,6,6, 0  , 0  ,
