Timestamp,Supplier_Name,Reporting_Month,Hydrologic_Region,Population_Served,Mandatory_Restrictions,Water_Days_Allowed/Week,Complaints_Received,Follow_up_Actions,Warnings_Issued,Penalties_Assessed,Enforcement_Comments
11/01/15 00:00,San Jose Water Company,Nov-15,San Francisco Bay,"990,000",Yes,2,111,118,118,0,
11/01/15 00:00,Rowland Water District,Nov-15,South Coast,"62,106",Yes,2,72,72,72,41,22 flow restrictors were installed in November. 
11/01/15 00:00,Folsom  City of,Nov-15,Sacramento River,"63,376",Yes,2,65,87,69,0,Some water waste complaints reference the same address and/or location. Formal warning action also includes mailing a postcard with current water restrictions to water users in violation of current requirements. Some of the follow-up contacts that were provided to customers were from City staff. The Water Waste Complaints noted above (65) do not include contact follow-ups noted above (87). That is why there is a difference between the two. 
11/01/15 00:00,Chino  City of,Nov-15,South Coast,"78,073",Yes,4,25,25,25,0,
11/01/15 00:00,South Tahoe Public Utilities District,Nov-15,North Lahontan,"33,124",Yes,3,0,0,0,0,
11/01/15 00:00,Hi-Desert Water District,Nov-15,Colorado River,"23,760",Yes,3,3,3,3,0,Water Waste Complaints are directly related to non District personal complaints. Two first violation and one second violation warnings were given.
11/01/15 00:00,"Soledad, City of",Nov-15,Central Coast,"16,729",Yes,2,1,1,1,0,
11/01/15 00:00,North Marin Water District,Nov-15,San Francisco Bay,"61,299",Yes,3,20,16,12,0,
11/01/15 00:00,Marin Municipal Water District,Nov-15,San Francisco Bay,"188,200",Yes,3,6,4,0,0,
11/01/15 00:00,Shafter  City of,Nov-15,Tulare Lake,"19,100",Yes,3,27,27,1,0,
11/01/15 00:00,"Windsor, Town of",Nov-15,North Coast,"28,234",Yes,3,4,21,13,0,"The Town received four notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had twenty one contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
11/01/15 00:00,Indian Wells Valley Water District,Nov-15,South Lahontan,"31,120",Yes,3,14,14,5,2,"The Board of Directors approved Ordinance 97, Emergency Water Conservation Mandatory Restrictions, at the April 13th Board meeting.  The Ordinance includes an even-odd watering schedule whereby houses with an address ending in an even number may irrigate landscaping on Tuesday, Thursday, and Saturday and those with an address ending in an odd number may irrigate landscaping on Wednesday, Friday, and Sunday.  No landscape watering on Mondays.  The time of day restriction in contained in the Ordinance (no watering between 8:00 am and 8:00 pm) is no longer in effect as of November 1st.  Leaks still must be repaired in a timely manner.  There is a four-step penalty process for repeat violations.  The initial violation is a warning along with educational materials provided.  A second violation can result in a fine of up to $50 added to the bill for the account.  A third violation can result in a fine of up to $200 added to the bill and issuing a warning that service may be terminated within 30 days if the issue is not addressed.  A fourth violation can result in a 48 hour notice of termination of service."
11/01/15 00:00,San Francisco Public Utilities Commission,Nov-15,San Francisco Bay,"846,601",Yes,,61,48,39,0,Please see actions described in the August 2014 report. The SFPUC did not establish any new enforcement policies or procedures in November 2015.
11/01/15 00:00,Brawley  City of,Nov-15,Colorado River,"27,743",No,7,6,4,4,0,
11/01/15 00:00,Ontario  City of,Nov-15,South Coast,"166,866",Yes,,21,21,0,6902,"Beginning October 2015, the City is implementing a new volumetric penalty structure applicable to all residential customers and outdoor irrigation for all commercial irrigation customers."
11/01/15 00:00,Huntington Beach  City of,Nov-15,South Coast,"196,041",Yes,1,157,108,92,0,
11/01/15 00:00,Calaveras County Water District,Nov-15,San Joaquin River,"31,750",Yes,2,0,0,0,0,"CCWD will strive to educate and inform customers of conservation measures before taking enforcement action. If customers violate Ordinance 2015-01, which includes Stage 3.5 Mandatory Water Conservation Measures, they will first receive a written warning letter. If CCWD staff witnesses a second violation of the ordinance, the District may impose a $100 fine, install a flow-restricting device, or both. If CCWD staff witnesses a third violation, the District may impose a $200 fine. If CCWD staff witnesses any additional violations of the ordinance, a $500 fine may be imposed. The district may also pursue a misdemeanor violation of California Water Code Section 31029. If convicted of this crime, a person could be put in jail for up to 30 days, fined up to $600 or both."
11/01/15 00:00,Humboldt Bay Municipal Water District,Nov-15,North Coast,422,Yes,2,0,0,0,0,
11/01/15 00:00,Santa Maria  City of,Nov-15,Central Coast,"102,087",Yes,7,10,10,12,0,
11/01/15 00:00,Yuba City  City of,Nov-15,Sacramento River,"68,379",Yes,2,7,7,35,9,"August 8, 2014  Name Address City, State, Zip  Dear Water Customer,  With the third consecutive year of drought, the City of Yuba City implemented emergency water restrictions in accordance with the City’s Water Shortage Contingency Plan per the Governor’s request in January.  On July 15, 2014, the State Water Resources Control Board approved an emergency regulation to ensure that water suppliers, their customers and state residents increase water conservation in urban settings.  The emergency regulations require that all Californians stop the following activities immediately:     • Washing down driveways and sidewalks • Watering of outdoor landscapes that cause excess runoff • Using a hose to wash a motor vehicle unless the hose is fitted with a shut-off nozzle  • Using potable water in a non-circulating fountain or decorative water feature  In addition, the emergency regulations specifically require that urban water suppliers implement water shortage contingency plans to a level where restrictions on outdoor watering are mandatory.  For Yuba City, that is Stage 3 of the City’s Water Shortage Contingency Plan.    Stage 3 of the City’s Water Shortage Contingency Plan and Municipal Code Section 6-6.19, “Emergency Water Restrictions”, permit lawn watering only as follows:  • EVEN numbered addresses: Wednesdays and Saturdays  • ODD numbered addresses: Thursdays and Sundays  • New lawns may be watered three (3) times each day for the first three (3) weeks after planting provided that notification is given to the City Public Works Department of the new planting either at the time of planting or as soon thereafter as is practicable. • Public agencies and/or commercial/industrial companies using City water to irrigate large turf areas greater than 0.5 acres, shall submit an irrigation schedule for approval by the Public Works Director. This schedule shall provide for a reduction of water use based on a percentage of previous usage. The actual percentage and base year of usage shall be established by the Public Works Director as approved by the City Council and will be in accordance with the severity of the water shortage declared by the City Council. It is recommended that watering take place during the coolest parts of the day in the evening and early morning hours. As part of the City’s continued effort to help water customers comply with these water restrictions, the City has started water patrols which are designed to provide residents with conservation education.  The City’s goal is to raise awareness to the mandatory restrictions, and issue penalties as a last resort.  For those that choose not to comply with the mandatory restrictions, the following penalty schedule will apply:  1st violation: Written warning 2nd violation:  $ 50.00 surcharge* 3rd violation:  $100.00 surcharge* 4+ violations: $250.00 surcharge* per violation *Surcharges shall appear on the next monthly water billing  The Public Works Department provides complimentary water audits and will assist with adjusting sprinkler timers upon request.  If you would like to schedule a water audit or need assistance adjusting a sprinkler timer, please call John Westhouse, Water Treatment Plant Supervisor, at 530-822-4637.  Also, the City has a rebate program for the installation of smart irrigation timers.  Information on the rebate program can be found at www.yubacityh2o.com.       The City appreciates the conservation efforts of our water customers.  If you have any questions, please do not hesitate to contact Public Works.    Sincerely,      Diana Langley City of Yuba City  Public Works Director "
11/01/15 00:00,Escondido  City of,Nov-15,South Coast,"134,053",Yes,3,12,12,8,0,
11/01/15 00:00,Los Angeles County Public Works Waterworks District 29,Nov-15,South Coast,"22,221",Yes,2,4,4,4,0,
11/01/15 00:00,Placer County Water Agency,Nov-15,Sacramento River,"95,717",Yes,1,13,9,2,0,
11/01/15 00:00,Corona  City of,Nov-15,South Coast,"168,070",Yes,3,29,1525,33,0,"In November 2015, a total of 1,058 customers had water usage charged in Tier 4 (Excessive Water Use) and 899 customers had water usage charged in Tier 5 (Wasteful Water Use). All customers with water usage falling into tier 4 and 5 are notified by postcard and a portion of these customers are contacted by phone to schedule an appointment to address the high water usage."
11/01/15 00:00,Burbank  City of,Nov-15,South Coast,"106,084",Yes,1,150,150,150,33,"Every complaint was followed up with a letter, and every letter mentions possible fines."
11/01/15 00:00,Camarillo  City of,Nov-15,South Coast,"47,026",Yes,3,8,117,70,0,"Ongoing patrolling by conservation contractor & City staff, delivering door tags, ordinance summaries and issuing citations.  In addition to enforcement, a free water conservation gardening workshop was held on 11/14/15 open to the public."
11/01/15 00:00,Blythe  City of,Nov-15,Colorado River,"13,839",Yes,3,13,13,0,0,Per Ordinance No 871-15 First Violation – Written Notice; Second Violation (within 12 months of the first violation) – Final Written Notice; Third Violation (within 12 months of the first violation) - $100 surcharge in customer water bill; Fourth Violation (within 12 months of the first violation) - $150 surcharge in customer water bill; Fifth Violation or more violation (within 12 months of the first violation) - $200 surcharge in customer water bill.
11/01/15 00:00,Roseville  City of,Nov-15,Sacramento River,"122,946",Yes,1,221,205,27,1,
11/01/15 00:00,Vista Irrigation District,Nov-15,South Coast,"124,746",Yes,2,36,28,8,0,
11/01/15 00:00,West Valley Water District,Nov-15,South Coast,"74,194",Yes,3,3,137,135,0,
11/01/15 00:00,Napa  City of,Nov-15,San Francisco Bay,"86,051",Yes,3,0,0,0,0,"The City of Napa continued its formalized Water Waste Reporting procedures, encouraging customers to report violations via phone or email (link on the City's web site).  Water Division field staff are tasked with reporting violations and educating customers in the course of their normal duties.  No water waste complaints were received in November."
11/01/15 00:00,Mission Springs Water District,Nov-15,Colorado River,"37,600",Yes,3,2,12,12,0,
11/01/15 00:00,Los Angeles County Public Works Waterworks District 40,Nov-15,South Lahontan,"207,705",Yes,2,4,4,0,0,
11/01/15 00:00,Nevada Irrigation District,Nov-15,Sacramento River,"44,761",Yes,2,7,7,0,0,
11/01/15 00:00,Alameda County Water District,Nov-15,San Francisco Bay,"346,000",Yes,1,32,27,0,0,Enforcement information provided with July 2014 report - no updates at this time. Note: 5 of the 32 water waste reports listed above required no action (not violations or could not confirm information provided).
11/01/15 00:00,Hawthorne  City of,Nov-15,South Coast,"44,549",Yes,3,0,0,0,0,
11/01/15 00:00,Nipomo Community Services District,Nov-15,Central Coast,"12,512",Yes,2,2,2,0,0,
11/01/15 00:00,Rancho California Water District,Nov-15,South Coast,"169,011",Yes,7,27,20,20,0,"RCWD maintains a Water Conservation Policy that includes fines of up to $500 per violation for water wasting. The District continues to inform its customers, personnel, and local agencies on reporting and responding to water waste. "
11/01/15 00:00,Rainbow Municipal Water District,Nov-15,South Coast,"19,495",Yes,2,6,6,0,0,
11/01/15 00:00,Oceanside  City of,Nov-15,South Coast,"174,522",Yes,2,51,34,17,0,
11/01/15 00:00,Western Municipal Water District of Riverside,Nov-15,South Coast,"96,139",Yes,3,12,10,2,0,"Western has allocation based water rates for more than 95% of our urban water users, including residential, commercial, and landscape accounts. Via Western Resolution 2910, adopted May 20, 2015, we recommend just 3 watering days per week. However, if a customer is within their individualized water allocation and there is no run-off, daytime irrigation, or other identifiable waste of water, the three-day recommendation will not be strictly enforced.  Western partners with the public and local code enforcement teams to monitor prohibited water uses and water saving progress in the community we serve. Western encourages the public to use a smart phone application called iEfficient. The app allows the public to report water waste and an email is automatically delivered to Western's customer service team. Western's field crews are also using the app to report and track water waste. Also, in partnership with the City of Riverside's 311 dispatch, we reach out to residential or business customers that may have a problem with water waste. The first warning letter offers assistance through free efficiency evaluations for all customers. The second letter within a twelve month period reminds them of assistance and warns of monetary penalties. The third notice imposes daily penalties. "
11/01/15 00:00,Tahoe City Public Utilities District,Nov-15,North Lahontan,"4,766",Yes,3,0,0,0,0,
11/01/15 00:00,Lompoc  City of,Nov-15,Central Coast,"41,541",Yes,2,3,3,2,0,One water wasting complaint was due to irrigation repair and therefore did not warrant a violation warning. 
11/01/15 00:00,California Water Service Company Bakersfield,Nov-15,Tulare Lake,"279,330",Yes,3,70,70,70,0,
11/01/15 00:00,Amador Water Agency,Nov-15,San Joaquin River,"23,347",Yes,2,3,1,1,0,
11/01/15 00:00,California Water Service Company Oroville,Nov-15,Sacramento River,"10,693",Yes,3,0,0,0,0,
11/01/15 00:00,Trabuco Canyon Water District,Nov-15,South Coast,"13,175",Yes,2,1,1,1,0,
11/01/15 00:00,Otay Water District,Nov-15,South Coast,"217,800",Yes,2,44,19,0,0,
11/01/15 00:00,San Diego  City of,Nov-15,South Coast,"1,314,290",Yes,2,234,234,234,11,
11/01/15 00:00,Truckee-Donner Public Utilities District,Nov-15,North Lahontan,"32,776",Yes,2,0,0,0,0,
11/01/15 00:00,"Modesto, City of",Nov-15,San Joaquin River,"220,918",Yes,2,55,574,574,40,
11/01/15 00:00,Joshua Basin Water District,Nov-15,Colorado River,"9,514",Yes,3,1,1,0,0,The single water waste complaint that was received in November proved to be unfounded.
11/01/15 00:00,Santa Barbara  City of,Nov-15,Central Coast,"93,091",Yes,7,52,50,0,0,"If we have enough information about the complaint (location & issue) we follow up on every complaint with either a drive-by, phone call, door hanger, or in person contact."
11/01/15 00:00,Tuolumne Utilities District,Nov-15,San Joaquin River,"28,997",Yes,3,87,91,4,0,
11/01/15 00:00,Sacramento County Water Agency,Nov-15,Sacramento River,"174,328",Yes,1,216,216,216,0,
11/01/15 00:00,San Buenaventura  City of,Nov-15,South Coast,"113,478",Yes,2,14,14,3,1,
11/01/15 00:00,Elk Grove Water Service,Nov-15,Sacramento River,"44,228",Yes,2,7,7,258,9,
11/01/15 00:00,Newhall County Water District,Nov-15,South Coast,"45,036",Yes,2,153,153,0,0,Sent out field staff to leave door hangers on properties violating conservation rules. Mailed out postcards to customers whose usage is above their November water usage target by 50 percent or more.
11/01/15 00:00,Valencia Water Company,Nov-15,South Coast,"118,224",Yes,2,52,57,5,0,
11/01/15 00:00,Castaic Lake Water Agency Santa Clarita Water Division,Nov-15,South Coast,"121,688",Yes,2,62,62,101,6,"In Nov. 2015, we issued 101 warning/violation notices for the prohibited activities stated in SCWD Ordinance No. 43"
11/01/15 00:00,California Water Service Company East Los Angeles,Nov-15,South Coast,"159,077",Yes,3,2,2,2,0,
11/01/15 00:00,Exeter  City of,Nov-15,Tulare Lake,"10,572",Yes,2,4,1,1,1,
11/01/15 00:00,"Rio Vista, city of",Nov-15,Sacramento River,"8,324",Yes,2,6,6,160,4,
11/01/15 00:00,Sweetwater Springs Water District,Nov-15,North Coast,"7,767",Yes,3,0,0,0,0,
11/01/15 00:00,California Water Service Company Visalia,Nov-15,Tulare Lake,"139,266",Yes,2,130,130,130,2,
11/01/15 00:00,California Water Service Company Selma,Nov-15,Tulare Lake,"25,058",Yes,2,9,9,9,1,
11/01/15 00:00,California Water Service Company Chico District,Nov-15,Sacramento River,"103,079",Yes,3,164,164,164,13,
11/01/15 00:00,Soquel Creek Water District,Nov-15,Central Coast,"37,720",Yes,7,6,19,19,0,"Mandatory Restrictions: Our District has declared a Stage 3 Water Shortage Emergency with a curtailment target of 25% over 2013 consumption (Note that our State-mandated reduction target is 8%). In this Stage, we are actively enforcing compliance with all applicable restrictions including our Water Waste Ordinance (always in effect), Our Stage 3 requirements, and the State’s Emergency Regulations. We have a dedicated water waste enforcement staff member who responds to reports of water waste from the public as well as District field staff. Outdoor Irrigation: We do not have restrictions on watering days; however, we prohibit overhead spray irrigation seven days a week from 10 a.m. to 8 p.m. We encourage customers to irrigate efficiently and our large landscape accounts have been issued site-specific water budgets that reflect efficient irrigation. These accounts receive a monthly report showing how their irrigation compares to their budget. "
11/01/15 00:00,East Valley Water District,Nov-15,South Coast,"101,733",Yes,3,274,274,274,0,
11/01/15 00:00,California Water Service Company Bear Gulch,Nov-15,San Francisco Bay,"73,322",Yes,2,4,4,4,0,
11/01/15 00:00,Buena Park  City of,Nov-15,South Coast,"82,767",Yes,1,22,97,97,0,
11/01/15 00:00,South Gate  City of,Nov-15,South Coast,"96,057",Yes,1,5,5,1,0,
11/01/15 00:00,Hillsborough  Town of,Nov-15,San Francisco Bay,"10,850",Yes,2,0,0,0,695,The Town issued overuse penalty notices based on water allotment over usage.
11/01/15 00:00,"California Water Service Company Dixon, City of",Nov-15,Sacramento River,"9,993",Yes,3,0,0,0,0,
11/01/15 00:00,Redlands  City of,Nov-15,South Coast,"77,852",Yes,2,147,130,108,0,"Of the 147 public complaints received this month, only 10 were for second time violators, with 137 being new offenders. Customer contact is STRONGLY encouraged after first violation, resulting in minimal second time violators, and zero third time violators to date. Upon 3rd violation, fines are imposed."
11/01/15 00:00,San Juan Water District,Nov-15,Sacramento River,"32,779",Yes,2,151,199,172,0,"San Juan Water District does not directly issue financial penalties. San Juan will disconnect water service if compliance is not met. When water service is disconnected, the customer will pay a reconnection fee and must prove the violation was remedied before service can be restored. "
11/01/15 00:00,California Water Service Company Dominguez,Nov-15,South Coast,"142,255",Yes,3,8,8,8,0,
11/01/15 00:00,Hayward  City of,Nov-15,San Francisco Bay,"152,889",Yes,2,7,7,2,0,
11/01/15 00:00,California Water Service Company Hermosa/Redondo,Nov-15,South Coast,"95,817",Yes,3,1,1,1,0,
11/01/15 00:00,California Water Service Company King City,Nov-15,Central Coast,"15,007",Yes,3,3,3,3,0,
11/01/15 00:00,Yucaipa Valley Water District,Nov-15,South Coast,"44,647",Yes,3,9,9,9,0,The Yucaipa Valley Water District staff is in the process of reviewing our water conservation and enforcement program to adjust for winter overwatering issues. The revisions to our program have included additional staffing and increased distribution of weather-based irrigation controllers for customers.
11/01/15 00:00,San Bernardino  City of,Nov-15,South Coast,"198,163",Yes,3,69,67,43,0,
11/01/15 00:00,Sacramento  City of,Nov-15,Sacramento River,"480,155",Yes,1,1587,799,607,192,
11/01/15 00:00,California Water Service Company Kern River Valley,Nov-15,Tulare Lake,"5,510",Yes,3,0,0,0,0,
11/01/15 00:00,California Water Service Company Los Altos/Suburban,Nov-15,San Francisco Bay,"69,996",Yes,2,1,1,1,0,
11/01/15 00:00,Hanford  City of,Nov-15,Tulare Lake,"57,050",Yes,2,15,35,109,59,
11/01/15 00:00,California Water Service Company Livermore,Nov-15,San Francisco Bay,"58,694",Yes,3,1,1,1,0,
11/01/15 00:00,West Kern Water District,Nov-15,Tulare Lake,"21,181",Yes,2,2,2,0,0,
11/01/15 00:00,Paso Robles  City of,Nov-15,Central Coast,"30,450",Yes,2,16,25,37,0,"“Contact follow-ups” count includes responses to work order tracking items & FAQs delivered by WC staff.  “Warning actions” includes NOVs (white door hanger w/ NOV letter) & notices of suspected water waste (blue door hanger), & excludes any penalties issued.  Penalties begin with 3rd NOV within a calendar year."
11/01/15 00:00,Pismo Beach  City of,Nov-15,Central Coast,"7,861",Yes,2,6,6,6,2,
11/01/15 00:00,California Water Service Company Marysville,Nov-15,Sacramento River,"12,260",Yes,3,0,0,0,0,
11/01/15 00:00,Madera  City of,Nov-15,San Joaquin River,"63,961",Yes,1,21,138,74,16,
11/01/15 00:00,Hemet  City of,Nov-15,South Coast,"29,982",Yes,2,13,31,2,1,Of the 31 contacts made 18 were possible leaks on the customers side. the 18 possible leaks were found while checking 93 total leak alerts in November.
11/01/15 00:00,California Water Service Company Mid Peninsula,Nov-15,San Francisco Bay,"135,070",Yes,2,48,48,48,0,
