Timestamp,Reporting_Month,Supplier_Name,Hydrologic_Region,Population_Served,Mandatory_Restrictions,Water_Days_Allowed/Week,Complaints_Received,Follow_up_Actions,Warnings_Issued,Penalties_Assessed,Enforcement_Comments
06/01/15 00:00,15-Jun,Camrosa Water District,South Coast,34483,Yes,2,16,16,0,0,
06/01/15 00:00,15-Jun,El Dorado Irrigation District,Sacramento River,118500,Yes,3,62,154,92,0,
06/01/15 00:00,15-Jun,El Centro  City of,Colorado River,44311,Yes,3,18,20,71,0,
06/01/15 00:00,15-Jun,Milpitas  City of,San Francisco Bay,70817,Yes,2,,,,,
06/01/15 00:00,15-Jun,Santa Rosa  City of,North Coast,170974,Yes,7,82,7,7,0,"If multiple attempts to educate customers on water waste practices is unsuccessful and the water waste continues, the City will shut off the water supply to that customer."
06/01/15 00:00,15-Jun,Westminster  City of,South Coast,93322,Yes,3,285,285,19,0,"First offense: Written warning (door hanger) Second offense: Written warning (door hanger) and WARNING LETTER: Letting residents know that a fine will happen at the next violation Third offense: up to $50 fine Fourth offense: up to $150 fine Fifth and additional offenses: up to $250 fine, possible flow restrictor or discontinuation of service"
06/01/15 00:00,15-Jun,Mid-Peninsula Water District,San Francisco Bay,26730,Yes,2,6,6,6,0,Step 1 - Education Step 2 - Written notice Step 3 - 48 hour on-site citation Step 4 - $500 fine issued Step 5 - Temporary termination of water service until compliant
06/01/15 00:00,15-Jun,Olivenhain Municipal Water District,South Coast,84351,Yes,2,137,179,133,0,"Waste complaints via hotline and online form have increased.  Contractor patrols service area for violations. Warning letters offer free water use evaluation, and 63 were performed with more scheduled in July due to scheduling conflicts. Customers allowed a 21-day grace period to make repairs, if no other violations of mandatory restrictions are reported on the property."
06/01/15 00:00,15-Jun,Daly City  City of,San Francisco Bay,105810,Yes,2,1,1,1,0,
06/01/15 00:00,15-Jun,Delano  City of,Tulare Lake,54318,Yes,2,50,324,107,0,"The City of Delano installs meters on all non-metered accounts that are in violation of the new restrictions. The city has reduced watering to 2 days per week. The city has hired extra personnel for penalty enforcement, starting in July 2015.  "
06/01/15 00:00,15-Jun,Anaheim  City of,South Coast,358549,Yes,2,482,524,284,0,The complaints of 482 included 225 Anaheim Anytime +59 Water Savers Log + 13 Customer Log + 2 OMS + 183 CSRs.  The follow-ups of 524 included 225 Anaheim Anytime +284 Water Savers Follow-ups + 13 Customer Log + 2 OMS.  Warning of 284 included 225 door hangers and 59 Water Savers Log.
06/01/15 00:00,15-Jun,Elsinore Valley Municipal Water District,South Coast,149059,Yes,2,65,20,9,0,
06/01/15 00:00,15-Jun,Coachella Valley Water District,Colorado River,318217,Yes,7,215,153,157,0,             
06/01/15 00:00,15-Jun,Lake Hemet Municipal Water District,South Coast,52914,Yes,3,52,80,76,0,
06/01/15 00:00,15-Jun,Carmichael Water District,Sacramento River,38354,Yes,2,367,367,367,2,
06/01/15 00:00,15-Jun,Monte Vista Water District,South Coast,54460,Yes,3,61,74,45,0,
06/01/15 00:00,15-Jun,Pleasanton  City of,San Francisco Bay,73067,Yes,2,91,101,0,0,
06/01/15 00:00,15-Jun,Santa Monica  City of,South Coast,92185,Yes,7,123,245,174,0,Complaint hotline and email established. Two staff actively patrol and enforce water waste violations weekly.
06/01/15 00:00,15-Jun,Riverside  City of,South Coast,299147,Yes,3,129,107,12,0,
06/01/15 00:00,15-Jun,Contra Costa Water District,San Francisco Bay,199680,Yes,2,94,94,94,0,"CCWD has begun outreach to restaurants and hotels to address new prohibited water uses (and corresponding enforcement), such as: Serving of drinking water other than upon request in eating or drinking establishments, including but not limited to restaurants, hotels, cafes, cafeterias, bars, or other public places where food or drink are served and/or purchased.  Operators of hotels and motels shall provide guests with the option of choosing not to have towels and linens laundered daily. A notice shall be prominently displayed in each bathroom."
06/01/15 00:00,15-Jun,"Imperial, City of",Colorado River,18022,Yes,2,15,15,15,0,Both customer contact and certified letters were mailed out to non-compliant customers.
06/01/15 00:00,15-Jun,California Water Service Company Antelope Valley,South Lahontan,3393,Yes,3,10,10,10,0,
06/01/15 00:00,15-Jun,Irvine Ranch Water District,South Coast,387138,Yes,,8,180,,,"Everyone is prohibited from:  -Using potable water to irrigate ornamental turf on public street medians -Using potable water to irrigate landscapes of new homes & buildings inconsistent with CBSC & DHCD requirements -Using outdoor irrigation during & 48 hours following measurable precipitation -Using potable water in decorative water features that do not recirculate the water -Using hoses with no shutoff nozzles to wash cars -Runoff when irrigating with potable water -Using potable water to wash sidewalks & driveways  Since declaring a Level II Water Shortage, the following restrictions are now in place as well:  -Customers shall reduce potable landscape watering by up to 50 percent -Swimming pools shall be filled to a lower level to minimize water loss due to splashing -Discretionary maintenance requiring refilling of swimming pools shall be prohibited. Filling newly constructed pools and refilling pools for required, non-discretionary maintenance are not subject to the ban -Commercial conveyor and in-bay car wash systems must reuse water if equipped to do so -Recycled water shall be required for construction activities, including earthwork, dust control and clean-up. The District may, at its discretion, waive this requirement if it can be demonstrated to the District’s satisfaction that compliance with the requirement imposes undue hardship -The use of recycled water is required for street sweeping activities. The District may, at its discretion, waive this requirement if it can be demonstrated to the District’s satisfaction that compliance with the requirement imposes undue hardship -Common interest associations shall not fine or assess owners of separate interests for reducing or eliminating the watering of vegetation or lawns, unless the association uses only recycled water for irrigation of the association’s common areas and recycled water is also available at the irrigated area of the separate interest  "
06/01/15 00:00,15-Jun,Watsonville  City of,Central Coast,65739,Yes,2,13,13,19,14,"City staff will follow up once a problem of water waste has been reported. We offer information about how to reduce water waste and schedule a free, one-time Water Conservation Consultation to help fix the problem. If water waste continues beyond the educational warning and Water Conservation Consultation, the City will begin fines to address further ongoing water waste violations."
06/01/15 00:00,15-Jun,San Jose  City of,San Francisco Bay,117576,Yes,2,169,129,,0,"San Jose City Council has approved an amendment of the Administrative Citation Schedule of Fines, to increase the fine amount for violations of water waste restrictions ($250 for first violation; $500 for subsequent violations). Muni Water has also continued all enforcement efforts described in previous months. Enforcement data is estimated and based on data from the Access Valley Water database managed by Santa Clara Valley Water District, which receives, validates and dispatches the water waste service requests from the public in Santa Clara County. The number of formal warning actions is currently unavailable, and we are working to obtain this data for our service area."
06/01/15 00:00,15-Jun,Dinuba  City of,Tulare Lake,23966,Yes,2,78,78,78,,
06/01/15 00:00,15-Jun,Casitas Municipal Water District,South Coast,9603,Yes,2,5,5,0,0,
06/01/15 00:00,15-Jun,Sacramento Suburban Water District,Sacramento River,174658,Yes,2,283,218,20,0,
06/01/15 00:00,15-Jun,San Jose Water Company,San Francisco Bay,990000,Yes,2,343,420,420,0,
06/01/15 00:00,15-Jun,Rowland Water District,South Coast,62106,Yes,2,17,17,17,0,
06/01/15 00:00,15-Jun,Folsom  City of,Sacramento River,63376,Yes,2,305,195,154,0,Some complaints are duplicates for the same address or location.
06/01/15 00:00,15-Jun,Chino  City of,South Coast,78073,Yes,4,48,48,48,0,
06/01/15 00:00,15-Jun,South Tahoe Public Utilities District,North Lahontan,33124,Yes,3,54,54,124,0,
06/01/15 00:00,15-Jun,Hi-Desert Water District,Colorado River,23760,Yes,3,4,5,5,0,"Water Waste Complaints are directly related to non- District personnel complaints. Five First Violation Warnings were issued. One employee generated, four resulting from Water Waste Complaints."
06/01/15 00:00,15-Jun,North Marin Water District,San Francisco Bay,61299,Yes,3,106,107,81,0,21 additional phone calls and in person advisory warnings
06/01/15 00:00,15-Jun,Marin Municipal Water District,San Francisco Bay,188200,Yes,3,83,68,2,0,
06/01/15 00:00,15-Jun,Shafter  City of,Tulare Lake,19100,Yes,3,11,11,22,0,"On June 24, 2015, the City Council adopted an outdoor watering schedule that assigns days and time of day limits.  Each customer is allowed three days per week to water during the hours of 9:00 p.m. to 9:00 a.m.  A tiered fine schedule for repeat violations was also approved for future enforcement."
06/01/15 00:00,15-Jun,"Windsor, Town of",North Coast,27486,Yes,3,16,51,41,0,"The Town received 16 notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had additional contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
06/01/15 00:00,15-Jun,Indian Wells Valley Water District,South Lahontan,31120,Yes,3,61,61,5,0,"The Board of Directors approved Ordinance 97, Emergency Water Conservation Mandatory Restrictions, at the April 13th meeting.  The Ordinance includes an even-odd watering schedule whereby houses with an address ending in an even number may irrigate landscaping on even numbered days and those with an address ending in an odd number may irrigate landscaping on odd numbered days.  No landscape watering on Mondays. The time of day restrictions in Ordinance 93 remain in effect. Ordinance 93 restricts landscape watering to between the hours of 8:00 PM and 8:00 AM from May 1st to October 31st and requires leaks to be repaired in a timely manner.  There is a four-step penalty process for repeated violations.  The initial violation is a warning along with educational materials provided.  A second violation can result in a fine of up to $50 added to the bill for the account.  A third violation can result in a fine of up to $200 added to the bill and issuing a warning that service may be terminated within 30 days if the issue is not addressed.  A fourth violation can result in a 48 hour notice of termination of service.  "
06/01/15 00:00,15-Jun,San Francisco Public Utilities Commission,San Francisco Bay,846601,Yes,,161,130,108,0,Please see actions described in the August 2014 report. The SFPUC did not establish any new enforcement policies or procedures in June 2015.
06/01/15 00:00,15-Jun,Brawley  City of,Colorado River,27743,No,7,4,4,0,0,
06/01/15 00:00,15-Jun,Ontario  City of,South Coast,168777,Yes,2,72,72,120,0,
06/01/15 00:00,15-Jun,Huntington Beach  City of,South Coast,196041,Yes,2,1752,1273,0,0,"81,766 door hangars delivered to all residential and business accounts notifying of declaration of level 2"
06/01/15 00:00,15-Jun,Calaveras County Water District,San Joaquin River,48630,Yes,2,18,18,18,0,"CCWD will strive to educate and inform customers of conservation measures before taking enforcement action. If customers violate Ordinance 2015-01, which includes Stage 3.5 Mandatory Water Conservation Measures, they will first receive a written warning letter. If CCWD staff witnesses a second violation of the ordinance, the District may impose a $100 fine, install a flow-restricting device, or both. If CCWD staff witnesses a third violation, the District may impose a $200 fine. If CCWD staff witnesses any additional violations of the ordinance, a $500 fine may be imposed. The district may also pursue a misdemeanor violation of California Water Code Section 31029. If convicted of this crime, a person could be put in jail for up to 30 days, fined up to $600 or both."
06/01/15 00:00,15-Jun,Humboldt Bay Municipal Water District,North Coast,602,Yes,2,0,0,0,0,
06/01/15 00:00,15-Jun,Santa Maria  City of,Central Coast,102087,Yes,7,17,29,115,0,4 customers shut off for wasting water
06/01/15 00:00,15-Jun,Yuba City  City of,Sacramento River,68379,Yes,2,144,144,439,111,"August 8, 2014  Name Address City, State, Zip  Dear Water Customer,  With the third consecutive year of drought, the City of Yuba City implemented emergency water restrictions in accordance with the City’s Water Shortage Contingency Plan per the Governor’s request in January.  On July 15, 2014, the State Water Resources Control Board approved an emergency regulation to ensure that water suppliers, their customers and state residents increase water conservation in urban settings.  The emergency regulations require that all Californians stop the following activities immediately:     • Washing down driveways and sidewalks • Watering of outdoor landscapes that cause excess runoff • Using a hose to wash a motor vehicle unless the hose is fitted with a shut-off nozzle  • Using potable water in a non-circulating fountain or decorative water feature  In addition, the emergency regulations specifically require that urban water suppliers implement water shortage contingency plans to a level where restrictions on outdoor watering are mandatory.  For Yuba City, that is Stage 3 of the City’s Water Shortage Contingency Plan.    Stage 3 of the City’s Water Shortage Contingency Plan and Municipal Code Section 6-6.19, “Emergency Water Restrictions”, permit lawn watering only as follows:  • EVEN numbered addresses: Wednesdays and Saturdays  • ODD numbered addresses: Thursdays and Sundays  • New lawns may be watered three (3) times each day for the first three (3) weeks after planting provided that notification is given to the City Public Works Department of the new planting either at the time of planting or as soon thereafter as is practicable. • Public agencies and/or commercial/industrial companies using City water to irrigate large turf areas greater than 0.5 acres, shall submit an irrigation schedule for approval by the Public Works Director. This schedule shall provide for a reduction of water use based on a percentage of previous usage. The actual percentage and base year of usage shall be established by the Public Works Director as approved by the City Council and will be in accordance with the severity of the water shortage declared by the City Council. It is recommended that watering take place during the coolest parts of the day in the evening and early morning hours. As part of the City’s continued effort to help water customers comply with these water restrictions, the City has started water patrols which are designed to provide residents with conservation education.  The City’s goal is to raise awareness to the mandatory restrictions, and issue penalties as a last resort.  For those that choose not to comply with the mandatory restrictions, the following penalty schedule will apply:  1st violation: Written warning 2nd violation:  $ 50.00 surcharge* 3rd violation:  $100.00 surcharge* 4+ violations: $250.00 surcharge* per violation *Surcharges shall appear on the next monthly water billing  The Public Works Department provides complimentary water audits and will assist with adjusting sprinkler timers upon request.  If you would like to schedule a water audit or need assistance adjusting a sprinkler timer, please call John Westhouse, Water Treatment Plant Supervisor, at 530-822-4637.  Also, the City has a rebate program for the installation of smart irrigation timers.  Information on the rebate program can be found at www.yubacityh2o.com.       The City appreciates the conservation efforts of our water customers.  If you have any questions, please do not hesitate to contact Public Works.    Sincerely,      Diana Langley City of Yuba City  Public Works Director "
06/01/15 00:00,15-Jun,Escondido  City of,South Coast,134053,Yes,3,35,35,31,0,
06/01/15 00:00,15-Jun,Los Angeles County Public Works Waterworks District 29,South Coast,22188,Yes,3,4,4,4,0,
06/01/15 00:00,15-Jun,Placer County Water Agency,Sacramento River,95717,Yes,2,121,60,18,0,
06/01/15 00:00,15-Jun,Corona  City of,South Coast,168070,Yes,3,70,1781,9,0,"In June 2015, a total of 590 customers had water usage charged in Tier 4 (Excessive Water Use) and 518 customers had water usage charged in Tier 5 (Wasteful Water Use). All customers with water usage falling into tier 4 and 5 are notified by postcard and customers with tier 4 or 5 water usage for more than one month are contacted by phone to schedule an appointment to address the high water usage."
06/01/15 00:00,15-Jun,Burbank  City of,South Coast,106084,Yes,2,463,463,463,1,Every complaint is followed up with a letter. Every letter now mentions possible fines.
06/01/15 00:00,15-Jun,Camarillo  City of,South Coast,47018,Yes,3,21,21,62,0,"21 first violation citations, 41 friendly reminder door tags"
06/01/15 00:00,15-Jun,Blythe  City of,Colorado River,13839,Yes,3,1,1,0,0,Per Ordinance No 871-15  First Violation - Written Notice Second Violation (within 12 months of the first violation)  - Final Written Notice. Third violation (within 12 months of the first violation) - $100 surcharge in customer water bill Fourth Violation (within 12 months of the first violation) - $150 surcharge in customer water bill Fifth or more violations within 12 months of the first violation) - $200 surcharge in customer water bill    
06/01/15 00:00,15-Jun,Roseville  City of,Sacramento River,122946,Yes,2,682,145,45,8,The City conducts night patrol for water waste primarily focused on commercial irrigation. Regular water waste during business hours is performed by our staff. Notices are left for all who are found to have evidence of water waste.
06/01/15 00:00,15-Jun,Vista Irrigation District,South Coast,124746,Yes,2,57,31,26,2,
06/01/15 00:00,15-Jun,West Valley Water District,South Coast,73444,Yes,3,79,79,72,0,
06/01/15 00:00,15-Jun,Napa  City of,San Francisco Bay,86051,Yes,3,24,24,4,0,"The City of Napa continued its formalized Water Waste Reporting procedures, encouraging customers to report violations via phone or email (link on the City's web site).  Water Division field staff are tasked with reporting violations and educating customers in the course of their normal duties.  Five of the 24 complaints received in June were for issues other than the officially prohibited water waste items."
06/01/15 00:00,15-Jun,Mission Springs Water District,Colorado River,37600,Yes,4,9,5,5,0,
06/01/15 00:00,15-Jun,Los Angeles County Public Works Waterworks District 40,South Lahontan,206959,Yes,3,29,29,29,0,"In order to achieve the level of reduction required by the State Board, per the Rules and Regulations for the Waterworks Districts, a Phase VII Shortage was declared for District No. 40, which mandates water use reductions and Target Quantity (Allocations) that customers must meet to avoid surcharges.  The Target Quantity (Allocation) is a 32% reduction from the average amount of water used in your area by all residential customers with similar sized meters in 2013. This averaging methodology is used to ensure that customers that are already conserving water are not unfairly required to reduce their water consumption.   A conservation surcharge of 0.5 times the normal water rate is charged for the first 15% of water use above the Target Quantity. An additional conservation surcharge of 1.0 times the normal water rate is charged for all water used in excess of the first 15% above the Target Quantity "
06/01/15 00:00,15-Jun,Nevada Irrigation District,Sacramento River,44761,Yes,2,47,34,0,0,
06/01/15 00:00,15-Jun,Alameda County Water District,San Francisco Bay,344000,Yes,2,172,142,0,0,Enforcement information provided with July 2014 report - no updates at this time. Note: 30 of the 172 water waste reports listed above required no action (not violations or could not confirm information provided).
06/01/15 00:00,15-Jun,Hawthorne  City of,South Coast,44572,Yes,3,,,,,"The numbers for the Water Waste Complaints, Contact Follow-ups, and Warning Actions includes: California Water Service Company Palos Verdes (491), California Water Service Company Hermosa/Redondo (467), and Hawthorne City of (405) service areas."
06/01/15 00:00,15-Jun,Nipomo Community Services District,Central Coast,12512,Yes,2,12,12,9,0,
06/01/15 00:00,15-Jun,Rancho California Water District,South Coast,168360,Yes,7,161,92,92,0,"RCWD maintains a Water Conservation Policy that includes fines of up to $500 per violation for water wasting.  The District continues to inform its customers, personnel, and local agencies on reporting and responding to water waste, and is increasing awareness as the hotter months begin.  Under normal circumstances, RCWD would have responded to all 161 public complaints of water waste that occurred during the month of June with a written notice.  However, during this reporting month, the District's structure for the administration of violations and fines was revised, and the sending out of notices was put on hold for a period of time until the new structure was approved by RCWD's Board of Directors."
06/01/15 00:00,15-Jun,Rainbow Municipal Water District,South Coast,19611,Yes,2,8,8,0,0,Contact customers to make repairs as needed
06/01/15 00:00,15-Jun,Oceanside  City of,South Coast,171183,Yes,2,877,877,877,12,
06/01/15 00:00,15-Jun,Western Municipal Water District of Riverside,South Coast,96139,Yes,3,56,46,43,0,"Western has allocation based water rates for more than 95% or our urban potable water users, including residential, commercial, and landscape accounts. Via Western Resolution 2910, adopted May 20, 2015, we recommend just 3 watering days per week. However, if a customer is within their individualized water allocation and there is no run-off, daytime irrigation, or other identifiable waste of water, the three-day recommendation will not be strictly enforced.   Western partners with the public and local code enforcement teams to monitor prohibited water uses and water saving progress in the community we serve. Western encourages the public to use a smart phone application called iEfficient. The app allows the public to report water waste and an email is automatically delivered to Western’s customer service team. Western’s field crews are also using the app to report and track water waste. Also, in partnership with the City of Riverside’s 311 dispatch, we reach out to residential or business customers that may have a problem with water waste. The first warning letter offers assistance through free efficiency evaluations for all customers. The second letter within a twelve month period reminds them of assistance and warns of monetary penalties. The third notice imposes daily penalties. "
06/01/15 00:00,15-Jun,Tahoe City Public Utilities District,North Lahontan,9354,Yes,3,3,735,735,0,June 2015 Actions:  425 First Violation letters sent to customers exceeding their monthly target reduction for June.  310 First Violation letters sent for customers whose meters showed a potential customer side leak.  
06/01/15 00:00,15-Jun,Calexico  City of,Colorado River,41033,Yes,3,0,0,0,0,
06/01/15 00:00,15-Jun,Lompoc  City of,Central Coast,41541,Yes,2,50,46,44,0,N/A
06/01/15 00:00,15-Jun,California Water Service Company Bakersfield,Tulare Lake,278409,Yes,2,232,232,232,0,
06/01/15 00:00,15-Jun,Amador Water Agency,San Joaquin River,23347,Yes,2,20,20,0,0,In addressing complaints we have been putting our efforts forth with an educational awareness approach.   Fines are not being implemented at this time. Options include: 1- Verbal warning 2- Written warning 3- Water restrictor for 1 week 4- Water restrictor for remainder of drought. 
06/01/15 00:00,15-Jun,California Water Service Company Oroville,Sacramento River,10640,Yes,3,5,5,5,0,
06/01/15 00:00,15-Jun,Trabuco Canyon Water District,South Coast,13175,Yes,2,34,26,2,0,
06/01/15 00:00,15-Jun,Otay Water District,South Coast,217700,Yes,2,129,74,,,
06/01/15 00:00,15-Jun,San Diego  City of,South Coast,1314290,Yes,2,1047,974,974,18,"San Diego’s Municipal Code was revised in June 2015 to mandate 2 assigned watering days per week with a maximum run time of 5 minutes per station per day, to prohibit irrigation during and within 48 hours after significant rain defined as at least 1/8 of an inch, along with other modifications.  Enforcement work schedules have been modified to allow staff to patrol and respond to complaints as early as 5:30 am on weekdays and also work on weekends."
06/01/15 00:00,15-Jun,Truckee-Donner Public Utilities District,North Lahontan,32776,Yes,2,,,,,
06/01/15 00:00,15-Jun,"Modesto, City of",San Joaquin River,220916,Yes,2,2171,2171,2171,0,
06/01/15 00:00,15-Jun,Joshua Basin Water District,Colorado River,9514,Yes,3,4,4,1,0,
06/01/15 00:00,15-Jun,Santa Barbara  City of,Central Coast,93091,Yes,7,167,155,0,0,"If we have enough information about the complaint (location & issue) we follow up on every complaint with either a drive-by, phone call, door hanger, or in person contact. We are still working to follow up on 12 water waste complaints for the month of June."
06/01/15 00:00,15-Jun,Tuolumne Utilities District,San Joaquin River,28997,Yes,3,34,36,36,2,
06/01/15 00:00,15-Jun,San Buenaventura  City of,South Coast,113478,Yes,2,50,50,9,4,
06/01/15 00:00,15-Jun,Elk Grove Water Service,Sacramento River,44255,Yes,2,62,62,675,0,
06/01/15 00:00,15-Jun,Newhall County Water District,South Coast,45036,Yes,3,75,75,0,0,266 letter were mailed to residential customers whose water budget exceeded 100 percent of their target allocation.
06/01/15 00:00,15-Jun,Valencia Water Company,South Coast,118224,Yes,2,82,82,0,0,
06/01/15 00:00,15-Jun,Castaic Lake Water Agency Santa Clarita Water Division,South Coast,121688,Yes,2,253,253,1544,9,"In June 2015, we issued 1544 warning/violation notices for the prohibited activities stated in SCWD Ordinance No.43. Most notices were issued by our conservation enforcement team actively patrolling our service area.    On June 10, 2015, the Castaic Lake Water Agency Board of Directors approved the Santa Clarita Water Division Ordinance No. 43 to declare a Level 2 water shortage and establish additional water conservation restrictions, including those required by the State."
06/01/15 00:00,15-Jun,California Water Service Company East Los Angeles,South Coast,157522,Yes,3,78,78,78,0,
06/01/15 00:00,15-Jun,Exeter  City of,Tulare Lake,10334,Yes,2,33,40,58,2,
06/01/15 00:00,15-Jun,"Rio Vista, city of",Sacramento River,8324,Yes,2,102,14,4,0,
06/01/15 00:00,15-Jun,Sweetwater Springs Water District,North Coast,7727,Yes,3,0,0,0,0,
06/01/15 00:00,15-Jun,California Water Service Company Visalia,Tulare Lake,138370,Yes,2,50,50,50,0,
06/01/15 00:00,15-Jun,California Water Service Company Selma,Tulare Lake,24627,Yes,2,6,6,6,0,
06/01/15 00:00,15-Jun,California Water Service Company Chico District,Sacramento River,101662,Yes,3,142,142,142,0,
06/01/15 00:00,15-Jun,Soquel Creek Water District,Central Coast,39054,Yes,7,45,45,16,0,"Mandatory Restrictions:  Our District has declared a Stage 3 Water Shortage Emergency with a curtailment target of 25% over 2013 consumption.  In this Stage, we are actively enforcing compliance with all applicable restrictions including our Water Waste Ordinance (always in effect), our Stage 3 requirements, and the State’s Emergency Regulations.  We have a dedicated water waste enforcement staff member who responds to customer and field staff reports of water waste.  Outdoor Irrigation: We do not have restrictions regarding watering days; however, we prohibit overhead spray irrigation seven days a week from 10 a.m. to 8 p.m.  We encourage all customers to irrigate efficiently and our large landscape accounts have been issued site-specific water budgets that reflect efficient irrigation.  These accounts receive a monthly report showing how their irrigation use compares to their budget. "
06/01/15 00:00,15-Jun,East Valley Water District,South Coast,101733,Yes,3,11,11,11,0,
06/01/15 00:00,15-Jun,California Water Service Company Bear Gulch,San Francisco Bay,59440,Yes,2,25,25,25,0,
06/01/15 00:00,15-Jun,Buena Park  City of,South Coast,82767,Yes,2,40,263,0,0,"Public complaints (Qty. 40) include only calls from public, while contact and follow-ups (Qty. 263) include all contacts made within the service area during the month on June 2015.  "
06/01/15 00:00,15-Jun,South Gate  City of,South Coast,96057,Yes,3,15,15,0,0,
06/01/15 00:00,15-Jun,Hillsborough  Town of,San Francisco Bay,10850,Yes,2,23,23,2,0,The Town continues its water waste enforcement actions. The Town has also implemented mandatory water allocations. The Town will be notifying customers who do exceed their monthly water allotment.
06/01/15 00:00,15-Jun,"California Water Service Company Dixon, City of",Sacramento River,9841,Yes,3,4,4,4,0,
06/01/15 00:00,15-Jun,Redlands  City of,South Coast,77852,Yes,3,29,16,16,0,
06/01/15 00:00,15-Jun,San Juan Water District,Sacramento River,32733,Yes,2,,,,,
06/01/15 00:00,15-Jun,California Water Service Company Dominguez,South Coast,142154,Yes,3,94,94,94,0,"The numbers for the Water Waste Complaints, Contact Follow-ups, and Warning Actions includes: California Water Service Company Palos Verdes (491), California Water Service Company Hermosa/Redondo (467), and Hawthorne City of (405) service areas."
06/01/15 00:00,15-Jun,Hayward  City of,San Francisco Bay,151037,Yes,2,38,32,32,0,
