Timestamp,Reporting_Month,Supplier_Name,Hydrologic_Region,Population_Served,Mandatory_Restrictions,Water_Days_Allowed/Week,Complaints_Received,Follow_up_Actions,Warnings_Issued,Penalties_Assessed,Enforcement_Comments
04/01/15 00:00,15-Apr, San Francisco Public Utilities Commission ,San Francisco Bay,846601,Yes,,194,198,166,0,Please see actions described in the August 2014 report. The SFPUC did not establish any new enforcement policies or procedures in April.
04/01/15 00:00,15-Apr, Pasadena  City of ,South Coast,165740,Yes,3,437,297,155,3,
04/01/15 00:00,15-Apr, Coachella Valley Water District ,Colorado River,318217,Yes,7,161,152,152,0,"The Coachella Valley Water District is utilizing a water budget-based tiered rates system, rather than restricting days per week watering to help achieve its conservation goal.  Outdoor water budgets have been reduced 36%, and a drought penalty has been added for customers exceeding the reduced outdoor water budget."
04/01/15 00:00,15-Apr, Rosamond Community Service District ,South Lahontan,17700,Yes,3,5,5,149,0,Watering allowed from 8:pm to 8:am. Even number addresses may water Sunday Tuesday and Thursday. Odd number addresses may water Saturday Monday and Wednesday. No watering on Friday. Watering limited to 25 minutes a day. Leaks and overflows should be fixed and adjusted quickly.
04/01/15 00:00,15-Apr, California-American Water Company Sacramento District ,Sacramento River,201418,Yes,7,161,142,142,0,"CA American Water has submitted to the CPUC revised taiff Rule 14.1 to limit outdoor watering to 2 days per week for the Sacramento service area, and impose other mandatory restrictions. This revised tariff is expected to be effective and outdoor watering day restriction in place on or before such watering day limitations are required per the SWRCB's Resolution No. 2015-0013."
04/01/15 00:00,15-Apr, Pleasanton  City of ,San Francisco Bay,73067,Yes,2,51,53,0,0,
04/01/15 00:00,15-Apr, Desert Water Agency ,Colorado River,120346,Yes,3,160,141,138,0,
04/01/15 00:00,15-Apr, Oxnard  City of ,South Coast,196720,Yes,2,82,10,133,6,
04/01/15 00:00,15-Apr, San Luis Obispo  City of ,Central Coast,45473,Yes,3,114,108,114,0,
04/01/15 00:00,15-Apr," Imperial, City of ",Colorado River,18022,Yes,3,0,0,0,0,
04/01/15 00:00,15-Apr, Turlock  City of ,San Joaquin River,71181,Yes,2,121,111,111,1,
04/01/15 00:00,15-Apr, Irvine Ranch Water District ,South Coast,385742,No,,6,25,0,0,"Prohibitions in effect at all times regardless of whether shortage declared: Gutter flooding, leaks, washing down hard surface areas, waste, and run-off. Water waste is considered as above allocation use as determined by the allocation based conservation rate structure. Customers whose use exceeds their allocation are sent a strong price signal based on increasingly costly tiers."
04/01/15 00:00,15-Apr, Stockton  City of ,San Joaquin River,177808,No,7,111,111,111,0,
04/01/15 00:00,15-Apr, San Jose  City of ,San Francisco Bay,117576,Yes,2,76,67,,0,"San Jose City Council has approved an amendment of the Administrative Citation Schedule of Fines, to increase the fine amount for violations of water waste restrictions ($250 for first violation; $500 for subsequent violations). Muni Water has also continued all enforcement efforts described in previous months. Enforcement data is estimated and based on data from the Access Valley Water database managed by Santa Clara Valley Water District, which receives, validates and dispatches the water waste service requests from the public in Santa Clara County. The number of formal warning actions is currently unavailable, and we are working to obtain this data for our service area."
04/01/15 00:00,15-Apr, Dinuba  City of ,Tulare Lake,23966,Yes,3,,,,,
04/01/15 00:00,15-Apr, Casitas Municipal Water District ,South Coast,9603,Yes,2,3,3,0,0,
04/01/15 00:00,15-Apr, Folsom  City of ,Sacramento River,63376,Yes,2,293,154,108,0,Some complaints of water waste are duplicates for the same address or location. 
04/01/15 00:00,15-Apr, Diablo Water District ,San Joaquin River,38194,Yes,3,8,177,106,0,"We had 6 services with severe leaks which our technicians turned the water off at the meter. We left messages or doorhangers that the leak must be repaired. Once repaired we turned the water service back on. During our daily leak reporting from our smart meter reading system, we notice leaks, over irrigating, excessive use, etc; which we make phone calls on daily and follow up to see if repairs or corrections are made. When we receive outside complaints from residents, we follow up with a phone call or doorhanger since the customer may not be aware of the problem. "
04/01/15 00:00,15-Apr, Rowland Water District ,South Coast,62106,Yes,2,3,,,,
04/01/15 00:00,15-Apr, Lemoore  City of ,Tulare Lake,25281,Yes,2,8,9,105,10,
04/01/15 00:00,15-Apr, Chino  City of ,South Coast,78073,Yes,,,,,,
04/01/15 00:00,15-Apr, Ceres  City of ,San Joaquin River,46463,Yes,2,38,19,103,3,"The City of Ceres has two full time employees that monitor and enforce the year around watering schedule. For the month of April 2015 these two employees handed out 103 courtesy notices, 19 warnings and three violations."
04/01/15 00:00,15-Apr," Soledad, City of ",Central Coast,16729,Yes,2,4,4,0,0,
04/01/15 00:00,15-Apr, North Marin Water District ,San Francisco Bay,61299,Yes,,,,,,
04/01/15 00:00,15-Apr, Marin Municipal Water District ,San Francisco Bay,188200,Yes,,,,,,
04/01/15 00:00,15-Apr, Shafter  City of ,Tulare Lake,18488,Yes,3,10,10,0,0,
04/01/15 00:00,15-Apr, Sacramento Suburban Water District ,Sacramento River,174532,Yes,2,183,118,102,0,
04/01/15 00:00,15-Apr, Indian Wells Valley Water District ,South Lahontan,31120,Yes,3,,,,,"The Board of Directors approved Ordinance 97, Emergency Water Conservation Mandatory Restrictions, at the April 13th meeting.  The Ordinance includes an even-odd watering schedule whereby houses with an address ending in an even number may irrigate landscaping on even numbered days and those with an address ending in an odd number may irrigate landscaping on odd numbered days.  No landscape watering on Mondays. The time of day restrictions in Ordinance 93 remain in effect. Ordinance 93 restricts landscape watering to between the hours of 8:00 PM and 8:00 AM from May 1st to October 31st and requires leaks to be repaired in a timely manner.  There is a four-step penalty process for repeated violations.  The initial violation is a warning along with educational materials provided.  A second violation can result in a fine of up to $50 added to the bill for the account.  A third violation can result in a fine of up to $200 added to the bill and issuing a warning that service may be terminated within 30 days if the issue is not addressed.  A fourth violation can result in a 48 hour notice of termination of service.  "
04/01/15 00:00,15-Apr, Eastern Municipal Water District ,South Coast,535749,Yes,7,118,104,101,3,"EMWD relies on allocation based tiered rates as its primary tool to discourage water waste and encourage efficiency.  Outdoor demand has decreased 30% since the allocation based rate structure was implemented.  In April of 2015, 10,558 customers exceeded their water budgets and paid for water at the excessive or wasteful rate.  Stage 4 of our Water Shortage Contingency Plan eliminates the excessive rate and reduces the outdoor water allocations.  Customers using water over their revised budget will pay the highest wasteful rate for water.  EMWD also imposes fines for runoff.  Residential fines start at $25 and commercial start at $100 "
04/01/15 00:00,15-Apr, Vallecitos Water District ,South Coast,94669,Yes,1,106,106,96,0,"The District sent letters to 55 of their highest water users notifying them of their usage, urging them to conserve and offering assistance.  This was also followed up with phone calls to those users.  The program is on-going.  Water waste patrols will start May 11.  "
04/01/15 00:00,15-Apr, Ontario  City of ,South Coast,168777,Yes,2,19,19,0,0,
04/01/15 00:00,15-Apr, Lake Hemet Municipal Water District ,South Coast,52914,Yes,3,16,98,93,0,
04/01/15 00:00,15-Apr, Placer County Water Agency ,Sacramento River,95717,Yes,2,97,97,90,0,
04/01/15 00:00,15-Apr, Humboldt Bay Municipal Water District ,North Coast,422,Yes,2,,,,,
04/01/15 00:00,15-Apr, Santa Monica  City of ,South Coast,92185,Yes,7,89,89,89,0,Voluntary compliance achieved through verbal and/or written warnings issued.
04/01/15 00:00,15-Apr, Orange  City of ,South Coast,139463,Yes,7,119,78,87,0,
04/01/15 00:00,15-Apr, Escondido  City of ,South Coast,134053,Yes,2,31,31,0,0,
04/01/15 00:00,15-Apr, Los Angeles County Public Works Waterworks District 29 ,South Coast,31045,Yes,2,,,,,
04/01/15 00:00,15-Apr," Kingsburg, City of ",Tulare Lake,11685,Yes,2,,,87,3,We are continuing to reach out to our customers with educational information via mail and electronic media.More restrictive outdoor watering regulations were adopted by the City Council and went into effect on May 1st. Beginning May 15th any citation issued will result in a monitary fine. Patrols are increasing. 
04/01/15 00:00,15-Apr, Arcadia  City of ,South Coast,57639,Yes,3,84,84,84,1,
04/01/15 00:00,15-Apr, Castaic Lake Water Agency Santa Clarita Water Division ,South Coast,119650,Yes,3,83,83,83,1,
04/01/15 00:00,15-Apr, Fullerton  City of ,South Coast,138000,Yes,7,95,89,76,0,Door hangers were given out and some water wasters were contacted. Some complaints did not provide sufficient information for a follow-up.
04/01/15 00:00,15-Apr, Blythe  City of ,Colorado River,13839,Yes,7,0,0,0,0,"An draft ordinance was prepared and presented to City Council on May 12, 2015 adopting Chapter 13.05 (Water Conservation to Title 13 (Public Services) of the Blythe Municipal Code. The purpose and policy states that it is necessary and appropriate for the City to adopt and implement a water conservation program to reduce the quantity of water used by persons in the City."
04/01/15 00:00,15-Apr, Contra Costa Water District ,San Francisco Bay,197536,Yes,2,75,75,75,0,"CCWD has begun outreach to restaurants and hotels to address new prohibited water uses (and corresponding enforcement), such as: Serving of drinking water other than upon request in eating or drinking establishments, including but not limited to restaurants, hotels, cafes, cafeterias, bars, or other public places where food or drink are served and/or purchased.  Operators of hotels and motels shall provide guests with the option of choosing not to have towels and linens laundered daily. A notice shall be prominently displayed in each bathroom. "
04/01/15 00:00,15-Apr, Camarillo  City of ,South Coast,46736,Yes,3,14,14,73,0,"27 First Violation Letters (no fines) 45 Door Tags 1 Warning Letter Continued patrolling by conservation enforcement tech., issuing citations and delivering door tags.  City staff issue door tag warnings for observed violations."
04/01/15 00:00,15-Apr, West Valley Water District ,South Coast,73189,Yes,7,7,7,0,0,
04/01/15 00:00,15-Apr, Bakersfield  City of ,Tulare Lake,142370,Yes,3,73,73,72,0,
04/01/15 00:00,15-Apr, South Coast Water District ,South Coast,34992,Yes,1,36,174,69,0,"The following applies to customers that fail to comply with any provision of District Ordinance 206 for Permanent, Level 1 or Level 2 Conservation Measures:  •    First Instance of Non-Compliance:  The District will issue a written warning and send it and a copy of the Ordinance by mail.  •    Second Instance of Non-Compliance:  A second instance of non-compliance with the Ordinance within the preceding twelve calendar months is punishable by a non-compliance charge not to exceed $100.  •    Third Instance of Non-Compliance:  A third instance of non-compliance with the Ordinance within the preceding twelve calendar months is punishable by a non-compliance charge not to exceed $250.  •    Fourth and Subsequent Instances of Non-Compliance:  A fourth, or any subsequent instance of non-compliance with the Ordinance, is punishable by a non-compliance charge not to exceed $500."
04/01/15 00:00,15-Apr, Los Angeles County Public Works Waterworks District 40 ,South Lahontan,206616,Yes,2,0,0,0,0,
04/01/15 00:00,15-Apr, Nevada Irrigation District ,Sacramento River,44761,Yes,2,14,14,0,0,
04/01/15 00:00,15-Apr, Alameda County Water District ,San Francisco Bay,340000,Yes,1,101,93,0,0,Enforcement information provided with July 2014 report - no updates at this time. Note: 8 of the 101 water waste reports listed above required no action (not violations or could not confirm).
04/01/15 00:00,15-Apr, Hawthorne  City of ,South Coast,44504,Yes,7,0,0,0,0,
04/01/15 00:00,15-Apr, Ripon  City of ,San Joaquin River,14922,Yes,3,69,9,69,0,
04/01/15 00:00,15-Apr, Carmichael Water District ,Sacramento River,38354,Yes,2,65,65,65,0,
04/01/15 00:00,15-Apr, Rainbow Municipal Water District ,South Coast,19611,Yes,3,23,23,0,0,
04/01/15 00:00,15-Apr, Oceanside  City of ,South Coast,171183,Yes,3,,,,,
04/01/15 00:00,15-Apr, Merced  City of ,San Joaquin River,83400,Yes,2,426,362,64,3,
04/01/15 00:00,15-Apr, Tahoe City Public Utilities District ,North Lahontan,5540,Yes,3,0,0,0,0,
04/01/15 00:00,15-Apr, Santa Clara  City of ,San Francisco Bay,118459,Yes,2,93,93,63,0,
04/01/15 00:00,15-Apr, Lompoc  City of ,Central Coast,39846,Yes,2,3,3,0,0,Presently our calls are for broken irrigation lines and not deemed intentional.
04/01/15 00:00,15-Apr, Mountain View  City of ,San Francisco Bay,76210,Yes,3,92,92,59,0,
04/01/15 00:00,15-Apr, El Centro  City of ,Colorado River,44311,Yes,3,0,6,57,0,
04/01/15 00:00,15-Apr, Helix Water District ,South Coast,270375,Yes,3,94,75,57,0,
04/01/15 00:00,15-Apr, Otay Water District ,South Coast,217600,Yes,3,37,24,0,0,
04/01/15 00:00,15-Apr, Elk Grove Water Service ,Sacramento River,44202,Yes,2,71,71,55,1,
04/01/15 00:00,15-Apr, Truckee-Donner Public Utilities District ,North Lahontan,32776,Yes,4,1,1,0,0,
04/01/15 00:00,15-Apr, Indio  City of ,Colorado River,81393,Yes,4,55,86,55,0,
04/01/15 00:00,15-Apr, Joshua Basin Water District ,Colorado River,9514,Yes,7,1,1,0,0,2014 Metered Water Deliveries (April) Single Family Residential = 31133 CCF Multi-Family Residential = 2739 CCF Commercial/Institutional = 6356 CCF TOTAL = 40228 CCF 33872/40228 = 84.200% 9514 (UWMP 2010 Update) Kennedy/Jenks Consultants  9514 
04/01/15 00:00,15-Apr, Santa Barbara  City of ,Central Coast,93091,Yes,7,71,71,0,0,"If we have enough information about the complaint (location & issue) we follow up on every complaint with either a drive-by, phone call, door hanger, or in person contact.  The City of Santa Barbara is preparing to declare a Stage 3 Drought Emergency in early May 2015. At that time, the City's mandatory water use regulations will be updated to meet the new requirements of the State. "
04/01/15 00:00,15-Apr, Tuolumne Utilities District ,San Joaquin River,28997,Yes,3,,,,,"reporting of complaints, penalties etc. pending May 17"
04/01/15 00:00,15-Apr, Delano  City of ,Tulare Lake,54318,Yes,3,11,24,54,0,Meters are installed on any customers wasting water that are non-metered. Additional restrictions and modifications to the city ordinance to limit the water waste is being performed at this time.  
04/01/15 00:00,15-Apr, Santa Maria  City of ,Central Coast,102087,Yes,7,5,15,54,0,Shut off water to 5 customers
04/01/15 00:00,15-Apr, Rancho California Water District ,South Coast,166659,Yes,7,54,54,54,0,"RCWD maintains a Water Conservation Policy that includes fines of up to $300 per violation for water wasting. From July 2014 through April 2015, the District sent out 202 violation written notices, which includes 185 first notices, 15 second notices and 1 third notice. The District continues to inform its customers, personnel, and local agencies on reporting and responding to water waste, and plans to increase awareness in the spring when hotter months begin.  "
04/01/15 00:00,15-Apr, San Bernardino  City of ,South Coast,198163,Yes,4,148,97,54,0,
04/01/15 00:00,15-Apr, Valencia Water Company ,South Coast,118224,Yes,3,74,74,0,0,
04/01/15 00:00,15-Apr, Santa Fe Irrigation District ,South Coast,19839,Yes,3,109,54,54,1,
04/01/15 00:00,15-Apr, Jurupa Community Service District ,South Coast,118731,Yes,4,76,76,51,0,
04/01/15 00:00,15-Apr, Buena Park  City of ,South Coast,82364,Yes,3,9,54,51,0,
04/01/15 00:00,15-Apr, Redwood City  City of ,San Francisco Bay,87696,Yes,2,51,51,51,0,
04/01/15 00:00,15-Apr, Sweetwater Springs Water District ,North Coast,7711,Yes,3,2,2,0,0,
04/01/15 00:00,15-Apr, El Segundo  City of ,South Coast,16654,Yes,7,8,8,50,,
04/01/15 00:00,15-Apr, Glendora  City of ,South Coast,50073,Yes,7,41,52,47,1,"The City of Glendora has been very proactive with our conservation efforts. In 2009 our Council adopted mandatory Stage-1 restrictions. Which included 2.5 full time employees which included 2 Conservation Officers and a Managment Analyst, dedicated to conservation. The success of our program is measured against a 3 years base average of 2006, 2007 & 2008. "
04/01/15 00:00,15-Apr, Vacaville  City of ,Sacramento River,86893,Yes,4,42,42,42,0,
04/01/15 00:00,15-Apr, Morgan Hill  City of ,Central Coast,40807,Yes,2,42,42,42,0,
04/01/15 00:00,15-Apr, East Valley Water District ,South Coast,101733,Yes,3,12,12,0,0,
04/01/15 00:00,15-Apr, Antioch  City of ,San Joaquin River,106455,Yes,3,41,41,41,,2 of the violations were sent to code enforcement division for further action
04/01/15 00:00,15-Apr, Poway  City of ,South Coast,48774,Yes,3,83,57,41,0,
04/01/15 00:00,15-Apr, South Gate  City of ,South Coast,96057,No,7,0,0,0,0,
04/01/15 00:00,15-Apr, Wasco  City of ,Tulare Lake,26159,Yes,4,42,42,40,2,
04/01/15 00:00,15-Apr," California Water Service Company Dixon, City of ",Sacramento River,9823,Yes,7,0,0,0,0,
04/01/15 00:00,15-Apr, Olivehurst Public Utility District ,Sacramento River,19509,Yes,3,39,39,39,0,
04/01/15 00:00,15-Apr, San Juan Water District ,Sacramento River,39020,Yes,7,,,,,
04/01/15 00:00,15-Apr, Quartz Hill Water District ,South Lahontan,20352,Yes,3,9,44,38,1,
04/01/15 00:00,15-Apr, Redding  City of ,Sacramento River,91207,Yes,3,47,47,38,0,
04/01/15 00:00,15-Apr, California Water Service Company Bakersfield ,Tulare Lake,277992,Yes,7,37,37,37,0,
04/01/15 00:00,15-Apr, California Water Service Company Chico District ,Sacramento River,101447,Yes,7,37,37,37,0,
04/01/15 00:00,15-Apr, Downey  City of ,South Coast,111931,,3,37,37,37,0,
04/01/15 00:00,15-Apr, La Habra  City of Public Works ,South Coast,63118,Yes,2,10,37,37,0,
04/01/15 00:00,15-Apr, Newport Beach  City of ,South Coast,65551,Yes,4,49,36,36,3,8 properties were found to have corrected their violations and the file closed as they were in compliance. 
04/01/15 00:00,15-Apr, Yucaipa Valley Water District ,South Coast,44023,Yes,3,26,35,35,0,The Yucaipa Valley Water District will be initiating additional enforcement policies throughout our service area in order to achieve the 36% reduction in potable water use enforcement policies enacted by the State Water Resources Control Board.
04/01/15 00:00,15-Apr, Davis  City of ,Sacramento River,68315,Yes,3,32,3,35,0,
04/01/15 00:00,15-Apr, Hanford  City of ,Tulare Lake,57050,Yes,2,,,,,
04/01/15 00:00,15-Apr, Ventura County Waterworks District No. 8 ,South Coast,90687,Yes,3,57,42,35,0,
04/01/15 00:00,15-Apr, West Kern Water District ,Tulare Lake,21181,Yes,3,0,0,0,0,
04/01/15 00:00,15-Apr, Seal Beach  City of ,South Coast,24168,Yes,3,13,124,35,1,"The City went to council on August 11,2014 and implemented phase 1 for water conservation."
04/01/15 00:00,15-Apr, San Gabriel County Water District ,South Coast,45000,Yes,2,2,2,35,0,
04/01/15 00:00,15-Apr," City of Big Bear Lake, Dept of Water & Power ",South Coast,25598,Yes,4,2,86,34,0,"Thirty four customers received door tags or letters regarding leaks. From April-October annually BBLDWP employs a seasonal employee that patrols different sections of our service area 3 times per week educating customers on our water use regulations. Failure to comply could result in termination of water service (per our Failure to Comply Procedures) and any associated fines. Outdoor watering is prohibited from 9 a.m. to 6 p.m. and every other day based on the customer's address (even addresses water on even calendar dates, etc). We have had water use restrictions in place since 2002. Our full Water Conservation Policy can be found at www.bbldwp.com/regulations or is available by request."
04/01/15 00:00,15-Apr, Sunny Slope Water Company ,South Coast,30611,Yes,2,52,35,32,0,"Conscientious patrolling for & reporting of water usage/leaks during peak hours ; seasonal rate increase ; new Water Conservation door hangers (bright red with 1st, 2nd, 3rd notice checkbox)"
04/01/15 00:00,15-Apr, Atwater  City of ,San Joaquin River,29500,Yes,3,,32,32,3,
04/01/15 00:00,15-Apr, Santa Rosa  City of ,North Coast,170974,Yes,7,66,31,31,0,"If multiple attempts to educate customers on water waste practices is unsuccessful and the water waste continues, the City will shut off the water supply to that customer."
04/01/15 00:00,15-Apr, Garden Grove  City of ,South Coast,177020,Yes,7,36,31,31,0,
04/01/15 00:00,15-Apr, California Water Service Company Redwood Valley ,North Coast,3607,Yes,7,0,0,0,0,
04/01/15 00:00,15-Apr, Valley County Water District ,South Coast,71003,Yes,7,31,31,31,8,"Enforcement Actions:  First Violation - Educate and provide information about water use practices and conservation measures. Second Violation - Written warning outlining the need for action to implement appropriate corrective measures. Additional Violations - Monetary penalties:  Third Violation - $25.00 penalty, Fourth Violation - $50.00 penalty, Fifth Violation - $100.00 penalty"
04/01/15 00:00,15-Apr, Pinedale County Water District ,Tulare Lake,8495,Yes,2,31,31,31,4,
04/01/15 00:00,15-Apr, La Palma  City of ,South Coast,15896,Yes,3,32,32,30,0,"1 Notice of Violation issued, no penalties for 1st violation."
04/01/15 00:00,15-Apr, Santa Margarita Water District ,South Coast,154326,Yes,3,8,30,30,0," The District outreaches to high water users, making them aware of their high water use, providing them with efficiency materials, and inviting them to receive a site survey where District staff meet with the resident, check the meter for leaks, and assess/adjust the sprinkler system.   157 ordinance violations were automatically generated by our system for accounts to be investigated "
04/01/15 00:00,15-Apr, Thousand Oaks  City of ,South Coast,51609,Yes,7,30,345,30,0,
04/01/15 00:00,15-Apr, Westminster  City of ,South Coast,93322,Yes,3,29,29,29,0,
04/01/15 00:00,15-Apr, California Water Service Company Willows ,Sacramento River,7148,Yes,7,0,0,0,0,
04/01/15 00:00,15-Apr, Brea  City of ,South Coast,42397,Yes,3,29,29,29,0,Education and Administrative citations when non compliant with Phase 1 regulations of Water Ordinance 1123
04/01/15 00:00,15-Apr, Alhambra  City of ,South Coast,85068,Yes,2,41,39,28,0,
04/01/15 00:00,15-Apr, South Pasadena  City of ,South Coast,25899,Yes,2,28,28,28,0,
04/01/15 00:00,15-Apr, Orange Vale Water Company ,Sacramento River,14283,Yes,7,27,27,27,0,
04/01/15 00:00,15-Apr, Westborough Water District ,San Francisco Bay,14050,Yes,2,0,0,0,0,
