Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,Optional_Recycled_Water,Recycled_Water_Units,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_Production_Monthly_Gallons_Month_2013,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
14-Dec,12/01/2014 00:00,Orange Vale Water Company,3,Yes,153.28,213.54,AF,,15200,100.0,,,-99999,NULL,49946507,69582314,93.3,0.88,No Correction,Sacramento River,129.9
14-Dec,12/01/2014 00:00,Dublin San Ramon Services District,3,Yes,164.835,221.879,MG,,79547,61.7,,,125.809,MG,164835000,221879000,61.7,0.9229999999999999,No Correction,San Francisco Bay,83.0
14-Dec,12/01/2014 00:00,Los Angeles Department of Water and Power,Phase 2,Yes,33755.0,42479.0,AF,"Total water production was re-submitted to include final supply volume instead of preliminary supply volume. Population was re-submitted to account for monthly projected increases in population change. December 2014s low R-GPCD and high percent reduction can be largely attributed to LADWPs successful water conservation program. We have invested heavily in outreach & education, rebates, and enforcement to increase water conservation in Los Angeles.  However, LADWP would like to point out that water use is largely correlated with temperature, precipitation, and season. LAs December 2014 temperature was average compared to the long-term average, and precipitation was above normal compared to the long-term average. Most importantly, winter months typically yield higher water savings due to generally cooler climate. R-GPCD will rise as LAs climate gets hotter. ",3970571,60.8,"Our Water Conservation Response Unit (WCRU), a.k.a. Water Cops, actively patrol Los Angeles communities and enforce the Citys Emergency Water Conservation Ordinance. The WCRU investigates reports of wasteful water use and educates violators on the importance of complying with the Water Conservation Ordinance. Repeat violators are issued monetary fines ranging from $100-$600. The WCRU has issued over 5,289 letters and citations this year. ","LAs residential GPCD for December 2014 was 60.8 gallons per person per day. This is noteworthy considering the size of Los Angeles and its 5 microclimates, and the varied socioeconomic sectors in the city. December 2014 compared to December 2013 has shown a decrease in water usage of 20.5%. ",665,AF,10999114918,13841842768,60.8,0.68,No Correction,South Coast,76.5
14-Dec,12/01/2014 00:00,Camrosa Water District,stage one,No,333.31,691.21,AF,NULL,35738,71.56,,,-99999,NULL,108609539,225231765,69.6,0.71,No Correction,South Coast,144.3
14-Dec,12/01/2014 00:00,El Dorado Irrigation District,2,Yes,1209.0,1859.0,AF,Monthly production includes estimated agricultural use of 5.6%. The estimated percentages for residential and agricultural use vary from month to month due to the Districts bi-monthly meter reading cycles. Monthly production includes wholesale deliveries to the City of Placerville because they are not an urban water supplier. Report does not include 29 acre-feet of recycled water produced for uses that would otherwise require potable water.,128500,69.0,,,-99999,NULL,393954375,605757803,69.3,0.701,No Correction,Sacramento River,106.6
14-Dec,12/01/2014 00:00,El Centro  City of,none,Yes,149845000.0,164736000.0,G,,44311,65.0,,,-99999,NULL,149845000,164736000,65.5,0.6,No Correction,Colorado River,72.0
14-Dec,12/01/2014 00:00,Milpitas  City of,2,Yes,291134.0,345879.0,CCF,2 month bill cycle,70817,64.0,,,-99999,NULL,217783356,258735460,54.6,0.55,No Correction,San Francisco Bay,64.8
14-Dec,12/01/2014 00:00,Santa Rosa  City of,1-Mandatory,Yes,392290259.0,511526234.0,G,,170093,56.0,"The City provides options for the community to report water waste and Stage 1 Mandatory violations through our website, hotline and MySantaRosa app. Water Use Efficiency staff and City field crews have been trained and can door tag any home or business for a violation. The City has a progressive enforcement program that starts with information and education and can ultimately lead to turning off the customers water.","The City has implemented Stage 1 - Mandatory, which requires the following: -20% community-wide reduction in water use; -Compliance with the Citys water waste ordinance which prohibits runoff from irrigated areas and prohibits property side breaks and leaks; -Irrigation can only occur between the hours of 8 PM through 6 AM; -Prohibits washing down hardscapes unless required for public health and safety; -Prohibits using potable water for street washing; -Requires shut-off hose nozzles for all garden and utility hoses; and - Requires Water-on-request at all restaurants. The City is providing information to the community through bill inserts, bill face messages, social media, dedicated website, radio and newspaper ads. The City offers numerous rebates and incentive programs, including free home and commercial audits. Additional programs include a Green Exchange program where customers receive $1 per SF of turf removed (increased from $0.50/SF due to the drought), as well as a Recirculating Hot Water Pump Rebate.",-99999,NULL,392290259,511526234,55.8,0.75,No Correction,North Coast,72.8
14-Dec,12/01/2014 00:00,Westminster  City of,Level One Water Supply Shortage ,Yes,778.4,911.9,AF,ADJUSTED R-gpcd is 47.3,93322,69.5,,,-99999,NULL,253642751,297143916,69.5,0.7929999999999999,No Correction,South Coast,81.5
14-Dec,12/01/2014 00:00,Mid-Peninsula Water District,2,No,72835.0,94062.0,CCF,,26030,57.39,,,-99999,NULL,54484364,70363262,57.4,0.85,No Correction,San Francisco Bay,74.1
14-Dec,12/01/2014 00:00,Olivenhain Municipal Water District,2,Yes,750.9,1281.4,AF,No revenue will be collected for 2.32 AF of water usage reported by water treatment plant and system operators.    76%-Usage by code (customer sector) is not available at the time of reporting so a three-year average of water used by residential customers in December is used.   Population is based on figures calculated by California Department of Finance.  Wholesaler invoices are used for production data.  Recycled water totals are not available at time of reporting.,83368,72.0,,,-99999,NULL,244681837,417546019,72.0,0.76,No Correction,South Coast,122.8
14-Dec,12/01/2014 00:00,Daly City  City of,ll,Yes,246103.0,284182.0,CCF,"See Note on item 8: the g/c/d is based on sold water, not produced.",105576,50.5,,,-99999,NULL,184097829,212582899,54.0,0.96,No Correction,San Francisco Bay,62.4
14-Dec,12/01/2014 00:00,Delano  City of,Stage 2,Yes,162.7,180.24,MG,Used 2010 UWMP and 20113-14 history data. The city is not 100% metered.,48957,68.0,Will add as needed.,Will add as needed.,-99999,NULL,162700000,180240000,67.5,0.63,No Correction,Tulare Lake,74.8
14-Dec,12/01/2014 00:00,Anaheim  City of,N/A,Yes,3810.0,4478.0,AF,"The monthly production includes groundwater, imported water, and water from storage. The Residential Use Percentage excludes system water losses. Anaheims share of Indirect Potable Reuse (IPR) or GWRS water in December = 1157.7 AF. Anaheims adjusted Total Potable Water Production (excluding IPR) = 2,652AF. Anaheims adjusted GPCD (excluding IRP) = 43.8 ",356762,62.9,,,-99999,NULL,1241493937,1459162690,62.9,0.56,No Correction,South Coast,73.9
14-Dec,12/01/2014 00:00,Elsinore Valley Municipal Water District,II,Yes,1095.4,1361.2,AF,"This monthly report has been updated to reflect changes in R-GPCD values due to changes to the Percent Residential Use (PRU) factor and updated population values.  For all monthly submissions until December 2015, Elsinore Valley Municipal Water District (EVMWD) assumed that all water (residential and commercial) utilized for landscape irrigation would be considered in the estimation of the PRU.  Based on discussions with SWRCB, it became clear to EVMWD that commercial customers with irrigation demands should not be included in the estimation of the PRU. EVMWD also submitted a memorandum to Eric Oppenheimer documenting these changes.  For all the monthly submissions, EVMWD was using an old population value  from prior Electronic Annual Reports (EAR). However, during the review process, it was found out that EVMWD could use updated population values by applying SWRCB suggested methodology to estimate population (Simplified California Urban Water Service Area Population Methodology).  EVMWD submitted an email to Mark Emmerson documenting these changes. SWRCB staff advised EVMWD to send updated R-GPCD numbers. ",147897,59.2,,,582.2,AF,356937653,443548962,59.2,0.76,No Correction,South Coast,73.5
14-Dec,12/01/2014 00:00,Coachella Valley Water District,2,Yes,6146.1,5984.3,AF,"Data obtained from city planning departments within the Coachella Valley Water District service area indicated a ""snowbird"" or seasonal population of approximately 32.8%.  Total population for this report was adjusted from the original census data to include these residents who own homes and use potable water for landscape purposes in all months of the year.",301633,155.9,,,-99999,NULL,2002715455,1949992695,155.9,0.728,No Correction,Colorado River,151.8
14-Dec,12/01/2014 00:00,Lake Hemet Municipal Water District,3,Yes,395.0,792.7,AF,% residential is unusually high due to meters normally read in November were read in December because of Thanksgiving and vacations.,52914,78.2,,,-99999,NULL,128711314,258302426,78.2,0.996,No Correction,South Coast,156.8
14-Dec,12/01/2014 00:00,Carmichael Water District,2,Yes,116.73,160.96,MG,Carmichael Water District collects meter data on a bimonthly basis.  The above residential use percentage is based on previous years data.,38354,72.0,,,-99999,NULL,116730000,160960000,78.5,0.8,No Correction,Sacramento River,108.3
14-Dec,12/01/2014 00:00,Monte Vista Water District,1,Yes,567.18,654.68,AF,"Service Area Population: The State Boards recommended methodology determines a non-municipal service area population by obtaining 2010 U.S. Census data and adjusting based on growth in combined single-family and multi-family residential connections. Using this method, the District has seen no population growth over the past five years. However, our records show that at least three multi-family residential complexes with 453 additional residential units have been developed in the District since 2010. Additionally, the Department of Finance estimates that the population of the city of Montclair, which is served entirely by the District and comprises two-thirds of the Districts retail service area, grew by 1.9% between 2010 and 2014. It is, therefore, more appropriate to calculate the Districts retail service area population based on known, proven, and documented growth rather than by changes in the number of residential connections. Calculation: 2010 US Census population = 53425 + 1.9% = 54460. Calculation can be cross-checked by multiplying added multi-family residential units from 2010 to 2014 (all in Montclair) by average persons per household and occupancy rate for Montclair in 2014 (Department of Finance estimates). Calculation: 453 x 3.86 = 1749 x 96.1% = 1680. Added to 2010 population of 53425 provides a 2014 est. population of 55105. As a result, 54460 appears to be a conservative estimate for District's service area population. This number is also consistent with the District's latest monitoring reports.         Percent Residential Use: The State Boards recommended methodology is to use billing data for the volume of water provided to residential customers from the previous year as a percentage of total monthly potable water production. The District originally interpreted this recommendation as taking the percentage of residential billing usage based on total billed usage and then applying this percentage to total production. However, the District has reviewed statewide reporting data and finds that other agencies have developed their residential use percentage based on total production rather than total billed usage. This method more accurately reflects the percentage of residential demand compared to all other demands in the given period, including non-revenue water uses. As we bill bimonthly, we are using discretion per the guidance in comparing total annual production to total residential consumption for Fiscal Year 2013-14. Calculation: 6628 Total Residential Consumption / 10304 Total Production = 64% Percent Residential Use.   2013 Same Month Monthly Production: In our original monitoring reports for December 2014, January 2015, and February 2015 we input inaccurate information under Last Years Monthly Production for December and 2013 Same Month Monthly Production for January and February. We cannot explain why inaccurate information for December 2013 was provided, and we apologize for our error. For January and February, we mistakenly assumed we were to be compared to the prior year rather than to calendar year 2013 data, and we apologize for our error. We have submitted accurate 2013 production data in the revised reports for these three months. ",54460,70.0,,,-99999,NULL,184816412,213328412,70.1,0.64,No Correction,South Coast,80.9
14-Dec,12/01/2014 00:00,Pleasanton  City of,Stage 3,Yes,186.58,279.395,MG,"City of Pleasanton bills bi-monthly in arrears so this data reflects most recent consumption data per all accounts, broken into percentage by requested revenue class.",71871,50.9,,,0.742,MG,186580000,279395000,50.9,0.608,No Correction,San Francisco Bay,76.2
14-Dec,12/01/2014 00:00,Santa Monica  City of,2,Yes,283.6,355.0,MG,,92185,69.5,,,0.7,MG,283600000,355000000,69.5,0.7,No Correction,South Coast,87.0
14-Dec,12/01/2014 00:00,Riverside  City of,Stage 2,Yes,3263.0,4320.0,AF,"Through a more thorough evaluating of the population data for our service area, it has come to our attention that the students, which live on campus (or adjacent to), attending University of California Riverside, Cal Baptist University, and La Sierra University were not included in the original population estimates.  Between these three universities, about 35,000 students were not accounted for.  Therefore, we are resubmitting revised monthly reports that more accurately reflect the population served by Riverside Public Utilities.",333192,57.0,na,na,17,AF,1063253206,1407678165,56.6,0.55,No Correction,South Coast,75.0
14-Dec,12/01/2014 00:00,Contra Costa Water District,2,Yes,1794.0,2389.0,AF,Reported values are based on consumption data.,197536,72.0,,,-99999,NULL,584577460,778459059,72.2,0.7559999999999999,No Correction,San Francisco Bay,96.1
14-Dec,12/01/2014 00:00,"Imperial, City of",1,Yes,50907000.0,56622000.0,G,The original report submitted indicated our residential use was 100% and no Non-revenue Water was previously reported.  We are correcting this months report to reflect actual residential use.,17354,74.48,,,-99999,NULL,50907000,56622000,74.5,0.787,No Correction,Colorado River,82.8
14-Dec,12/01/2014 00:00,California Water Service Company Antelope Valley,2,Yes,36.8,44.0,AF,2014 production resubmitted due to updated value  2013 production resubmitted  due to faulty meter. Production provided is based on metered sales amount.  Percentage Residential Use initially entered wrong value.,3387,106.8,,,-99999,NULL,11991333,14337463,106.7,0.934,No Correction,South Lahontan,127.5
14-Dec,12/01/2014 00:00,Irvine Ranch Water District,1,No,4214.1,4501.2,AF,"IRWD is implementing an approved Alternate Plan.  December 2014:  103672  total connections, 91510 residential connections.  December 2013: 100347  total connections,  88295  residential connections.  3% increase in connections even though water use is reduced compared with prior year. ",382411,68.0,"Prohibitions in effect at all times regardless of whether shortage declared: Gutter flooding, leaks, washing down hard surface areas, waste, and run-off. ",,2203.1,AF,1373170499,1466722443,67.2,0.58,No Correction,South Coast,71.8
14-Dec,12/01/2014 00:00,Watsonville  City of,Statewide Emergency Conservation,Yes,140231648.0,205814012.0,G,"0.2% of this month's water was delivered to one agricultural customer. The other 99.8% was delivered to a combination of Residential, Commercial/Institutional, Industrial, and Other accounts. PRU was determined using 2013 data. Usage by Residential and Multi-residential accounts equaled 68.3% of total water usage.",65739,47.0,"City staff will follow up once a problem of water waste has been reported. We offer information about how to reduce water waste and schedule a free, one-time Water Conservation Consultation to help fix the problem. If water waste continues beyond the educational warning and Water Conservation Consultation, the City will begin fines to address further ongoing water waste violations.",,-99999,NULL,140231648,205814012,68.7,0.998,No Correction,Central Coast,100.8
14-Dec,12/01/2014 00:00,San Jose  City of,1,Yes,323.0,417.0,MG,"Muni Water bills bimonthly, so % Residential Use is based on billing data for the volume of water provided to residential customers as a percentage of total potable water consumption for the reporting month and prior month of the previous year (December and November of 2013). Recycled water information (reported in #11) is customer usage data, which is also billed bimonthly. Population is based on the population estimated in our 2010 UWMP and projected annually consistent with the States simplified method for estimating service area population, but 2000 Census data was used when we estimated population for the 2010 UWMP. We are obtaining 2010 Census data for our service area and are working on updating the calculation to use the 2010 Census data.",116697,55.0,Muni Water continued all efforts described in previous months.,"Muni Water has continued efforts to reduce by 20% and continued implementing its Stage 1 actions and outreach efforts described in previous reporting, including follow up outreach to some of its Top Irrigation Users in the North San Jose service area.",176,MG,323000000,417000000,53.6,0.6,No Correction,San Francisco Bay,69.2
14-Dec,12/01/2014 00:00,Dinuba  City of,2,Yes,81.08,89.74,MG,,23666,110.0,,,-99999,NULL,81080000,89740000,75.2,0.68,No Correction,Tulare Lake,83.2
14-Dec,12/01/2014 00:00,Casitas Municipal Water District,Stage 1,Yes,222.45,888.39,AF,Usage now includes agriculture water.,9603,82.09,,,-99999,NULL,72485650,289483149,82.1,0.3372,No Correction,South Coast,327.9
14-Dec,12/01/2014 00:00,Sacramento Suburban Water District,Stage 2 - Water Warning,Yes,566.316,701.171,MG,"Percentage Residential Use: The estimated percentage of residential water usage was calculated using the following formula:   Residential Water Use = (TMP * % NRW) - CII TMP  = Total Monthly Production (MG) %NRW = Net Residential Water, Percentage of TMP remaining after deducting water loss as calculated by the American Water Works Association (AWWA) Water Loss Software. CII = Metered water use by Commercial, Industrial, and Institutional customers  Total Population Served: The value in Item 7, Total Population Served, was changed from 170615, the figure taken from our 2010 Urban Water Management Plan, to 174,281. The new number is a calculated value for December 2014 based on an estimated 0.0.036% increase in population per month since 2010.   ",174281,49.1,,,-99999,NULL,566316000,701171000,49.3,0.47,No Correction,Sacramento River,61.0
14-Dec,12/01/2014 00:00,San Jose Water Company,2,Yes,2306.0,3113.0,MG,,990000,53.0,,,22087,CCF,2306000000,3113000000,52.6,0.7,No Correction,San Francisco Bay,71.0
14-Dec,12/01/2014 00:00,Rowland Water District,Level 2 Water Supply Shortage,Yes,720.0,843.9,AF,,62106,62.1,,,32.5,AF,234613027,274986019,62.1,0.51,No Correction,South Coast,72.8
14-Dec,12/01/2014 00:00,Folsom  City of,3,Yes,906.0,1054.0,AF,,60347,98.8,,,-99999,NULL,295221393,343447404,99.4,0.63,No Correction,Sacramento River,115.7
14-Dec,12/01/2014 00:00,Chino  City of,Refer to Qualifying Statement below,Yes,780.1,1031.98,AF,The City of Chino's Water Conservation Ordinance describes the elements of its Water Shortage Contingency Plan and it stipulates that water conservation is required at all times.  Enhanced conservation measures are required/implemented in an escalating fashion depending on water supply circumstances.,76618,110.57,,,-99999,NULL,254196698,336272156,74.6,0.6970000000000001,No Correction,South Coast,98.7
14-Dec,12/01/2014 00:00,South Tahoe Public Utilities District,1,Yes,116.5,144.4,MG,"Second homes increase the residential population during certain seasons of the year and calculations were made based on data collected on number of residents per home, per visit, and are reflected in each monthly report. Documentation which captures the monthly residential population and water use, including permanent and second home owners, is available upon request. Calculations include an estimated % of non-revenue water. ",33124,48.0,,,-99999,NULL,116500000,144400000,47.7,0.42,No Correction,North Lahontan,59.1
14-Dec,12/01/2014 00:00,Hi-Desert Water District,1,Yes,196.19,202.31,AF,"Residential water use is calculated using consumption data by comparing residential water users (SFR, MHP, and MTF) to the remaining accounts such as irrigation, commercial, and public entities.",24601,58.31,One first violation letter was sent.,,-99999,NULL,63928791,65923002,58.3,0.6957,No Correction,Colorado River,60.1
14-Dec,12/01/2014 00:00,"Soledad, City of",Stage 3,Yes,38936400.0,50228100.0,G,,16729,58.0,,,-99999,NULL,38936400,50228100,57.8,0.77,No Correction,Central Coast,74.6
14-Dec,12/01/2014 00:00,North Marin Water District,2,Yes,158.81,182.0,MG,,61307,68.52,,,1.6,MG,158810000,182000000,68.5,0.82,No Correction,San Francisco Bay,78.5
14-Dec,12/01/2014 00:00,Marin Municipal Water District,1,No,1408.0,1888.0,AF,Based upon total water use on an annual basis,187500,59.0,,,6,AF,458798809,615207494,59.2,0.75,No Correction,San Francisco Bay,79.4
14-Dec,12/01/2014 00:00,Shafter  City of,3,Yes,61.0,84.0,MG,"City services are not fully-metered to date. To estimate residential usage and its percentage of the overall system use, the approximate number of residential connections of 4,200 was multiplied by the typical December usage of 10,300 gallons per connection which was then divided by the metered citywide use.",18488,78.0,,,-99999,NULL,61000000,84000000,74.5,0.7,No Correction,Tulare Lake,102.6
14-Dec,12/01/2014 00:00,"Windsor, Town of",Stage 2 Mandatory 20%  ,Yes,180.528,219.389,AF,,28234,49.0,,,1.811,AF,58825306,71488219,49.1,0.73,No Correction,North Coast,59.6
14-Dec,12/01/2014 00:00,Indian Wells Valley Water District,2,Yes,122749000.0,132988000.0,G,Residential use includes water used for landscaping.,31120,109.0,Ordinance 93 restricts landscape watering to between the hours of 8:00 PM and 8:00 AM from May 1st to October 31st and requires leaks to be repaired in a timely manner.  There is a four-step penalty process for repeated violations.  The initial violation is a warning along with educational materials provided.  A second violation can result in a fine of up to $50 added to the bill for the account.  A third violation can result in a fine of up to $200 added to the bill and issuing a warning that service may be terminated within 30 days if the issue is not addressed.  A fourth violation can result in a 48 hour notice of termination of service.,,-99999,NULL,122749000,132988000,99.2,0.78,No Correction,South Lahontan,107.5
14-Dec,12/01/2014 00:00,San Francisco Public Utilities Commission,Stage 1,Yes,1888.86,2102.37,MG,,846601,39.72,See information from August 2014 report.,See information from August 2014 report.,1.01,MG,1888860000,2102370000,39.7,0.5518,No Correction,San Francisco Bay,44.2
14-Dec,12/01/2014 00:00,Brawley  City of,2nd stage,Yes,63.76,190.37,MG,,27743,77.03,,,0,MG,63760000,190370000,48.9,0.66,No Correction,Colorado River,146.1
14-Dec,12/01/2014 00:00,Ontario  City of,Stage 1,Yes,1813.0,2395.0,AF,,166866,63.0,,,163,AF,590768637,780414168,62.8,0.55,No Correction,South Coast,83.0
14-Dec,12/01/2014 00:00,Huntington Beach  City of,Level 1,Yes,1740.8,2198.6,AF,,196041,65.59,,,-99999,NULL,567242164,716416947,63.5,0.68,No Correction,South Coast,80.2
14-Dec,12/01/2014 00:00,Calaveras County Water District,Stage III,Yes,80.765,95.17,MG,"In accordance with guidance from the State Water Resources Control Board (SWRCB), the Calaveras County Water District has excluded water used by commercial accounts, non-revenue water and wholesale accounts from Percentage Residential Use. These adjustments are reflected in CCWD's report of Percentage Residential Use. A detailed staff report substantiating these changes has been provided to SWRCB staff via hard copy and email. Please note that a peak population multiplier is no longer being applied, because the population influx of tourists & large groups of vacationing second homeowners is between June & September in Calaveras County. CCWD is using the population reported in its Urban Water Management Plan for the months of October through May.",31750,50.1,"CCWD will strive to educate and inform customers of conservation measures before taking enforcement action. If customers violate the conservation order, they will first receive a written warning letter. If the problem persists, those in violation could have their water governed by a flow-restricting device for a period of 30 days, or until the CCWD Board of Directors repeals the state of emergency. Those in violation could be fined up to $500/day. The district may also pursue a misdemeanor violation of California Water Code Section 31029. If convicted of this crime, a person could be put in jail for up to 30 days, fined up to $600 or both.","All irrigation is prohibited between 10 a.m. and 6 p.m. Residential landscaping can only be watered on an odd/even day watering cycle Odd-numbered addresses: Tuesdays, Thursdays and Saturdays. Even-numbered addresses: Mondays, Wednesdays and Thursdays No outdoors watering on Sundays Filling of new or existing pools and spas is prohibited, however topping off pools and spas is allowed. Customers are encouraged to use pool and spa covers. Pressure-washing/cleaning hardscape (e.g. houses, patios, driveways and sidewalks) is prohibited Use of water in decorative fountains and ponds is prohibited unless used to preserve aquatic life, if present No wasteful or negligent use of water (e.g. allowing water to run off property into the street) Irrigation water for commercial landscaping, schools and parks shall be reduced by 35% Treated effluent will be used for dust control.",-99999,NULL,80765000,95170000,50.1,0.61,No Correction,San Joaquin River,59.0
14-Dec,12/01/2014 00:00,Humboldt Bay Municipal Water District,2,No,11.93,14.73,MG,,602,60.88,,Our original submission used total Humboldt County census average population per household in the R-GCPD calculation. The revised R-GCPD has been calculated using Method No. 2  PERSONS PER RESIDENTIAL CONNECTION POPULATION  METHOD. ,-99999,NULL,11930000,14730000,38.4,0.06,No Correction,North Coast,47.4
