Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,Optional_Recycled_Water,Recycled_Water_Units,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_Production_Monthly_Gallons_Month_2013,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
15-Feb,02/01/2015 00:00,Orange Vale Water Company,3,Yes,144.87,164.44,AF,,15200,106.0,,,-99999,NULL,47206096,53583009,98.7,0.89,No Correction,Sacramento River,112.1
15-Feb,02/01/2015 00:00,Dublin San Ramon Services District,3,Yes,158.614,190.166,MG,,77868,64.1,,,19.686,MG,158614000,190166000,64.1,0.8809999999999999,No Correction,San Francisco Bay,76.8
15-Feb,02/01/2015 00:00,Los Angeles Department of Water and Power,Phase 2,Yes,34526.0,36658.0,AF,"Total water production was re-submitted to include final supply volume instead of preliminary supply volume. Population was re-submitted to account for monthly projected increases in population change. LAs February 2015 temperature was five degrees hotter than the long-term average, and precipitation was less than one-fourth of the long-term average.  ",3976991,68.7,"Our Water Conservation Response Unit (WCRU), a.k.a. Water Cops, actively patrol Los Angeles communities and enforce the Citys Emergency Water Conservation Ordinance. The WCRU investigates reports of wasteful water use and educates violators on the importance of complying with the Water Conservation Ordinance. Repeat violators are issued monetary fines ranging from $100-$600. Since January 2014, the WCRU has received over 7,000 reports of water waste and issued over 6,000 letters and citations. ","LADWP started a pilot study with WaterSmart in December 2014. Bi-monthly water use reports have been sent to a pilot group of 20,000 single family customers. The program will educate single family customers on their water use in comparison to their neighbors, provide tips to increase their water conservation efforts, and encourage them to participate in LADWPs water conservation rebate and incentive programs. LADWPs Water Loss Task Force has been meeting on a monthly basis since October 2014 to assess cost-effective options for implementation of recommendations from the previously conducted Water Loss Audit and Component Analysis Project.  LAs residential GPCD for February 2015 was 68.7 gallons per person per day. This is noteworthy considering the size of Los Angeles and its 5 microclimates, and the varied socioeconomic sectors in the city. ",835,AF,11250346369,11945061611,68.7,0.68,No Correction,South Coast,72.9
15-Feb,02/01/2015 00:00,Camrosa Water District,stage one,No,493.5,541.95,AF,NULL,35738,107.77,,,-99999,NULL,160807679,176595181,115.7,0.72,No Correction,South Coast,127.1
15-Feb,02/01/2015 00:00,El Dorado Irrigation District,2,Yes,1118.0,1369.0,AF,Monthly production includes estimated agricultural use of 5.5%. The estimated percentages for residential and agricultural use vary from month to month due to the Districts bi-monthly meter reading cycles. Monthly production includes wholesale deliveries to the City of Placerville because they are not an urban water supplier. Report does not include 50 acre-feet of recycled water produced for uses that would otherwise require potable water.,128500,71.0,,,-99999,NULL,364301895,446090604,71.2,0.703,No Correction,Sacramento River,87.2
15-Feb,02/01/2015 00:00,El Centro  City of,None,Yes,151910000.0,150750000.0,G,,44311,73.0,,,-99999,NULL,151910000,150750000,73.5,0.6,No Correction,Colorado River,72.9
15-Feb,02/01/2015 00:00,Milpitas  City of,2,Yes,288086.0,334063.0,CCF,"based on current customer month, 2 month bill cycle",70817,51.0,,,-99999,NULL,215503293,249896478,61.9,0.57,No Correction,San Francisco Bay,71.8
15-Feb,02/01/2015 00:00,Santa Rosa  City of,1 - Mandatory,Yes,326702416.0,375588310.0,G,,170093,52.0,"The City provides options for the community to report water waste and Stage 1 Mandatory violations through our website, hotline and MySantaRosa app. Water Use Efficiency staff and City field crews have been trained and can door tag any home or business for a violation. The City has a progressive enforcement program that starts with information and education and can ultimately lead to turning off the customers water.","The City has implemented Stage 1 - Mandatory, which requires the following: -20% community-wide reduction in water use; -Compliance with the Citys water waste ordinance which prohibits runoff from irrigated areas and prohibits property side breaks and leaks; -Irrigation can only occur between the hours of 8 PM through 6 AM; -Prohibits washing down hardscapes unless required for public health and safety; -Prohibits using potable water for street washing; -Requires shut-off hose nozzles for all garden and utility hoses; and - Requires Water-on-request at all restaurants. The City is providing information to the community through bill inserts, bill face messages, social media, dedicated website, radio and newspaper ads. The City offers numerous rebates and incentive programs, including free home and commercial audits. Additional programs include a Green Exchange program where customers receive $1 per SF of turf removed (increased from $0.50/SF due to the drought), as well as a Recirculating Hot Water Pump Rebate.",-99999,NULL,326702416,375588310,52.1,0.76,No Correction,North Coast,59.9
15-Feb,02/01/2015 00:00,Westminster  City of,Level One Water Supply Shortage ,Yes,804.1,802.2,AF,"804.1 af x 83% = 667.4 af 667.4 af x 325851 gal/af = 217,472,957 gallons 217,472,957 gallons / 93322 residential / 28 days =  83 R-GPCD ~~~~~~~~~~~~~~~~~~~~~~~~~~~ For IPR= 667.4 - 177.8 (Jan IPR) = 489.6 af 489.6 af x 325851 gal/af = 159,536,649.6 gallons 159,536,649.6 gallons / 93322 residential / 28 days =  61 R-GPCD",93322,83.0,,,-99999,NULL,262017132,261398015,83.2,0.83,No Correction,South Coast,83.0
15-Feb,02/01/2015 00:00,Mid-Peninsula Water District,2,Yes,79782.0,86478.0,CCF,,26030,69.6,,,-99999,NULL,59681081,64690036,69.6,0.85,No Correction,San Francisco Bay,75.4
15-Feb,02/01/2015 00:00,Olivenhain Municipal Water District,2,Yes,1222.7,970.8,AF,No revenue will be collected for 1.31 AF of water usage reported by water treatment plant and system operators.    71%-Usage by code (customer sector) is not available at the time of reporting so a three-year average of water used by residential customers in February is used.   Population is based on figures calculated by California Department of Finance  Recycled water totals are not available at time of reporting.,83368,121.0,,,-99999,NULL,398418540,316336565,121.2,0.71,No Correction,South Coast,96.2
15-Feb,02/01/2015 00:00,Daly City  City of,2,Yes,159914.0,268924.0,CCF,Reporting month production (#5) is a new record for us.  ((Total Gallons*96 % residential)/population))/days in the month,105019,39.05,,,-99999,NULL,119623979,201169122,39.1,0.96,No Correction,San Francisco Bay,65.7
15-Feb,02/01/2015 00:00,Delano  City of,Stage 2,Yes,153.37,153.99,MG,Used 2010 UWMP and 2013-15 history data. The city is not 100% metered.,48957,70.0,Will add as needed or required.,Will add as needed or required.,-99999,NULL,153370000,153990000,70.5,0.63,No Correction,Tulare Lake,70.8
15-Feb,02/01/2015 00:00,Anaheim  City of,N/A,Yes,4193.0,4008.0,AF,"The monthly production includes groundwater, imported water, and water from storage. The Residential Use Percentage excludes system water losses. Anaheims share of Indirect Potable Reuse (IPR) or GWRS water in February = 1,024.8 AF. Anaheims adjusted Total Potable Water Production (excluding IPR) = 3,168AF. Anaheims adjusted GPCD (excluding IRP) = 57.6",358549,76.6,,,-99999,NULL,1366295033,1306012519,76.2,0.56,No Correction,South Coast,72.8
15-Feb,02/01/2015 00:00,Elsinore Valley Municipal Water District,II,Yes,1425.9,1352.8,AF,"This monthly report has been updated to reflect changes in R-GPCD values due to changes to the Percent Residential Use (PRU) factor and updated population values.  For all monthly submissions until December 2015, Elsinore Valley Municipal Water District (EVMWD) assumed that all water (residential and commercial) utilized for landscape irrigation would be considered in the estimation of the PRU.  Based on discussions with SWRCB, it became clear to EVMWD that commercial customers with irrigation demands should not be included in the estimation of the PRU. EVMWD also submitted a memorandum to Eric Oppenheimer documenting these changes.  For all the monthly submissions, EVMWD was using an old population value  from prior Electronic Annual Reports (EAR). However, during the review process, it was found out that EVMWD could use updated population values by applying SWRCB suggested methodology to estimate population (Simplified California Urban Water Service Area Population Methodology).  EVMWD submitted an email to Mark Emmerson documenting these changes. SWRCB staff advised EVMWD to send updated R-GPCD numbers. ",148253,89.1,,,458,AF,464631550,440811810,89.5,0.8,No Correction,South Coast,85.0
15-Feb,02/01/2015 00:00,Coachella Valley Water District,2,Yes,6660.4,6146.6,AF,"Data obtained from city planning departments within the Coachella Valley Water District service area indicated a ""snowbird"" or seasonal population of approximately 32.8%.  Total population for this report was adjusted from the original census data to include these residents who own homes and use potable water for landscape purposes in all months of the year.",301633,189.6,,,-99999,NULL,2170300844,2002878381,189.6,0.738,No Correction,Colorado River,175.0
15-Feb,02/01/2015 00:00,Lake Hemet Municipal Water District,3,Yes,553.8,499.6,AF,,52914,76.7,,,-99999,NULL,180456520,162795373,76.7,0.63,No Correction,South Coast,69.2
15-Feb,02/01/2015 00:00,Carmichael Water District,2,Yes,110.98,128.54,MG,Carmichael Water District collects meter data on a bi-monthly basis.  The above residential use percentage is based on previous years data.,38354,78.0,,,-99999,NULL,110980000,128540000,84.7,0.82,No Correction,Sacramento River,98.1
15-Feb,02/01/2015 00:00,Monte Vista Water District,1,Yes,573.68,535.83,AF,"Service Area Population: The State Boards recommended methodology determines a non-municipal service area population by obtaining 2010 U.S. Census data and adjusting based on growth in combined single-family and multi-family residential connections. Using this method, the District has seen no population growth over the past five years. However, our records show that at least three multi-family residential complexes with 453 additional residential units have been developed in the District since 2010. Additionally, the Department of Finance estimates that the population of the city of Montclair, which is served entirely by the District and comprises two-thirds of the Districts retail service area, grew by 1.9% between 2010 and 2014. It is, therefore, more appropriate to calculate the Districts retail service area population based on known, proven, and documented growth rather than by changes in the number of residential connections. Calculation: 2010 US Census population = 53425 + 1.9% = 54460. Calculation can be cross-checked by multiplying added multi-family residential units from 2010 to 2014 (all in Montclair) by average persons per household and occupancy rate for Montclair in 2014 (Department of Finance estimates). Calculation: 453 x 3.86 = 1749 x 96.1% = 1680. Added to 2010 population of 53425 provides a 2014 est. population of 55105. As a result, 54460 appears to be a conservative estimate for District's service area population. This number is also consistent with the District's latest monitoring reports.         Percent Residential Use: The State Boards recommended methodology is to use billing data for the volume of water provided to residential customers from the previous year as a percentage of total monthly potable water production. The District originally interpreted this recommendation as taking the percentage of residential billing usage based on total billed usage and then applying this percentage to total production. However, the District has reviewed statewide reporting data and finds that other agencies have developed their residential use percentage based on total production rather than total billed usage. This method more accurately reflects the percentage of residential demand compared to all other demands in the given period, including non-revenue water uses. As we bill bimonthly, we are using discretion per the guidance in comparing total annual production to total residential consumption for Fiscal Year 2013-14. Calculation: 6628 Total Residential Consumption / 10304 Total Production = 64% Percent Residential Use.   2013 Same Month Monthly Production: In our original monitoring reports for December 2014, January 2015, and February 2015 we input inaccurate information under Last Years Monthly Production for December and 2013 Same Month Monthly Production for January and February. We cannot explain why inaccurate information for December 2013 was provided, and we apologize for our error. For January and February, we mistakenly assumed we were to be compared to the prior year rather than to calendar year 2013 data, and we apologize for our error. We have submitted accurate 2013 production data in the revised reports for these three months. ",54460,79.0,,,-99999,NULL,186934447,174600970,78.5,0.64,No Correction,South Coast,73.3
15-Feb,02/01/2015 00:00,Pleasanton  City of,Stage 3,Yes,201.703,233.937,MG,"City of Pleasanton bills bi-monthly in arrears so this data reflects most recent consumption data per all accounts, broken into percentage by requested revenue class.",73067,69.0,,,0,MG,201703000,233937000,69.0,0.7,No Correction,San Francisco Bay,80.0
15-Feb,02/01/2015 00:00,Santa Monica  City of,2,Yes,300.2,303.0,MG,,92185,79.1,,,3.8,MG,300200000,303000000,79.1,0.68,No Correction,South Coast,79.8
15-Feb,02/01/2015 00:00,Riverside  City of,Stage 2,Yes,3465.0,3703.0,AF,"Through a more thorough evaluating of the population data for our service area, it has come to our attention that the students, which live on campus (or adjacent to), attending University of California Riverside, Cal Baptist University, and La Sierra University were not included in the original population estimates.  Between these three universities, about 35,000 students were not accounted for.  Therefore, we are resubmitting revised monthly reports that more accurately reflect the population served by Riverside Public Utilities.",333510,66.0,na,na,17,AF,1129075195,1206627834,66.5,0.55,No Correction,South Coast,71.1
15-Feb,02/01/2015 00:00,Contra Costa Water District,2,Yes,1517.0,1592.0,AF,Reported values are based on consumption data.,197536,68.0,,,-99999,NULL,494316615,518755472,68.3,0.764,No Correction,San Francisco Bay,71.7
15-Feb,02/01/2015 00:00,"Imperial, City of",1,Yes,52756000.0,50722000.0,G,The original report submitted indicated our residential use was 100% and no Non-revenue Water was previously reported.  We are correcting this months report to reflect actual residential use.,18022,75.79,,,-99999,NULL,52756000,50722000,75.8,0.7249,No Correction,Colorado River,72.9
15-Feb,02/01/2015 00:00,California Water Service Company Antelope Valley,2,Yes,31.5,34.2,AF,Wrong value entered initially for Feb 2015,3389,99.7,,,-99999,NULL,10264320,11144119,99.6,0.9209999999999999,No Correction,South Lahontan,108.2
15-Feb,02/01/2015 00:00,Irvine Ranch Water District,1,No,4089.7,3697.8,AF,"IRWD is implementing an approved Alternate Plan.  February 2015:  104062 total connections, 91927 residential connections.  February 2013: 98559  total connections,  87341  residential connections.  ",384154,66.0,,"Prohibitions in effect at all times regardless of whether shortage declared: Gutter flooding, leaks, washing down hard surface areas, waste, and run-off. ",1596,AF,1332634581,1204933407,65.7,0.53,No Correction,South Coast,59.4
15-Feb,02/01/2015 00:00,Watsonville  City of,Statewide Emergency Conservation,Yes,154061808.0,151214356.0,G,"9.6% of this month's water was delivered to one agricultural customer. The other 90.4% was delivered to a combination of Residential, Commercial/Institutional, Industrial, and Other accounts. PRU was determined using 2013 data. Usage by Residential and Multi-residential accounts equaled 68.3% of total water usage.",65739,57.0,"City staff will follow up once a problem of water waste has been reported. We offer information about how to reduce water waste and schedule a free, one-time Water Conservation Consultation to help fix the problem. If water waste continues beyond the educational warning and Water Conservation Consultation, the City will begin fines to address further ongoing water waste violations.",,-99999,NULL,154061808,151214356,57.2,0.6829999999999999,No Correction,Central Coast,56.1
15-Feb,02/01/2015 00:00,San Jose  City of,1,Yes,342.0,383.0,MG,"Muni Water bills bimonthly, so % Residential Use is based on billing data for the volume of water provided to residential customers as a percentage of total potable water consumption for the reporting month and prior month of the previous year. Recycled water information (reported in field #11) is customer usage data, which is also billed bimonthly. Population for 2015 was recently estimated (reported in field #7 and used to calculate Res GPCD in field #8). Population is based on the population estimated in our 2010 UWMP and projected annually consistent with the States simplified method for estimating service area population, but 2000 Census data was used when we estimated population for the 2010 UWMP. We are obtaining 2010 Census data for our service area and are working on updating the calculation to use the 2010 Census data.",117576,64.0,Muni Water continued all efforts described in previous months.,Muni Water has continued efforts to reduce by 20% and continued implementing its Stage 1 actions and outreach efforts described in previous reporting. ,124,MG,342000000,383000000,68.6,0.66,No Correction,San Francisco Bay,76.8
15-Feb,02/01/2015 00:00,Dinuba  City of,2,Yes,73.26,78.26,MG,,23666,110.0,,,-99999,MG,73260000,78260000,70.8,0.64,No Correction,Tulare Lake,75.6
15-Feb,02/01/2015 00:00,Casitas Municipal Water District,Stage 1,Yes,433.57,518.54,AF,Previous report did not include agriculture water.,9603,88.0,,,-99999,NULL,141279403,168966999,88.5,0.1684,No Correction,South Coast,105.8
15-Feb,02/01/2015 00:00,Sacramento Suburban Water District,Stage 2 - Water Warning,Yes,501.287,539.424,MG,"Percentage Residential Use:  The estimated percentage of residential water usage was calculated using the following formula:    Residential Water Use = (TMP * % NRW) - CII  TMP = Total Monthly Production (MG)  %NRW = Net Residential Water, Percentage of TMP remaining after deducting water loss as calculated by the American Water Works Association (AWWA) Water Loss Software.  CII = Metered water use by Commercial, Industrial, and Institutional customers  Total Population Served:  The value in Item 7, Total Population Served, was changed from 170,615, the figure taken from our 2010 Urban Water Management Plan, to 174,406.  The new number is a calculated value for February 2015 based on an estimated 0.0.036% increase in population per month since 2010.   ",174406,66.3,, ,-99999,NULL,501287000,539424000,66.7,0.65,No Correction,Sacramento River,71.8
15-Feb,02/01/2015 00:00,San Jose Water Company,2,Yes,2350.0,2469.0,MG,,990000,59.0,,,31329,CCF,2350000000,2469000000,59.3,0.7,No Correction,San Francisco Bay,62.3
15-Feb,02/01/2015 00:00,Rowland Water District,2,Yes,792.7,695.2,AF,,62106,75.8,,,48.1,AF,258302426,226531912,75.8,0.51,No Correction,South Coast,66.4
15-Feb,02/01/2015 00:00,Folsom  City of,3,Yes,880.0,971.0,AF,,61360,86.2,,,-99999,NULL,286749256,316401736,86.8,0.52,No Correction,Sacramento River,95.8
15-Feb,02/01/2015 00:00,Chino  City of,See qualifying statement below,Yes,917.25,819.7,AF,The City of Chino's Water Conservation Ordinance describes the elements of its Water Shortage Contingency Plan and it stipulates that water conservation is required at all times.  Enhanced conservation measures are required/implemented in an escalating fashion depending on water supply circumstances.,78073,137.0,,,-99999,NULL,298887221,267100415,90.2,0.66,No Correction,South Coast,80.6
15-Feb,02/01/2015 00:00,South Tahoe Public Utilities District,1,Yes,98.8,106.5,MG,"Second homes increase the residential population during certain seasons of the year and calculations were made based on data collected on number of residents per home, per visit, and are reflected in each monthly report. Documentation which captures the monthly residential population and water use, including permanent and second home owners, is available upon request. Calculations include an estimated % of non-revenue water. ",33124,36.5,,,-99999,NULL,98800000,106500000,36.2,0.34,No Correction,North Lahontan,39.0
15-Feb,02/01/2015 00:00,Hi-Desert Water District,1,Yes,177.54,175.6,AF,"Residential water use is calculated using consumption data by comparing residential water users (SFR, MHP, and MTF) to the remaining accounts such as irrigation, commercial, and public entities.",24601,58.73,No violation letters were delivered for the month of February.,,-99999,NULL,57851662,57219511,58.7,0.6993,No Correction,Colorado River,58.1
15-Feb,02/01/2015 00:00,"Soledad, City of",Stage 3,Yes,43030700.0,41688100.0,G,Two large main breaks this month was the cause of 90 percent non-revenue water for the month.,16729,71.68,,,-99999,NULL,43030700,41688100,71.7,0.78,No Correction,Central Coast,69.4
15-Feb,02/01/2015 00:00,North Marin Water District,2,Yes,137.0,148.0,MG,,61294,65.0,,,0.9,MG,137000000,148000000,65.5,0.82,No Correction,San Francisco Bay,70.7
15-Feb,02/01/2015 00:00,Marin Municipal Water District,1,Yes,1409.0,1529.6,AF,Residential based upon total water use on an annual basis.,188200,65.3,,,-99999,NULL,459124661,498422343,65.3,0.75,No Correction,San Francisco Bay,70.9
15-Feb,02/01/2015 00:00,Shafter  City of,3,Yes,68.0,75.0,MG,"City services are not fully-metered to date. To estimate residential usage and percentage of overall system use, the approximate number of residential connections (4,200) was multiplied by the typical August usage of 11,000 gallons per connection which was then divided by the metered citywide use. ",18488,122.0,,,-99999,NULL,68000000,75000000,89.3,0.68,No Correction,Tulare Lake,98.5
15-Feb,02/01/2015 00:00,"Windsor, Town of",Stage 2 Mandatory 20%  ,Yes,165.098,187.746,AF,,27391,52.0,,,2.089,AF,53797419,61177302,51.9,0.74,No Correction,North Coast,59.0
15-Feb,02/01/2015 00:00,Indian Wells Valley Water District,2,Yes,100399000.0,114142000.0,G,Includes single and multi-family residential use and excludes commercial and public use.,31120,84.6,Ordinance 93 restricts landscape watering to between the hours of 8:00 PM and 8:00 AM from May 1st to October 31st and requires leaks to be repaired in a timely manner.  There is a four-step penalty process for repeated violations.  The initial violation is a warning along with educational materials provided.  A second violation can result in a fine of up to $50 added to the bill for the account.  A third violation can result in a fine of up to $200 added to the bill and issuing a warning that service may be terminated within 30 days if the issue is not addressed.  A fourth violation can result in a 48 hour notice of termination of service.,,-99999,NULL,100399000,114142000,84.1,0.73,No Correction,South Lahontan,95.6
15-Feb,02/01/2015 00:00,San Francisco Public Utilities Commission,Stage 1,Yes,1874.6,1993.5,MG,,846601,43.52,See August 2014 Report.,See August 2014 Report.,3.85,MG,1874600000,1993500000,43.5,0.5504,No Correction,San Francisco Bay,46.3
15-Feb,02/01/2015 00:00,Brawley  City of,2,Yes,74.68,160.03,MG,,27743,95.76,,,0,MG,74680000,160030000,95.2,0.99,No Correction,Colorado River,204.0
15-Feb,02/01/2015 00:00,Ontario  City of,Stage 1,Yes,2025.0,1946.0,AF,,166866,79.0,,,176,AF,659849140,634106877,79.1,0.56,No Correction,South Coast,76.0
15-Feb,02/01/2015 00:00,Huntington Beach  City of,Level 1,Yes,1848.5,1822.7,AF,,196041,74.62,,,-99999,NULL,602336363,593929396,74.6,0.68,No Correction,South Coast,73.6
15-Feb,02/01/2015 00:00,Calaveras County Water District,Stage III,Yes,71.871,81.678,MG,"In accordance with guidance from the State Water Resources Control Board (SWRCB), the Calaveras County Water District has excluded water used by commercial accounts, non-revenue water and wholesale accounts from Percentage Residential Use. These adjustments are reflected in CCWD's report of Percentage Residential Use. A detailed staff report substantiating these changes has been provided to SWRCB staff via hard copy and email. Please note that a peak population multiplier is no longer being applied, because the population influx of tourists & large groups of vacationing second homeowners is between June & September in Calaveras County. CCWD is using the population reported in its Urban Water Management Plan for the months of October through May.",31750,43.66,"CCWD will strive to educate and inform customers of conservation measures before taking enforcement action. If customers violate the conservation order, they will first receive a written warning letter. If the problem persists, those in violation could have their water governed by a flow-restricting device for a period of 30 days, or until the CCWD Board of Directors repeals the state of emergency. Those in violation could be fined up to $500/day. The district may also pursue a misdemeanor violation of California Water Code Section 31029. If convicted of this crime, a person could be put in jail for up to 30 days, fined up to $600 or both.","All irrigation is prohibited between 10 a.m. and 6 p.m. Residential landscaping can only be watered on an odd/even day watering cycle Odd-numbered addresses: Tuesdays, Thursdays and Saturdays. Even-numbered addresses: Mondays, Wednesdays and Thursdays No outdoors watering on Sundays Filling of new or existing pools and spas is prohibited, however topping off pools and spas is allowed. Customers are encouraged to use pool and spa covers. Pressure-washing/cleaning hardscape (e.g. houses, patios, driveways and sidewalks) is prohibited Use of water in decorative fountains and ponds is prohibited unless used to preserve aquatic life, if present No wasteful or negligent use of water (e.g. allowing water to run off property into the street) Irrigation water for commercial landscaping, schools and parks shall be reduced by 35% Treated effluent will be used for dust control.",-99999,NULL,71871000,81678000,43.7,0.54,No Correction,San Joaquin River,49.6
