Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,Optional_Recycled_Water,Recycled_Water_Units,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_Production_Monthly_Gallons_Month_2013,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
14-Aug,08/01/2014 00:00,Orange Vale Water Company,3,Yes,523.05,737.1,AF,,15200,343.6,We have been monitoring our district to make sure our customers have no run off and are using water wisely. ,,-99999,NULL,170436589,240185087,343.6,0.95,No Correction,Sacramento River,484.2
14-Aug,08/01/2014 00:00,Dublin San Ramon Services District,3,Yes,259.519,404.05,MG,"In the previous August 2014 report this number was estimated at 80%.  With recent data gathered, this number was calculated to be 72.6%.  this data is gathered by DSRSD's computer system and this percentage includes all residential categories and the prison and jail units.",78262,77.7,,,-99999,NULL,259519000,404050000,77.7,0.726,No Correction,San Francisco Bay,120.9
14-Aug,08/01/2014 00:00,Los Angeles Department of Water and Power,Phase 2,Yes,49167,55107,AF,"Total water production was re-submitted to include final supply volume instead of preliminary supply volume. Population was re-submitted to account for monthly projected increases in population change. Temperature - August 2014 was 3 degrees hotter than August 2013, and 1.4 degrees hotter than July 2014. ",3957729,88.8,"Our Water Conservation Response Unit (WCRU), a.k.a. Water Cops, actively patrol Los Angeles communities and enforce the Citys Emergency Water Conservation Ordinance. The WCRU investigates reports of wasteful water use and educates violators on the importance of complying with the Water Conservation Ordinance. Repeat violators are issued monetary fines ranging from $100-$600.","Water conservation in Los Angeles has increased in August compared to July. Water use from July 2013 to July 2014 reduced by 7.1%, while water use from August 2013 to August 2014 reduced by 10.8%. LAs residential GPCD for August 2014 was 88.8 gallons per person per day. This is noteworthy considering the size of Los Angeles and its 5 microclimates, and the varied socioeconomic sectors in the city. LADWPs turf removal program has replaced over 8 million square feet of turf with California-friendly, drought tolerant gardens. This amounts to almost 200 acres of turf removed in Los Angeles over the life of the program. ",1100,AF,16021137111,17956694588,88.8,0.68,No Correction,South Coast,99.5
14-Aug,08/01/2014 00:00,Camrosa Water District,n/a,No,950.32,1020.91,AF,NULL,35738,183.85,NULL,,-99999,NULL,309663128,332664980,184.5,0.66,No Correction,South Coast,198.2
14-Aug,08/01/2014 00:00,El Dorado Irrigation District,2,Yes,4110,5480,AF,Monthly production includes estimated agricultural use of 47.4%. The estimated percentages for residential and agricultural use vary from month to month due to the Districts bi-monthly meter reading cycles. Monthly production includes wholesale deliveries to the City of Placerville because they are not an urban water supplier. Report does not include 416 acre-feet of recycled water produced for uses that would otherwise require potable water.,128500,78,,,-99999,NULL,1339249365,1785665820,78,0.232,No Correction,Sacramento River,104
14-Aug,08/01/2014 00:00,El Centro  City of,None,Yes,246575000,275070000,G,"We have adopted the state guidelines from the latest regulation. Residential use does not include commercial, landscaping, or industry.",44311,107.7,,,-99999,NULL,246575000,275070000,107.7,0.6,No Correction,Colorado River,120.1
14-Aug,08/01/2014 00:00,Milpitas  City of,,,437689,502386,CCF,2 month bill cycle,70817,66,,,-99999,NULL,327414109,375810826,85,0.57,No Correction,San Francisco Bay,97.6
14-Aug,08/01/2014 00:00,Santa Rosa  City of,Stage 1 - Mandatory,Yes,580628381,701906695,G,,170093,73.8,"The City has implemented Stage 1 - Mandatory.   The City has implemented weekly water watch patrols and also provides options for the community to report water waste and Stage 1 Mandatory violations through our website, hotline and MySantaRosa app.  Water Use Efficiency staff and City field crews have been trained and can door tag any home or business for a violation.  The City has a progressive enforcement program that starts with information and education and can ultimately lead to turning off the customers water.","The City has implemented Stage 1 - Mandatory, which requires the following: -20% community-wide reduction in water use; -Compliance with the Citys water waste ordinance which prohibits runoff from irrigated areas and prohibits property side breaks and leaks; -Irrigation can only occur between the hours of 8 PM through 6 AM;   -Prohibits washing down hardscapes unless required for public health and safety; -Prohibits using potable water for street washing;  -Requires shut-off hose nozzles for all garden and utility hoses; and - Requires Water-on-request at all restaurants. The City is providing information to the community through bill inserts, bill face messages, social media, dedicated website, radio and newspaper ads.  The City offers numerous rebates and incentive programs, including free home and commercial audits. The City continues to participate in the regional media campaign - ""There's a Drought On. Turn the Water Off.""  The media campaign includes newspaper and radio ads, before the movie ads, dedicated website, and local cable channel video. In addition, a DIY Outdoor Drought Solutions event was held August 23rd from 10AM - 4PM to educate the community about outdoor efficiency, rebates and incentive programs. ",-99999,NULL,580628381,701906695,73.8,0.67,No Correction,North Coast,89.2
14-Aug,08/01/2014 00:00,Westminster  City of,Level One Water Supply Shortage,Yes,1149.3,1219.4,AF,N/A,93322,103.6,,,-99999,NULL,374501045,397343230,103.6,0.8,No Correction,South Coast,109.9
14-Aug,08/01/2014 00:00,Mid-Peninsula Water District,None,No,128924,155788,CCF,,26030,101.6,,,-99999,NULL,96441849,116537517,101.6,0.85,No Correction,San Francisco Bay,122.7
14-Aug,08/01/2014 00:00,Olivenhain Municipal Water District,2,Yes,2240.1,2412.4,AF,No revenue will be collected for 4.61 AF of water usage reported by water treatment plant and system operators.    65%-Usage by code (customer sector) is not available at the time of reporting so a three-year average of water used by residential customers in this month is used.   Population is based on figures calculated by California Department of Finance.  Wholesale invoices are used for production data.  Recycled water totals are not available at time of reporting.,83368,184,,,-99999,NULL,729939782,786083982,183.6,0.65,No Correction,South Coast,197.7
14-Aug,08/01/2014 00:00,Daly City  City of,II,Yes,262469,276867,CCF,,103347,48,,,-99999,NULL,196340447,207110899,58.8,0.96,No Correction,San Francisco Bay,62.1
14-Aug,08/01/2014 00:00,Delano  City of,Stage 2,Yes,330.28,367.63,MG,Used current urban water management plan.,48957,113.2,,,-99999,NULL,330280000,367630000,113.2,0.52,No Correction,Tulare Lake,126
14-Aug,08/01/2014 00:00,Anaheim  City of,N/A,Yes,6534,6625,AF,"The monthly production includes groundwater, imported water, and water from storage.  The Residential Use Percentage excludes system water losses. ",356762,107.8,,,-99999,NULL,2129113224,2158765704,107.8,0.56,No Correction,South Coast,109.3
14-Aug,08/01/2014 00:00,Elsinore Valley Municipal Water District,II,Yes,2816.3,2976.9,AF,"This monthly report has been updated to reflect changes in R-GPCD values due to changes to the Percent Residential Use (PRU) factor and updated population values.  For all monthly submissions until December 2015, Elsinore Valley Municipal Water District (EVMWD) assumed that all water (residential and commercial) utilized for landscape irrigation would be considered in the estimation of the PRU.  Based on discussions with SWRCB, it became clear to EVMWD that commercial customers with irrigation demands should not be included in the estimation of the PRU. EVMWD also submitted a memorandum to Eric Oppenheimer documenting these changes.  For all the monthly submissions, EVMWD was using an old population value  from prior Electronic Annual Reports (EAR). However, during the review process, it was found out that EVMWD could use updated population values by applying SWRCB suggested methodology to estimate population (Simplified California Urban Water Service Area Population Methodology).  EVMWD submitted an email to Mark Emmerson documenting these changes. SWRCB staff advised EVMWD to send updated R-GPCD numbers. ",147171,145.9,,,669.6,AF,917695374,970027113,146.8,0.73,No Correction,South Coast,155.2
14-Aug,08/01/2014 00:00,Coachella Valley Water District,2,Yes,12554.6,13094.4,AF,"Data obtained from city planning departments within the Coachella Valley Water District service area indicated a ""snowbird"" or seasonal population of approximately 32.8%.  Total population for this report was adjusted from the original census data to include these residents who own homes and use potable water for landscape purposes in all months of the year.",301633,307.6,,,-99999,NULL,4090934325,4266828926,307.6,0.703,No Correction,Colorado River,320.8
14-Aug,08/01/2014 00:00,Lake Hemet Municipal Water District,3,Yes,1090.5,1271.2,AF,,52914,161.2,,,-99999,NULL,355340981,414222334,161.2,0.744,No Correction,South Coast,187.9
14-Aug,08/01/2014 00:00,Carmichael Water District,2,Yes,338.74,434.57,MG,Carmichael Water District collects meter data on a bimonthly basis.  Half of the meters are read each month therefor data is not available until the end of the following month.  The above percentage is based on previous year data.,37899,236.4,,,-99999,NULL,338740000,434570000,236.4,0.82,No Correction,Sacramento River,303.3
14-Aug,08/01/2014 00:00,Monte Vista Water District,1,Yes,984.9,1061.85,AF,"Service Area Population: The State Boards recommended methodology determines a non-municipal service area population by obtaining 2010 U.S. Census data and adjusting based on growth in combined single-family and multi-family residential connections. Using this method, the District has seen no population growth over the past five years. However, our records show that at least three multi-family residential complexes with 453 additional residential units have been developed in the District since 2010. Additionally, the Department of Finance estimates that the population of the city of Montclair, which is served entirely by the District and comprises two-thirds of the Districts retail service area, grew by 1.9% between 2010 and 2014. It is, therefore, more appropriate to calculate the Districts retail service area population based on known, proven, and documented growth rather than by changes in the number of residential connections. Calculation: 2010 US Census population = 53425 + 1.9% = 54460. Calculation can be cross-checked by multiplying added multi-family residential units from 2010 to 2014 (all in Montclair) by average persons per household and occupancy rate for Montclair in 2014 (Department of Finance estimates). Calculation: 453 x 3.86 = 1749 x 96.1% = 1680. Added to 2010 population of 53425 provides a 2014 est. population of 55105. As a result, 54460 appears to be a conservative estimate for District's service area population. This number is also consistent with the District's latest monitoring reports.         Percent Residential Use: The State Boards recommended methodology is to use billing data for the volume of water provided to residential customers from the previous year as a percentage of total monthly potable water production. The District originally interpreted this recommendation as taking the percentage of residential billing usage based on total billed usage and then applying this percentage to total production. However, the District has reviewed statewide reporting data and finds that other agencies have developed their residential use percentage based on total production rather than total billed usage. This method more accurately reflects the percentage of residential demand compared to all other demands in the given period, including non-revenue water uses. As we bill bimonthly, we are using discretion per the guidance in comparing total annual production to total residential consumption for Fiscal Year 2013-14. Calculation: 6628 Total Residential Consumption / 10304 Total Production = 64% Percent Residential Use. ",54460,122,,,-99999,NULL,320931070,346005338,121.7,0.64,No Correction,South Coast,131.2
14-Aug,08/01/2014 00:00,Pleasanton  City of,Stage 3,Yes,480.29,721.159,MG,Commercial: 8.9% Irrigation: 22.7 % Multi-Family Residential: 7.3% Single Family Residential: 61.2%  City of Pleasanton bills bi-monthly in arrears so this data reflects consumption percentage by revenue class billed in August. ,71871,147.7,,,4.44,MG,480290000,721159000,147.7,0.685,No Correction,San Francisco Bay,221.7
14-Aug,08/01/2014 00:00,Santa Monica  City of,2,Yes,421.3,436.9,MG,"As noted in our submission for reporting month 0914, early PRU estimates were found to be inaccurate and are amended with this corrected report.  We read meters on a bimonthly billing cycle, have 52 different routes, and readings do not always cover the same number of days each time.  We have determined that the most accurate and representative method of estimating PRU requires averaging the residential usage over several months at a minimum.  We have now adopted an Running Annual Average to determine the PRU.",92185,98.8,,,4.1,MG,421300000,436900000,98.8,0.67,No Correction,South Coast,102.4
14-Aug,08/01/2014 00:00,Riverside  City of,Stage 2,Yes,6826,7807,AF,"Through a more thorough evaluating of the population data for our service area, it has come to our attention that the students, which live on campus (or adjacent to), attending University of California Riverside, Cal Baptist University, and La Sierra University were not included in the original population estimates.  Between these three universities, about 35,000 students were not accounted for.  Therefore, we are resubmitting revised monthly reports that more accurately reflect the population served by Riverside Public Utilities.",332557,119,na,na,17,AF,2224261841,2543922091,118.7,0.55,No Correction,South Coast,135.7
14-Aug,08/01/2014 00:00,Contra Costa Water District,2,Yes,3388,3901,AF,Reported values are based on consumption data.,197536,132.1,,,-99999,NULL,1103984635,1271146417,132.1,0.733,No Correction,San Francisco Bay,152.2
14-Aug,08/01/2014 00:00,"Imperial, City of",1,Yes,88136000,93355000,G,,17354,130.78,,The original report submitted indicated our residential use was 100% and no Non-revenue Water was previously reported.  We are correcting this months report to reflect actual residential use.,-99999,NULL,88136000,93355000,130.8,0.7982,No Correction,Colorado River,138.5
14-Aug,08/01/2014 00:00,California Water Service Company Antelope Valley,2,Yes,101.3,110.7,AF,2013 production resubmitted  due to faulty meter. Production provided is based on metered sales amount.,3424,286.7,,,-99999,NULL,33008750,36071753,286.7,0.922,No Correction,South Lahontan,313.3
14-Aug,08/01/2014 00:00,Irvine Ranch Water District,Stage 1,No,5773.2,6084.4,AF,"IRWD has an approved Alternate Plan for Allocation Based Rates to demonstrate compliance with the regulation. IRWD has taken actions to effectively implement all measures included in Stage 1 of its water shortage contingency plan. Population data was updated by Center for Demographic Research in 2014, based on Dept of Finance census data. IRWD is still developing and adding new service connections each month. There has been approximately 3% growth since the same month last year. Estimate of population is updated each monthly report to reflect growth from new accounts.  IRWD implements all of the required mandatory prohibitions at all times, regardless of drought.",378750,86.5,,,2277.5,AF,1881205458,1982610422,86.5,0.54,No Correction,South Coast,91.2
14-Aug,08/01/2014 00:00,Watsonville  City of,Statewide Emergency Conservation,Yes,243743196,274378724,G,"18.0% of this month's water was delivered to one agricultural customer. The other 82.0% was delivered to a combination of Residential, Commercial/Institutional, Industrial, and Other accounts.",65739,98.1,,,-99999,NULL,243743196,274378724,98.1,0.82,No Correction,Central Coast,110.4
14-Aug,08/01/2014 00:00,San Jose  City of,1,Yes,690,791,MG,"Local economy has improved over the last 1-2 years, and several new multi-family residential developments were constructed and occupied during this time.  Percentage Residential Use varies monthly because Muni Water bills bimonthly. So the Percentage Residential Use is calculated based on the consumption of the reporting month and the previous month.  Recycled water information (reported in #11) is customer usage data, which is also billed bimonthly.",114974,91,"Muni Water continued to implement its enforcement process, which starts with notification and education and escalates to potential fines as listed in the City of San Jose Municipal Code. Muni Water also coordinated with the other retailers in San José and with Muni Water's wholesale providers to ensure that water waste response is adequate and not duplicated in areas of San José outside the Muni Water service area.","On Aug. 26, 2014 the San Jose City Council declared a water shortage of 20%. This triggered Stage 1 of Muni Waters Water Shortage Contingency Plan, which includes mandatory restrictions on daytime watering. In addition, Muni Water is actively performing outreach to inform its customers of other water use restrictions, which are in effect at all times to prevent water waste. Muni Water is notifying its customers of these restrictions via direct mail to all customers, a website page explaining the restrictions, and social media outlets. Other outreach actions are also planned.",236,MG,690000000,791000000,91,0.47,No Correction,San Francisco Bay,104.3
14-Aug,08/01/2014 00:00,Dinuba  City of,Stage 2,Yes,183.24,207.32,MG,,21453,192.9,,,-99999,NULL,183240000,207320000,192.9,0.7,No Correction,Tulare Lake,218.2
14-Aug,08/01/2014 00:00,Casitas Municipal Water District,Stage 1,Yes,1478.32,1510.61,AF,New data includes agriculture usage. The previous reporting data included meter read information only and not utilize water entering the potable distribution system. It only included a portion of residential customers because residential billing was done bi-monthly for only a part of the residential community and the data was for a two month period for those customers. The new data subtracts resale and agricultural meter reads from the water entering the distribution system. For the residential customers it takes half the portion from one group served during the month (for the bi-monthly billing period) and half the portion from the other residential billing group to get an approximate amount of water served for the month to residential customers.,9603,186.08,,,-99999,NULL,481712682,492234424,186.1,0.115,No Correction,South Coast,190.2
14-Aug,08/01/2014 00:00,Sacramento Suburban Water District,Stage 2 - Water Warning,Yes,1241.361,1545.284,MG,"Percentage Residential Use: The estimated percentage of residential water usage was calculated using the following formula:   Residential Water Use = (TMP * % NRW) - CII TMP  = Total Monthly Production (MG) %NRW = Net Residential Water, Percentage of TMP remaining after deducting water loss as calculated by the American Water Works Association (AWWA) Water Loss Software. CII = Metered water use by Commercial, Industrial, and Institutional customers  Total Population Served: The value in Item 7, Total Population Served, was changed from 170615, the figure taken from our 2010 Urban Water Management Plan, to 174,030. The new number is a calculated value for August 2014 based on an estimated 0.0.036% increase in population per month since 2010.   ",174030,190.3,,,-99999,NULL,1241361000,1545284000,191,0.83,No Correction,Sacramento River,237.7
14-Aug,08/01/2014 00:00,San Jose Water Company,3,Yes,4543,5204,MG,,946494,108.4,,,129275,CCF,4543000000,5204000000,108.4,0.7,No Correction,San Francisco Bay,124.2
14-Aug,08/01/2014 00:00,Rowland Water District,Conservation Rate,No,1113.2,1166.3,AF,,58000,102.9,,,88.9,AF,362737809,380040519,102.9,0.51,No Correction,South Coast,107.8
14-Aug,08/01/2014 00:00,Folsom  City of,3,Yes,2229,2754,AF,,62620,232,,,-99999,NULL,726322831,897394830,232,0.62,No Correction,Sacramento River,286.6
14-Aug,08/01/2014 00:00,Chino  City of,See Qualification Statement,,1632.43,1693.45,AF,"The City of Chino's Water Conservation Ordinance describes the elements of it Water Shortage Contingency Plan and it stipulates that water conservation is required (i.e., mandatory) at all times.  Enhanced conservation measures are required/implemented in an escalating fashion depending on water supply circumstances.",76618,114.8,,,-99999,NULL,531929645,551813099,114.8,0.5126,No Correction,South Coast,119.1
14-Aug,08/01/2014 00:00,South Tahoe Public Utilities District,1,Yes,240.7,272.8,MG,"Second homes increase the residential population during certain seasons of the year and calculations were made based on data collected on number of residents per home, per visit, and are reflected in each monthly report. Documentation which captures the monthly residential population and water use, including permanent and second home owners, is available upon request. Calculations include an estimated % of non-revenue water. ",33124,98.4,,,-99999,NULL,240700000,272800000,98.5,0.42,No Correction,North Lahontan,111.6
14-Aug,08/01/2014 00:00,Hi-Desert Water District,1,Yes,301.96,326.03,AF,"Residential water use is calculated using consumption data by comparing residential water users (SFR, MHP, and MTF) to the remaining accounts such as irrigation, commercial, and public entities.",24601,93.8,"The District has issued warning letters to customers found to be in violation of its ordinances. The District's customers have also been very cooperative in reporting water waste such as runoff, leaking irrigation, etc.  ",,-99999,NULL,98394097,106237341,93.8,0.7268,No Correction,Colorado River,101.2
14-Aug,08/01/2014 00:00,"Soledad, City of",Stage 1,No,76115400,78125800,G,"Note: Population is based off of offical census. However, the actual unoffical population is closer to 20,000 persons.",16729,121.8,,,-99999,NULL,76115400,78125800,121.8,0.83,No Correction,Central Coast,125
14-Aug,08/01/2014 00:00,North Marin Water District,2,Yes,300,360,MG,,61263,129.5,,,26,MG,300000000,360000000,129.5,0.82,No Correction,San Francisco Bay,155.4
14-Aug,08/01/2014 00:00,Marin Municipal Water District,1,Yes,2590,2960,AF,Residential water use accounts for 75 percent of the total water use on an annual basis.,187500,108.9,,,80.2,AF,843955196,964520224,108.9,0.75,No Correction,San Francisco Bay,124.5
14-Aug,08/01/2014 00:00,Shafter  City of,3,No,167,217,MG,"City services are not fully-metered to date. To estimate residential usage and percentage of overall system use, the approximate number of residential connections (4,200) was multiplied by the typical August usage of 32,000 gallons per connection which was then divided by the metered citywide use.",18488,242,,,-99999,NULL,167000000,217000000,233.1,0.8,No Correction,Tulare Lake,302.9
14-Aug,08/01/2014 00:00,"Windsor, Town of",Stage 2 Mandatory 20%  ,Yes,372.554,432.887,AF,,28234,92.9,,,91.52,AF,121397253,141056847,92.9,0.67,No Correction,North Coast,108
14-Aug,08/01/2014 00:00,Indian Wells Valley Water District,2,Yes,267974000,285557000,G,The percentage residential use is being corrected.  The original reported percentage of 92% was the number of residential accounts NOT the residential water use.  ,31120,242,,,-99999,NULL,267974000,285557000,241.9,0.871,No Correction,South Lahontan,257.8
14-Aug,08/01/2014 00:00,San Francisco Public Utilities Commission,Stage 1,Yes,2224.05,2441.42,MG,"SFPUC calculated ""Percentage Residential Use"" by reporting total residential sales as a percentage of total monthly potable water production.  Since potable water production includes leaks, flushing, and other non-revenue water, this percentage is somewhat skewed.  If one only considers residential sales compared to commercial/industrial sales, approximately 61% are residential. ",846601,44.9,"To enforce the SWRCB regulations, the SFPUC is focusing on education and notification. Citations will be reserved only for severe and/or repeated documented water waste activities. We are also implementing a parallel communications effort to encourage reporting of water savers.   The notification process will be as follows: - First notification: Courtesy letter to account holder/property owner/ business - Second notification: Second letter accompanied by potential site visit to document water waste - Third notification: Automatic site visit; door hanger that urges immediate action and identifies assistance/training opportunities; further documentation - Final action: Citation issued in person or via mail to account holder or business  Citations will start at $100 per violation. ","On August 12, the San Francisco Public Utilities Commission authorized its General Manager to impose mandatory restrictions, as required pursuant to the State Water Resources Control Boards Emergency Regulations, on outdoor irrigation by reducing all outdoor irrigation of ornamental landscapes or turf with potable water by retail customers by at least 10%.    At its August 26, 2014 meeting the Commission adopted excessive use charges applicable to the approximately 1,600 retail potable water irrigation accounts.  These irrigation accounts will be assigned water allocations set to 90% of their 2013 water use for the corresponding billing month.  For each customer account, an excess use charge for water use above the 90% cumulative allocation will be assessed at two times the applicable water rate for that account.  ",12.89,MG,2224050000,2441420000,44.9,0.53,No Correction,San Francisco Bay,49.3
14-Aug,08/01/2014 00:00,Brawley  City of,2nd stage,No,169.26,273.04,MG,,27743,173.4,,,0,MG,169260000,273040000,173.4,0.8811,No Correction,Colorado River,279.7
14-Aug,08/01/2014 00:00,Ontario  City of,Stage 1,Yes,3643,3805,AF,,166866,121.6,,,488,AF,1187076749,1239864680,121.6,0.53,No Correction,South Coast,127
14-Aug,08/01/2014 00:00,Huntington Beach  City of,One,Yes,2915.6,3053,AF,,196041,106.3,,,-99999,NULL,950052421,994824407,106.3,0.68,No Correction,South Coast,111.3
