Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,Optional_Recycled_Water,Recycled_Water_Units,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_Production_Monthly_Gallons_Month_2013,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
14-Sep,09/01/2014 00:00,Orange Vale Water Company,3,Yes,445.79,520.27,AF,,15200,290,,,-99999,NULL,145261308,169530722,270.8,0.85,No Correction,Sacramento River,316
14-Sep,09/01/2014 00:00,Dublin San Ramon Services District,3,Yes,244.429,376.77,MG,"In the previous September 2014 report this number was estimated at 74.7%  With recent data gathered, this number was calculated to be 70.7%.  This data is gathered by DSRSD's computer system and this percentage includes all residential categories and the prison and jail units.",78485,73.4,,,-99999,NULL,244429000,376770000,73.4,0.707,No Correction,San Francisco Bay,113.1
14-Sep,09/01/2014 00:00,Los Angeles Department of Water and Power,Phase 2,Yes,47837,53557,AF,"Total water production was re-submitted to include final supply volume instead of preliminary supply volume. Population was re-submitted to account for monthly projected increases in population change. Temperature  September 2014 was 2.5 degrees hotter than September 2013, 1.3 degrees hotter than August 2014, and 4.3 degrees hotter than the long-term average temperature for September. ",3960940,89.2,"Our Water Conservation Response Unit (WCRU), a.k.a. Water Cops, actively patrol Los Angeles communities and enforce the Citys Emergency Water Conservation Ordinance. The WCRU investigates reports of wasteful water use and educates violators on the importance of complying with the Water Conservation Ordinance. Repeat violators are issued monetary fines ranging from $100-$600. The WCRU has issued over 3,100 citations this year. ","Water use has continued to decrease; September 2014 compared to September 2013 has shown a decrease in water usage of 10.7%. LAs residential GPCD for September 2014 was 89.2 gallons per person per day. This is noteworthy considering the size of Los Angeles and its 5 microclimates, and the varied socioeconomic sectors in the city. LAs mayor just signed an executive directive restricting outdoor watering of city facilities to no more than 2 days per week. He also increased the residential turf removal rebate to $3.75 per square foot.  ",1040,AF,15587754713,17451624876,89.2,0.68,No Correction,South Coast,99.9
14-Sep,09/01/2014 00:00,Camrosa Water District,stage one,No,886.2,967.83,AF,NULL,35738,177.21,,,-99999,NULL,288769535,315368787,177.8,0.66,No Correction,South Coast,194.1
14-Sep,09/01/2014 00:00,El Dorado Irrigation District,2,Yes,3435,4206,AF,Monthly production includes estimated agricultural use of 18.3%. The estimated percentages for residential and agricultural use vary from month to month due to the Districts bi-monthly meter reading cycles. Monthly production includes wholesale deliveries to the City of Placerville because they are not an urban water supplier. Report does not include 328 acre-feet of recycled water produced for uses that would otherwise require potable water.,128500,193.1,,,-99999,NULL,1119299652,1370531102,193.1,0.665,No Correction,Sacramento River,236.4
14-Sep,09/01/2014 00:00,El Centro  City of,None,Yes,236390000,228637000,G,Adopted state guidelines that were implemented in July 2014,44311,124,,,-99999,NULL,236390000,228637000,124.5,0.7,No Correction,Colorado River,120.4
14-Sep,09/01/2014 00:00,Milpitas  City of,2,Yes,354063,392210,CCF,,70817,63,,,-99999,NULL,264857517,293393455,59.8,0.48,No Correction,San Francisco Bay,66.3
14-Sep,09/01/2014 00:00,Santa Rosa  City of,1 - Mandatory,Yes,639349253,694288510,G,"Due to variation in the number of days in the billing cycle between Sept. 2013 (29) and Sept. 2014 (35), the daily average water production decreased 23.7% in Sept. 2014 (compared to Sept. 2013) as a result of Santa Rosa's conservation efforts. Enforcement The City has implemented Stage 1 - Mandatory. The City has implemented weekly water watch patrols and also provides options for the community to report water waste and Stage 1 Mandatory violations through our website, hotline and MySantaRosa app. Water Use Efficiency staff and City field crews have been trained and can door tag any home or business for a violation. The City has a progressive enforcement program that starts with information and education and can ultimately lead to turning off the customers water. Implementation The City has implemented Stage 1 - Mandatory, which requires the following: -20% community-wide reduction in water use; -Compliance with the Citys water waste ordinance which prohibits runoff from irrigated areas and prohibits property side breaks and leaks; -Irrigation can only occur between the hours of 8 PM through 6 AM; -Prohibits washing down hardscapes unless required for public health and safety; -Prohibits using potable water for street washing; -Requires shut-off hose nozzles for all garden and utility hoses; and - Requires Water-on-request at all restaurants. The City is providing information to the community through bill inserts, bill face messages, social media, dedicated website, radio and newspaper ads. The City offers numerous rebates and incentive programs, including free home and commercial audits. The City continues to participate in the regional media campaign - ""There's a Drought On. Turn the Water Off."" The media campaign includes newspaper and radio ads, before the movie ads, dedicated website, and local cable channel video. In addition, a DIY Outdoor Drought Solutions event will be held August 23rd from 10AM - 4PM to educate the community about outdoor efficiency, rebates and incentive programs. ",170093,86,,,-99999,NULL,639349253,694288510,86.5,0.69,No Correction,North Coast,93.9
14-Sep,09/01/2014 00:00,Westminster  City of,Level One Water Supply Shortage ,Yes,1089.8,1149.1,AF,R-GCPD = [ (TMP*PRU*C) / TPS] / 30 (number of days in September),93322,88.2,,,-99999,NULL,355112885,374435875,88.2,0.695,No Correction,South Coast,93
14-Sep,09/01/2014 00:00,Mid-Peninsula Water District,2,Yes,118284,145551,CCF,,26030,96.3,,,-99999,NULL,88482577,108879709,96.3,0.85,No Correction,San Francisco Bay,118.5
14-Sep,09/01/2014 00:00,Olivenhain Municipal Water District,2,Yes,2199.3,2242.4,AF,No revenue will be collected for 4.63 AF of water usage reported by water treatment plant and system operators.    68%-Usage by code (customer sector) is not available at the time of reporting so a three-year average of water used by residential customers in this month is used.   Population is based on figures calculated by California Department of Finance.  Wholesale invoices are used for production data.  Recycled water totals are not available at time of reporting.,83368,198,,,-99999,NULL,716645043,730689240,194.8,0.68,No Correction,South Coast,198.7
14-Sep,09/01/2014 00:00,Daly City  City of,ll,Yes,242607.45,261348.97,CCF,,104462,43.5,,,-99999,NULL,181482976,195502606,55.6,0.96,No Correction,San Francisco Bay,59.9
14-Sep,09/01/2014 00:00,Delano  City of,Stage 2,Yes,289,317.1,MG,Base on 2010 UWMP and 2013-14 Data.  Previous Sept. 2014 entries for 2013 and 2014 were reversed!!!!!  This is the corrected numbers.,48957,125,Per COD water ordinance.,Per COD water ordinance.,-99999,NULL,289000000,317100000,124,0.63,No Correction,Tulare Lake,136
14-Sep,09/01/2014 00:00,Anaheim  City of,N/A,Yes,6166,6755,AF,"The monthly production includes groundwater, imported water, and water from storage.  The Residential Use Percentage excludes system water losses. ",356762,105.1,,,-99999,NULL,2009199899,2201126389,105.1,0.56,No Correction,South Coast,115.2
14-Sep,09/01/2014 00:00,Elsinore Valley Municipal Water District,II,Yes,2663.7,3058,AF,"This monthly report has been updated to reflect changes in R-GPCD values due to changes to the Percent Residential Use (PRU) factor and updated population values.  For all monthly submissions until December 2015, Elsinore Valley Municipal Water District (EVMWD) assumed that all water (residential and commercial) utilized for landscape irrigation would be considered in the estimation of the PRU.  Based on discussions with SWRCB, it became clear to EVMWD that commercial customers with irrigation demands should not be included in the estimation of the PRU. EVMWD also submitted a memorandum to Eric Oppenheimer documenting these changes.  For all the monthly submissions, EVMWD was using an old population value  from prior Electronic Annual Reports (EAR). However, during the review process, it was found out that EVMWD could use updated population values by applying SWRCB suggested methodology to estimate population (Simplified California Urban Water Service Area Population Methodology).  EVMWD submitted an email to Mark Emmerson documenting these changes. SWRCB staff advised EVMWD to send updated R-GPCD numbers. ",147178,140.9,,,606.4,AF,867970446,996453664,141.5,0.72,No Correction,South Coast,162.5
14-Sep,09/01/2014 00:00,Coachella Valley Water District,2,Yes,9186.1,10107.2,AF,"Data obtained from city planning departments within the Coachella Valley Water District service area indicated a ""snowbird"" or seasonal population of approximately 32.8%.  Total population for this report was adjusted from the original census data to include these residents who own homes and use potable water for landscape purposes in all months of the year.",301633,231.9,,,-99999,NULL,2993303794,3293445543,231.9,0.701,No Correction,Colorado River,255.1
14-Sep,09/01/2014 00:00,Lake Hemet Municipal Water District,3,Yes,949.1,1227,AF,,52914,136,,,-99999,NULL,309265589,399819701,136.4,0.7,No Correction,South Coast,176.3
14-Sep,09/01/2014 00:00,Carmichael Water District,2,Yes,294.65,349.04,MG,Carmichael Water District collects meter data on a bimonthly basis.  Half of the meters are read each month therefore data is not available until the end of the following month. The above percentage is based on previous year data.,38354,203,,,-99999,NULL,294650000,349040000,220.2,0.86,No Correction,Sacramento River,260.9
14-Sep,09/01/2014 00:00,Monte Vista Water District,1,Yes,950.99,1000.48,AF,"Service Area Population: The State Boards recommended methodology determines a non-municipal service area population by obtaining 2010 U.S. Census data and adjusting based on growth in combined single-family and multi-family residential connections. Using this method, the District has seen no population growth over the past five years. However, our records show that at least three multi-family residential complexes with 453 additional residential units have been developed in the District since 2010. Additionally, the Department of Finance estimates that the population of the city of Montclair, which is served entirely by the District and comprises two-thirds of the Districts retail service area, grew by 1.9% between 2010 and 2014. It is, therefore, more appropriate to calculate the Districts retail service area population based on known, proven, and documented growth rather than by changes in the number of residential connections. Calculation: 2010 US Census population = 53425 + 1.9% = 54460. Calculation can be cross-checked by multiplying added multi-family residential units from 2010 to 2014 (all in Montclair) by average persons per household and occupancy rate for Montclair in 2014 (Department of Finance estimates). Calculation: 453 x 3.86 = 1749 x 96.1% = 1680. Added to 2010 population of 53425 provides a 2014 est. population of 55105. As a result, 54460 appears to be a conservative estimate for District's service area population. This number is also consistent with the District's latest monitoring reports.         Percent Residential Use: The State Boards recommended methodology is to use billing data for the volume of water provided to residential customers from the previous year as a percentage of total monthly potable water production. The District originally interpreted this recommendation as taking the percentage of residential billing usage based on total billed usage and then applying this percentage to total production. However, the District has reviewed statewide reporting data and finds that other agencies have developed their residential use percentage based on total production rather than total billed usage. This method more accurately reflects the percentage of residential demand compared to all other demands in the given period, including non-revenue water uses. As we bill bimonthly, we are using discretion per the guidance in comparing total annual production to total residential consumption for Fiscal Year 2013-14. Calculation: 6628 Total Residential Consumption / 10304 Total Production = 64% Percent Residential Use. ",54460,122,,,-99999,NULL,309881449,326007836,121.4,0.64,No Correction,South Coast,127.7
14-Sep,09/01/2014 00:00,Pleasanton  City of,Stage 3,Yes,416.206,626.497,MG,"Commercial: 10.6% Irrigation: 30.5 % Multi-Family Residential: 6.5% Single Family Residential: 52.4%  City of Pleasanton bills bi-monthly in arrears so this data reflects most recent consumption data per all accounts, broken into percentage by revenue class. ",71871,113.7,,,6.451,MG,416206000,626497000,113.7,0.589,No Correction,San Francisco Bay,171.1
14-Sep,09/01/2014 00:00,Santa Monica  City of,2,Yes,398.9,418.8,MG,"As noted in our submission for reporting month 0914, early PRU estimates were found to be inaccurate and are amended with this corrected report. We read meters on a bimonthly billing cycle, have 52 different routes, and readings do not always cover the same number of days each time. We have determined that the most accurate and representative method of estimating PRU requires averaging the residential usage over several months at a minimum. We have now adopted an Running Annual Average to determine the PRU.",92185,96.6,,,3,MG,398900000,418800000,96.6,0.67,No Correction,South Coast,101.5
14-Sep,09/01/2014 00:00,Riverside  City of,Stage 2,Yes,6107,7274,AF,"Through a more thorough evaluating of the population data for our service area, it has come to our attention that the students, which live on campus (or adjacent to), attending University of California Riverside, Cal Baptist University, and La Sierra University were not included in the original population estimates.  Between these three universities, about 35,000 students were not accounted for.  Therefore, we are resubmitting revised monthly reports that more accurately reflect the population served by Riverside Public Utilities.",332715,110,na,na,17,AF,1989974665,2370243280,109.7,0.55,No Correction,South Coast,130.6
14-Sep,09/01/2014 00:00,Contra Costa Water District,2,Yes,3133,4006,AF,The values provided are based on metered consumption records.,197536,140,,,-99999,NULL,1020892521,1305360817,139.9,0.812,No Correction,San Francisco Bay,178.9
14-Sep,09/01/2014 00:00,"Imperial, City of",1,Yes,81265000,82101000,G,The original report submitted indicated our residential use was 100% and no Non-revenue Water was previously reported.  We are correcting this months report to reflect actual residential use.,17354,106.96,,,-99999,NULL,81265000,82101000,107,0.6852,No Correction,Colorado River,108.1
14-Sep,09/01/2014 00:00,California Water Service Company Antelope Valley,2,Yes,99,103.4,AF,2013 production resubmitted  due to faulty meter. Production provided is based on metered sales amount.,3395,290.3,,,-99999,NULL,32259291,33693038,290.4,0.917,No Correction,South Lahontan,303.4
14-Sep,09/01/2014 00:00,Irvine Ranch Water District,1,No,6093.1,5902.7,AF,"September 2014:  103087 total connections, 90958 residential connections.  September 2013: 99769 total connections,  87850 residential connections.  3% growth from last September. ",380104,91,,IRWD is implementing an approved Alternate Plan using allocation-based rates.,2251,AF,1985445330,1923403218,92.3,0.53,No Correction,South Coast,89.4
14-Sep,09/01/2014 00:00,Watsonville  City of,Statewide Emergency Conservation,Yes,221262920,258106052,G,"13.6% of this month's water was delivered to one agricultural customer. The other 86.4% was delivered to a combination of Residential, Commercial/Institutional, Industrial, and Other accounts.",65739,97,,,-99999,NULL,221262920,258106052,96.9,0.864,No Correction,Central Coast,113.1
14-Sep,09/01/2014 00:00,San Jose  City of,1,Yes,590,675,MG,"This submittal corrects the numbers for Percent Residential Use and GPCD for September. Muni Water bills bimonthly, so % Residential Use is based on billing data for the volume of water provided to residential customers as a percentage of total potable water consumption for the reporting month and prior month of the previous year. Recycled water information (reported in #11) is customer usage data, which is also billed bimonthly. Population is based on the population estimated in our 2010 UWMP and projected annually consistent with the States simplified method for estimating service area population, but 2000 Census data was used when we estimated population for the 2010 UWMP. We are obtaining 2010 Census data for our service area and are working on updating the calculation to use the 2010 Census data.",116697,100,Muni Water continued all efforts described last month.,Muni Water continues to implement its Stage 1 actions and outreach efforts described last month.,156,MG,590000000,675000000,101.1,0.6,No Correction,San Francisco Bay,115.7
14-Sep,09/01/2014 00:00,Dinuba  City of,2,Yes,160.78,175.17,MG,,23666,170.14,,,-99999,NULL,160780000,175170000,169.8,0.75,No Correction,Tulare Lake,185
14-Sep,09/01/2014 00:00,Casitas Municipal Water District,1,Yes,1429.17,1543.61,AF,New data includes agriculture water. The previous reporting data included meter read information only and not utilize water entering the potable distribution system. It only included a portion of residential customers because residential billing was done bi-monthly for only a part of the residential community and the data was for a two month period for those customers. The new data subtracts resale and agricultural meter reads from the water entering the distribution system. For the residential customers it takes half the portion from one group served during the month (for the bi-monthly billing period) and half the portion from the other residential billing group to get an approximate amount of water served for the month to residential customers.,9603,167.4,,,-99999,NULL,465697084,502987521,167.5,0.1036,No Correction,South Coast,180.9
14-Sep,09/01/2014 00:00,Sacramento Suburban Water District,Stage 2 - Water Warning,,1165.237,1391.097,MG,"Percentage Residential Use: The estimated percentage of residential water usage was calculated using the following formula:   Residential Water Use = (TMP * % NRW) - CII TMP  = Total Monthly Production (MG) %NRW = Net Residential Water, Percentage of TMP remaining after deducting water loss as calculated by the American Water Works Association (AWWA) Water Loss Software. CII = Metered water use by Commercial, Industrial, and Institutional customers  Total Population Served: The value in Item 7, Total Population Served, was changed from 170615, the figure taken from our 2010 Urban Water Management Plan, to 174,092. The new number is a calculated value for September 2014 based on an estimated 0.0.036% increase in population per month since 2010.   ",174092,169.4,,,-99999,NULL,1165237000,1391097000,169.6,0.76,No Correction,Sacramento River,202.4
14-Sep,09/01/2014 00:00,San Jose Water Company,2,Yes,4014,4671,MG,,990000,95,,,115509,CCF,4014000000,4671000000,94.6,0.7,No Correction,San Francisco Bay,110.1
14-Sep,09/01/2014 00:00,Rowland Water District,Level 2 Water Supply Shortage,Yes,1059,1111.8,AF,,62106,94.5,,,135.2,AF,345076661,362281617,94.5,0.51,No Correction,South Coast,99.2
14-Sep,09/01/2014 00:00,Folsom  City of,3,Yes,595,701,MG,,67375,170,,,-99999,NULL,595000000,701000000,170.7,0.58,No Correction,Sacramento River,201.2
14-Sep,09/01/2014 00:00,Chino  City of,See Qualification Statement,Yes,1477.61,1554.28,AF,"The City of Chino's Water Conservation Ordinance describes the elements of it Water Shortage Contingency Plan and it stipulates that water conservation is required (i.e., mandatory) at all times. Enhanced conservation measures are required/implemented in an escalating fashion depending on water supply circumstances.",76618,147.58,,,-99999,NULL,481481327,506464356,147.6,0.7045,No Correction,South Coast,155.2
14-Sep,09/01/2014 00:00,South Tahoe Public Utilities District,1,Yes,211.7,223.8,MG,"Second homes increase the residential population during certain seasons of the year and calculations were made based on data collected on number of residents per home, per visit, and are reflected in each monthly report. Documentation which captures the monthly residential population and water use, including permanent and second home owners, is available upon request. Calculations include an estimated % of non-revenue water. ",33124,95.9,,,-99999,NULL,211700000,223800000,95.9,0.45,No Correction,North Lahontan,101.3
14-Sep,09/01/2014 00:00,Hi-Desert Water District,1,Yes,272.22,269.89,AF,"Residential water use is calculated using consumption data by comparing residential water users (SFR, MHP, and MTF) to the remaining accounts such as irrigation, commercial, and public entities.",24601,85.22,Eight first violation letters were sent. One second violation letter was sent.,,-99999,NULL,88703275,87944042,85.2,0.7091,No Correction,Colorado River,84.5
14-Sep,09/01/2014 00:00,"Soledad, City of",Stage 1,No,65963900,68827000,G,,16729,100,,,-99999,NULL,65963900,68827000,101.2,0.77,No Correction,Central Coast,105.6
14-Sep,09/01/2014 00:00,North Marin Water District,2,Yes,276,332,MG,,61309,123,,,18.41,MG,276000000,332000000,123,0.82,No Correction,San Francisco Bay,148
14-Sep,09/01/2014 00:00,Marin Municipal Water District,1,Yes,2298,2742,AF,Residential water use accounts for 75 percent of the total water use on an annual basis.,187500,99.8,,,78.3,AF,748806579,893484613,99.8,0.75,No Correction,San Francisco Bay,119.1
14-Sep,09/01/2014 00:00,Shafter  City of,3,Yes,161,184,MG,"City services are not fully-metered to date. To estimate residential usage and its percentage of he overall system use, the approximate number of residential connections was multiplied by the typical September usage of 24,000 gallons per connection which was then divided by the metered citywide use.",18488,182,,,-99999,NULL,161000000,184000000,182.9,0.63,No Correction,Tulare Lake,209
14-Sep,09/01/2014 00:00,"Windsor, Town of",Stage 2 Mandatory 20%  ,Yes,323.264,406.081,AF,,28234,87,,,68.386,AF,105336036,132322073,86.8,0.698,No Correction,North Coast,109
14-Sep,09/01/2014 00:00,Indian Wells Valley Water District,2,Yes,268155000,264960000,G,Total production minus commercial and public use.  Remainder is single family residences and multi-family residences.,31120,244,"The Board of Directors of the Indian Wells Valley Water District adopted Ordinance 93 in May 2010.  The emergency actions issued by the State Water Resources Control Board July 15th mirror the restrictions contained in this ordinance.  In addition, Ordinance 93 restricts landscape watering to between the hours of 8:00 PM and 8:00 AM from May 1st to October 31st and requires leaks to be repaired in a timely manner.  There is a four-step penalty process for repeated violations.  The initial violation is a warning along with educational materials provided.  A second violation can result in a fine of up to $50 added to the bill for the account.  A third violation can result in a fine of up to $200 added to the bill and issuing a warning that service may be terminated within 30 days if the issue is not addressed.  A fourth violation can result in a 48 hour notice of termination of service.",,-99999,NULL,268155000,264960000,244.1,0.85,No Correction,South Lahontan,241.2
14-Sep,09/01/2014 00:00,San Francisco Public Utilities Commission,1,Yes,2147,2355.69,MG,,846601,45.73,"To enforce the SWRCB regulations, the SFPUC is focusing on education and notification. Citations will be reserved only for severe and/or repeated documented water waste activities. We are also implementing a parallel communications effort to encourage reporting of water savers.   The notification process will be as follows: - First notification: Courtesy letter to account holder/property owner/ business - Second notification: Second letter accompanied by potential site visit to document water waste - Third notification: Automatic site visit; door hanger that urges immediate action and identifies assistance/training opportunities; further documentation - Final action: Citation issued in person or via mail to account holder or business  Citations will start at $100 per violation.","On August 12, the San Francisco Public Utilities Commission authorized its General Manager to impose mandatory restrictions, as required pursuant to the State Water Resources Control Boards Emergency Regulations, on outdoor irrigation by reducing all outdoor irrigation of ornamental landscapes or turf with potable water by retail customers by at least 10%.    At its August 26, 2014 meeting the Commission adopted excessive use charges applicable to the approximately 1,600 retail potable water irrigation accounts.  These irrigation accounts will be assigned water allocations set to 90% of their 2013 water use for the corresponding billing month. For each customer account, an excess use charge for water use above the 90% cumulative allocation will be assessed at two times the applicable water rate for that account.",-99999,NULL,2147000000,2355690000,45.7,0.541,No Correction,San Francisco Bay,50.2
14-Sep,09/01/2014 00:00,Brawley  City of,2nd stage,No,161.98,238.79,MG,,27743,133.71,,,0,MG,161980000,238790000,133.9,0.688,No Correction,Colorado River,197.4
14-Sep,09/01/2014 00:00,Ontario  City of,Stage 1,Yes,3478,3561,AF,,166866,131,,,428,AF,1133311263,1160356932,131.3,0.58,No Correction,South Coast,134.4
14-Sep,09/01/2014 00:00,Huntington Beach  City of,Level 1,Yes,2718,2789,AF,"Single family residential, multifamily residential, residential irrigation",196041,101,,,-99999,NULL,885664179,908799630,100.9,0.67,No Correction,South Coast,103.5
