Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,Optional_Recycled_Water,Recycled_Water_Units,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_Production_Monthly_Gallons_Month_2013,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
15-Sep,09/01/15 00:00,Los Angeles Department of Water and Power,Phase 2,Yes,41885,53557,AF,,4016064,77,"To date, our Water Conservation Response Unit (WCRU), a.k.a. _Water Copsî, has issued over 10,000 letters and citations since January 2014. WCRU actively patrol Los Angeles communities and enforce the Citys Emergency Water Conservation Ordinance. The WCRU investigates reports of wasteful water use and educates violators on the importance of complying with the Water Conservation Ordinance. The WCRU also catches additional violations that were not reported while patrolling neighborhoods. The first official penalty is a citation (warning) letter. Repeat violators are issued monetary fines ranging from $100-$600. Because LADWP has had an emergency water conservation ordinance with outdoor watering restrictions in effect since 2009, LADWPs customers have been well educated for some time now on ordinance requirements. Therefore, most customers who receive a contact from the WCRU and/or a warning letter respond very well and change their habits immediately. This explains why LADWP has not issued many fines in recent years. ","The LA Mayor and City Council approved amendments to the Citys Emergency Water Conservation Ordinance Plan on June 17, 2015 to include the following new and/or stricter restrictions: no irrigation 48 hours after a rain event; 2 days per week watering schedule; requirements for the use of pool covers and restrictions on filling residential pools; and restrictions on filling decorative fountains or ponds used solely for aesthetic purposes. In December 2014, LADWP started its WaterSmart Pilot Study, which is a behavior efficiency program that aims to educate customers on their water use and the need to conserve through focused outreach through bi-monthly Home Water Reports. These Home Water Reports detail how much water the customer is using, how they compare to homes of similar size and climate, the water reduction required to get to efficient levels, and provide customized water saving tips and rebate recommendations.  LADWP started an AMI pilot program in April 2015 which will ultimately include the installation of around 600 smart meters on targeted customers within the next 18 months.  LADWP started a Water Loss Task Force recently to evaluate various options for improving water loss control and reducing water losses in LADWPs water distribution system. The report is planned for completion in Fall 2015 and will be presented to management for approval of cost-effective actions. LADWP also has an annual pipe replacement program to reduce leaks in LADWPs water distribution system. Staffing for both our WCRU enforcement unit and conservation group has increased in recent months. LADWP has also doubled funding for public outreach and education on the drought. ",1093,AF,"13,648,287,020","17,451,624,876",77,68,No Correction,South Coast,98.45741912
15-Sep,09/01/15 00:00,El Dorado Irrigation District,2,Yes,3391,4206,AF,Monthly production includes estimated agricultural use of 11%. The estimated percentages for residential and agricultural use vary from month to month due to the Districts bi-monthly meter reading cycles. Monthly production includes wholesale deliveries to the City of Placerville because they are not an urban water supplier. The District has elected not to exclude commercial agriculture deliveries from total potable water production at this time. The District's population has been updated based on an annual review and update of all customer accounts.,118500,224,,"El Dorado Irrigation District participated in a regional effort to collect $150,000 in additional funding to expand the regions public outreach program, which includes television, radio, online and social media water conservation messaging. The program, managed by the Regional Water Authority, represents a collaboration of 20 water agencies in the Sacramento region and will be active from September 2015 through February 2016.",355,AF,"1,104,962,189","1,370,531,102",223.8,72,No Correction,Sacramento River,277.5885579
15-Sep,09/01/15 00:00,El Centro  City of,2,Yes,217410000,228637000,G,,44311,114,,,-99999,NULL,"217,410,000","228,637,000",114.5,70,No Correction,Colorado River,120.4127524
15-Sep,09/01/15 00:00,Milpitas  City of,2,Yes,349269,462461,CCF,,70817,,,,-99999,NULL,"261,271,356","345,944,852",57.8,47,No Correction,San Francisco Bay,76.53197332
15-Sep,09/01/15 00:00,Santa Rosa  City of,1 - Mandatory,Yes,537525452,694288510,G,"Santa Rosa obtains its production data on a billing cycle basis (Santa Rosa has no control over this) which fluctuates between 27-35 days each month. Consequently, the State's method of reporting using a calendar month basis skews the data for agencies such as Santa Rosa that have a billing period cycle that fluctuates. For example, the City had 30 days in the September 2015 billing cycle vs. 29 days in September 2013. Using the State's calendar month method resulted in a calculated savings of 22.6% (comparing Sept 2015 to Sept 2013), whereas using the actual number of billing cycle days results in a normalized calculated savings of 25.2% for that same period. ",170974,72,,"The City of Santa Rosa is continuing to provide leadership in the conservation arena by maintaining strong outreach to the community through the hosting of DIY Conservation and Drought Drive Up events, bill insert messaging, multiple rebate programs and media presence on the web including facebook.",-99999,NULL,"537,525,452","694,288,510",72.3,69,No Correction,North Coast,93.38545568
15-Sep,09/01/15 00:00,Westminster  City of,Level 2,Yes,918.2,1149.1,AF,"918 A/F *325,851= 299,131,218(Gallons) *75.7%=22644233 /93,322 (Population)= 2426.462485/ 30 days= 80.94 R-GPCD  918 A/F-323.2= 594.8A/F *325,851(Gallons) *75.7%=146,718,844.3 (Gallons)/93,322 (Population)= 1572.2/ 30 days= 52.5 R-GPCD IPR",93322,80.94,"The Westminster Water Division issued warnings on 265 violations as well as followed up with 32 last chance before a fine letters in an effort to make multiple points of contact to stop water wasting. Fines were sent to 1 resident, via written notification, as well as in person follow-ups at sites to help address water wasting issues.","The Westminster Water Division has reallocated one personnel to be a Water Conservation Assistant. This employee follows up with water wasters and is making contact with schools, businesses and residents to work hands on, one-on-one with our biggest water users. Not only does our Assistant explain the severity of the drought, but  he also finds leaks, adjusts timers and sprinklers, creates relationships with landscaping companies to resolve water wasting and generally trouble shoots any water wasting issues we find.  The Water Division made a big splash at our community event Dia de la Familia where the Water Division hosted multiple booths where residents had to answer water related questions to earn prizes. We educated hundreds of Westminster attendees on our water restrictions, the drought and how they can save water.",0,AF,"299,196,780","374,435,875",80.9,75.7,No Correction,South Coast,101.2439448
15-Sep,09/01/15 00:00,Mid-Peninsula Water District,2,Yes,105459,145551,CCF,,26730,83.62,,,0,CCF,"78,888,810","108,879,709",83.6,85,No Correction,San Francisco Bay,115.3819366
15-Sep,09/01/15 00:00,Olivenhain Municipal Water District,2,Yes,1586.2,2242.4,AF,"Wholesale invoices are used for production data. Population is based on figures calculated by California Department of Finance. 64%-Usage by code (customer sector) is not available at the time of reporting so a three-year average of water used by residential customers in this month is used. If the reports where due at the end of the following month, more accurate usage data would be available. No revenue will be collected for 1.35 AF of water usage reported by water treatment plant and system operators.   ",78713,84.351,"Meter readers investigate accounts with increase in usage of 200%, or any pattern of usage that is out of the ordinary.  Customers are called in an effort to prevent water waste from potential leaks.   Budget increased to hire contractor dedicated to enforcement and water conservation monitoring, who patrols service area.  Contractor assisted by drought intern from wholesaler.   Enforcement of mandatory water use restrictions is a responsibility of each employee and mandatory training has been implemented.  Waste complaints via hotline, wholesaler mobile application, state reporting tool, and online form increase monthly.  Warning letters offer free water use evaluation, restrictions and drought information, and tips to reduce usage by 32%.  OMWD allows a 21-day grace period to allow customer to remedy violation.  Customer is not issued another violation if a report is received for the same violation during this time.  If a report of a repeat violation is received during the 21-day grace period, the customer is called rather than issued another written violation. ","Revised Water Supply Shortage Ordinance to include new mandates and move to a 2-day watering week as of June 1. Implement drought Level 2 rates effective July 1.  www.olivenhain.com/shortage.  Customers have been responsive to outreach and enforcement actions, taking advantage of water audits to irrigate more efficiently, and researching high-efficiency watering devices as well as sustainable landscape techniques. Restrictions announced on each hardcopy bill and eBill notification, in each hardcopy and electronic newsletter, on website, in social media, in lobby displays, in handouts and poster boards at community events, and in target marketing to top 200+ residential users and Top 20 + commercial users. OMWD is transitioning to AMI technologies. Partnered with California State University San Marcos on behavioral study whereby interns walk neighborhoods educating customers on good water habits and water use restrictions. ",112,AF,"490,145,716","704,946,977",142.3,65,No Correction,South Coast,204.6614946
15-Sep,09/01/15 00:00,Daly City  City of,II,Yes,260991,261349,CCF,,105810,58,Note: Use higher this month due to a private shopping center's leaks during construction. This involved two hydrants and several main failures.,,-99999,NULL,"195,234,826","195,502,629",57.8,94,No Correction,San Francisco Bay,57.87928408
15-Sep,09/01/15 00:00,Delano  City of,2,Yes,260.049,317.137,MG,The population was taken from the 2010 UWMP and residential numbers were taken from 2013-2015 history data supplied from our Finance Dept.,54318,81,The city has hired or assigned an additional employee to patrol and issue official warnings and citations if required. The city is concentrating on education and notification as the primary enforcement. Meters are being installed on all non-metered customers that do not comply with the requirements. Additional meters are being installed in areas of projected high usage. ,The city of Delano has implemented the required regulations and is monitoring all usages to assist in staying in compliance.,0,MG,"260,049,000","317,137,000",81.4,51,No Correction,Tulare Lake,99.26956766
15-Sep,09/01/15 00:00,Anaheim  City of,III,Yes,4796,6283,AF,"The monthly productions represent the water demand in the 30 days of September 2013 and 2015. The production includes groundwater, imported water, and water from storage less untreated water delivery to Anaheim Hills Golf Course. The Residential Use Percentage excludes system water losses. Anaheims share of Indirect Potable Reuse (IPR) or GWRS water in June = 1,504.9 AF. Anaheims adjusted Total Potable Water Production (excluding IPR) = 3,291 AF. Anaheims adjusted GPCD (excluding IRP) = 57.7.",360142,84,"The complaints of 472 included 96 Anaheim Anytime +344 Water Savers Log + 2 Customer Log + 1 OMS + 29 CSRs. The follow-ups of 472 included 96 Anaheim Anytime +344 Water Savers Follow-ups + 2 Customer Log + 1 OMS+ 29 CSRs. Warnings of 450 included 96 door hangers, 344 Water Savers Lo, and 10 Code Enforcement notices.",Added 2 water conservation specialists.,10,AF,"1,562,783,444","2,047,324,516",84,58.1,No Correction,South Coast,110.0442035
15-Sep,09/01/15 00:00,Elsinore Valley Municipal Water District,Stage 4a,Yes,1868.1,3058,AF,,149507,99.66,,"In response to the State Water Boards Notice of Violation for failure to meet water conservation standards on August 10, 2015, EVMWD has provided the requested information. To comply with the State Mandate, EVMWD implementated a comprehensive Drought Action Plan, at a cost of nearly $1.4 million. The Drought Action Plan includes enforcement fines, drought water and surcharge rates, and a variety of conservation programs. The letter included several attached documents, which demonstrate EVMWDs commitment to water conservation and to achieving the water conservation target: Water Waste Warning Door Hanger, Water Budget/Drought Bill Stuffer, Water Commodity Rates, Special Edition Water Log Customer Newsletter, Ordinance No. 225 (Water Shortage Contingency Plan), Resolution No. 15-05-05 (Water Efficient Landscape Standards), Resolution No. 15-07-03 (Revising Various Water, Recycled Water, and Wastewater Rates, Fees, and Charges), Resolution No. 5-05-06 (Water Shortage Contingency Plan).",503.5,AF,"608,723,051","996,453,664",99.1,73,No Correction,South Coast,162.222472
15-Sep,09/01/15 00:00,Coachella Valley Water District,3,Yes,8449,10107,AF,Data obtained from city planning departments within the CVWD service area indicated a snowbird or seasonal population of approximately 32.8%. Total population for this report was adjusted from the original census data to include these residents who own homes and use potable water for landscape purposes in all months of the year. ,213802,202.2,,"The Coachella Valley Water District is utilizing a water budget-based tiered rates system, rather than restricting days per week watering to help achieve its conservation goal. Outdoor water budgets have been reduced 36%, and a drought penalty has been added for customers exceeding the reduced outdoor water budget. ",-99999,NULL,"2,753,118,707","3,293,380,373",300.9,70.1,No Correction,Colorado River,359.9474849
15-Sep,09/01/15 00:00,Lake Hemet Municipal Water District,3,Yes,708.1,1324.5,AF,,52914,121.5,,,-99999,NULL,"230,735,395","431,590,215",121.5,83.6,No Correction,South Coast,227.2655703
15-Sep,09/01/15 00:00,Carmichael Water District,2,Yes,259.98,349.04,MG,Carmichael Water District collects meter data on a bi-monthly basis.  Residential use is based on previous years data.  CII use is based on best estimate. ,38354,205,,,-99999,NULL,"259,980,000","349,040,000",205.6,91,No Correction,Sacramento River,276.0313255
15-Sep,09/01/15 00:00,Monte Vista Water District,Significant Water Supply Shortage,Yes,767.36,1000.48,AF,"Commercial, Industrial, and Institutional Water: CII monthly consumption reflects bimonthly usage of accounts labeled commercial, institutional, manufacturing, or nursery and billed during the reporting month. ",56039,99,,,32.31,AF,"250,045,351","326,007,836",99.7,67,No Correction,South Coast,129.9883446
15-Sep,09/01/15 00:00,Pleasanton  City of,3,Yes,391.763,626.497,MG,,73067,104.2,,,6.599,MG,"391,763,000","626,497,000",107.6,60.2,No Correction,San Francisco Bay,172.0710664
15-Sep,09/01/15 00:00,Santa Monica  City of,2,Yes,322.2,418.8,MG,"Please note that the value for Commercial, Industrial, and Institutional Water (CII) usage for September 2015 is the average of CII billing for August and September 2015 and should be considered an estimate. We are not able to discern exact consumption for a segment of customers for a single month because our meter reading is bi-monthly.",93283,76,,,4.9,MG,"322,200,000","418,800,000",76,66,No Correction,South Coast,98.7858473
15-Sep,09/01/15 00:00,Riverside  City of,Stage 3,Yes,5246,7274,AF,,299626,114,,,17,AF,"1,709,416,586","2,370,243,280",114.1,60,No Correction,South Coast,158.2088067
15-Sep,09/01/15 00:00,Contra Costa Water District,3,Yes,2358,4006,AF,Reported values are based on consumption data.,199680,103,"CCWDs 2015 Drought Management Program includes  a temporary pricing adjustment on the unit cost of water and a fine for violations of the water use prohibitions. CCWD is performing ongoing outreach to its customers, including communication on prohibited uses such as outdoor watering more than 2 times per week and washing down pavement. CCWD has also performed outreach to restaurants and hotels to address new prohibited water uses (and corresponding enforcement).",,-99999,NULL,"768,357,665","1,305,360,817",102.7,80.1,No Correction,San Francisco Bay,174.47676
15-Sep,09/01/15 00:00,"Imperial, City of",1,Yes,76274000,82101000,G,,18022,114.68,The City has allocated an additional staff member to assist Code Enforcement with warning actions beginning August 2015.,,-99999,NULL,"76,274,000","82,101,000",114.7,81.29,No Correction,Colorado River,123.4625783
15-Sep,09/01/15 00:00,California Water Service Company Antelope Valley,2,Yes,47.4,103.4,AF,CII quantity of water included all non-residential sales.,3391,135.3,,,-99999,NULL,"15,445,358","33,693,038",135.3,89.1,No Correction,South Lahontan,295.1480983
15-Sep,09/01/15 00:00,Irvine Ranch Water District,2,Yes,5148.7,5902.7,AF,"IRWD has been experiencing significant 7% growth in service area population since the 2013 baseline year. To account for the effects of population growth on potable water production, IRWD was able to determine a growth-adjusted potable water production amount for September 2013 of 6,316 AF. The percent difference between this number and the current September 2015 production is 18%. The officially reported reduction of 13% from September 2013 does not take into account population growth and the related effects on potable water production; however, since the intent of Executive Order B-29-15 is not to hinder economic growth, it is valuable to additionally report a growth-corrected savings figure. In addition, since June 2015, IRWD has achieved a percent reduction to date of 16.36%, which is ahead of the savings target of 16%. ",387773,67.6,,IRWD is implementing an approved Alternate Plan and recently made changes to its FY 2015/16 rates so that IRWD can meet its mandated 16% reduction in potable water use by February 2016. IRWD has also expanded its conservation activities and drought messaging (see actions list above).,2439,AF,"1,677,711,242","1,923,403,218",69.2,48,No Correction,South Coast,79.33397557
15-Sep,09/01/15 00:00,Watsonville  City of,Statewide Emergency Conservation,Yes,213909380,258106052,G,,65739,64,"City staff will follow up once a problem of water waste has been reported. We offer information about how to reduce water waste and schedule a free, one-time Water Conservation Consultation to help fix the problem. If water waste continues beyond the educational warning and Water Conservation Consultation, the City will begin fines to address further ongoing water waste violations.",,-99999,NULL,"185,297,400","231,880,672",74.1,68.3,No Correction,Central Coast,92.72854231
15-Sep,09/01/15 00:00,San Jose  City of,3,Yes,508,675,MG,"Muni Water bills bimonthly, so % Residential Use and Commercial, Industrial, and Institutional (CII) use are based on billing data for the volume of water provided to residential customers and to CII customers, respectively, as a percentage of total water consumption for the reporting month and prior month of the previous year. The % Residential Use and CII Use will be revised to reflect the current years data when billing is finalized. Also, CII data may not include all outdoor usages since dedicated landscape irrigation meters cannot be easily separated by use type with the current billing system. We are looking into methodologies to update the calculation for CII usage. Recycled water information is customer usage data, which is also billed bimonthly.  For July 2015 this data was manually summed due to a recent change in the billing system.  Staff continues to work on the development of a query report that produces data more consistently and accurately.  Population for 2015 was recently estimated (reported as total population served and used to calculate Res GPCD). Population is based on the population estimated in our 2010 UWMP and projected annually consistent with the States simplified method for estimating service area population, but 2000 Census data was used when we estimated population for the 2010 UWMP. We are obtaining 2010 Census data for our service area and are working on updating the calculation to use the 2010 Census data. ",117576,86,"San Jose City Council has approved an amendment of the Administrative Citation Schedule of Fines, to increase the fine amount for violations of water waste restrictions ($250 for first violation; $500 for subsequent violations). Muni Water has also continued all enforcement efforts described in previous months. Enforcement data is estimated and based on data from reports received from the State Water Waste reports and the Access Valley Water database managed by Santa Clara Valley Water District, which receives, validates and dispatches the water waste service requests from the public in Santa Clara County.","San Jose City Council on April 21 declared a water shortage of 30%, which triggered Stage 3 of Muni Waters Water Shortage Contingency Plan (WSCP). Outdoor irrigation is now limited by a two day a week mandatory watering schedule not before 10am and after 8pm.  Muni Water will continue to notifying its customers of the mandatory watering schedule and water use restrictions, which are triggered by Stage 3 of the WSCP.",153,MG,"508,000,000","675,000,000",85,59,No Correction,San Francisco Bay,112.9429134
15-Sep,09/01/15 00:00,Casitas Municipal Water District,Stage 2,Yes,1357,1544,AF,This is a preliminary report. Customer meter information is not available for this report.,9603,133,,,-99999,NULL,"442,180,386","503,114,603",138.1,9,No Correction,South Coast,157.1307296
15-Sep,09/01/15 00:00,Sacramento Suburban Water District,Modified Stage 3 - Water Crisis,Yes,935.805,1391.097,MG,"The estimated percentage of residential water usage was calculated using the following formula:   Residential Water Use = (TMP * % NRW) - CII TMP  = Total Monthly Production (MG) %NRW = Net Residential Water, Percentage of TMP remaining after deducting water loss as calculated by the American Water Works Association (AWWA) Water Loss Software. CII = Metered water use by Commercial, Industrial, and Institutional customers    The value in Item 7, Total Population Served, is a calculated value for September 2015 based on an estimated 0.036% increase in population per month since 2010, the date of the Districts last UWMP.   Throughout the reporting process a small percentage of the water produced by SSWD is utilized seasonally by Cal Fire. They use water purchased from SSWD to mix fire retardant that is then used for aerial fire fighting outside of the District's service area. ",174847,126.3,,"Sacramento Suburban Water District (District) has implemented a very aggressive Water Conservation Program in response to the State Water Resources Control Boards (SWRCB) mandatory water reduction targets.  In response to the assigned water reduction target of 32%, the District has taken the following Demand Management Measures (DMM) approach to meet the SWRCB reduction target.    DMM 1 _ Water Loss Control Reduce pressure system wide.    DMM 2 _ Water Metering Completed a project to install AMI on all metered accounts > 3î.   DMM 3 _ Community Outreach 20+ outreach efforts, including: post card messaging, door hangers, newspaper Post It messages, conservation material hand-outs, media press releases, banners, lawn signs, magnetic vehicle signs, custom send envelopes, Evening/late night water waste patrols, social media, CII Outreach, etc.  DMM 4 _ Education Programs Provide or helps provide landscape workshops, Regional Water School classes, education materials, etc.   DMM 6 _ Residential Programs Provide numerous rebate programs, Water-Wise House Calls, Indoor & outdoor water efficient devices.   DMM 7 _ CII Programs The District provides CII Water-Wise Business Calls & indoor water efficient devices.  DMM 8 _ Large Landscape Irrigation Customers Many local school and park districts have implemented alternate compliance agreements to meet water reduction goals.   State Grant Update Received a grant from the DWR and the CUWCC for Outdoor Water Use Workshop Sponsorship program. ",0,MG,"935,805,000","1,391,097,000",126.7,71,No Correction,Sacramento River,188.3426461
15-Sep,09/01/15 00:00,San Jose Water Company,3,Yes,3232.8,4671.1,MG,,990000,76.2,"Public education is the method used. Door hangers, direct letters, phone calls, and site visits were what was done.","Beginning on June 15, 2015 allocation based rates and drought surcharges were used on residential consumers as well as large landscape consumers. Mixed used commercial meters do not have allocation based rates nor drought surcharges.",90,MG,"3,232,800,000","4,671,100,000",76.2,70,No Correction,San Francisco Bay,110.102023
15-Sep,09/01/15 00:00,Rowland Water District,2,Yes,901.2,1111.8,AF,,62106,80.4,,,119.1,AF,"293,657,306","362,281,617",80.4,51,No Correction,South Coast,99.18854873
