Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,Optional_Recycled_Water,Recycled_Water_Units,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_Production_Monthly_Gallons_Month_2013,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
14-Oct,10/01/2014 00:00,Orange Vale Water Company,3,Yes,342.02,444.14,AF,,15200,216,,,-99999,NULL,111447705,144723653,201,0.85,No Correction,Sacramento River,261.1
14-Oct,10/01/2014 00:00,Dublin San Ramon Services District,3,Yes,227.616,333.483,MG,,78990,70.6,,,240.32,MG,227616000,333483000,70.6,0.76,No Correction,San Francisco Bay,103.5
14-Oct,10/01/2014 00:00,Los Angeles Department of Water and Power,Phase 2,Yes,48043,49619,AF,Total water production was re-submitted to include final supply volume instead of preliminary supply volume. Population was re-submitted to account for monthly projected increases in population change. Temperature  October 2014 was 5.7 degrees hotter than October 2013 and 5.3 degrees hotter than the long-term average temperature for October. ,3964150,86.6,"Our Water Conservation Response Unit (WCRU), a.k.a. Water Cops, actively patrol Los Angeles communities and enforce the Citys Emergency Water Conservation Ordinance. The WCRU investigates reports of wasteful water use and educates violators on the importance of complying with the Water Conservation Ordinance. Repeat violators are issued monetary fines ranging from $100-$600. The WCRU has issued over 4,142 citations this year. ","LAs residential GPCD for October 2014 was 86.6 gallons per person per day. This is noteworthy considering the size of Los Angeles and its 5 microclimates, and the varied socioeconomic sectors in the city. LADWP formed a Water Loss Task Force to review and implement the recommendations from last years Water Loss Audit and Component Analysis project. The goal of the Task Force is to reduce water losses in LADWPs water system and thus improve overall water efficiency. LAs mayor just signed an executive directive restricting outdoor watering of city facilities to no more than 2 days per week. He also increased the residential turf removal rebate to $3.75 per square foot.  Water use has continued to decrease; October 2014 compared to October 2013 has shown a decrease in water usage of 3.2%. ",716,AF,15654880107,16168421956,86.6,0.68,No Correction,South Coast,89.5
14-Oct,10/01/2014 00:00,Camrosa Water District,stage one,No,831.76,913.11,AF,NULL,35738,164,,,-99999,NULL,271030183,297538197,159,0.65,No Correction,South Coast,174.6
14-Oct,10/01/2014 00:00,El Dorado Irrigation District,2,Yes,2567,3368,AF,Monthly production includes estimated agricultural use of 37.1%. The estimated percentages for residential and agricultural use vary from month to month due to the Districts bi-monthly meter reading cycles. Monthly production includes wholesale deliveries to the City of Placerville because they are not an urban water supplier. Report does not include 230 acre-feet of recycled water produced for uses that would otherwise require potable water.,128500,95,,,-99999,NULL,836460613,1097467606,94.7,0.451,No Correction,Sacramento River,124.3
14-Oct,10/01/2014 00:00,El Centro  City of,None,Yes,218630000,232030000,G,,44311,95,,,-99999,NULL,218630000,232030000,95.5,0.6,No Correction,Colorado River,101.3
14-Oct,10/01/2014 00:00,Milpitas  City of,2,Yes,354063,392210,CCF,2 month bill cycle,70817,71,,,-99999,NULL,264857517,293393455,65.1,0.54,No Correction,San Francisco Bay,72.2
14-Oct,10/01/2014 00:00,Santa Rosa  City of,1,Yes,492011720,725805260,G,"Due to variation in the number of days in the billing cycle between Oct. 2013 (34) and Oct. 2014 (28), the daily average water production decreased 17.7% in Oct. 2014 (compared to Oct. 2013) as a result of Santa Rosa's conservation efforts. ",170093,64,"The City has implemented weekly water watch patrols three mornings per week, and also provides options for the community to report water waste and Stage 1 Mandatory violations through our website, hotline and MySantaRosa app. Water Use Efficiency staff and City field crews have been trained and can door tag any home or business for a violation. The City has a progressive enforcement program that starts with information and education and can ultimately lead to turning off the customers water. ","The City has implemented Stage 1 - Mandatory, which requires the following: -20% community-wide reduction in water use; -Compliance with the Citys water waste ordinance which prohibits runoff from irrigated areas and prohibits property side breaks and leaks; -Irrigation can only occur between the hours of 8 PM through 6 AM; -Prohibits washing down hardscapes unless required for public health and safety; -Prohibits using potable water for street washing; -Requires shut-off hose nozzles for all garden and utility hoses; and - Requires Water-on-request at all restaurants. The City is providing information to the community through bill inserts, bill face messages, social media, dedicated website, radio and newspaper ads. The City offers numerous rebates and incentive programs, including free home and commercial audits. The City continues to participate in the regional media campaign - ""There's a Drought On. Turn the Water Off."" The media campaign includes newspaper and radio ads, before the movie ads, dedicated website, and local cable channel video. Additional programs include a Green Exchange program where customers receive $1 per SF of turf removed, as well as a Recirculating Hot Water Pump Rebate.",-99999,NULL,492011720,725805260,64.4,0.69,No Correction,North Coast,95
14-Oct,10/01/2014 00:00,Westminster  City of,Level One Water Supply Shortage ,Yes,1051.2,1111.4,AF,"1051.2 AF total production - 189.1 AF Indirect Potable Reuse (September) = 862.1 AF. 862.1 AF x 79% residential water use = 681.1 AF residential water use. 681.1 AF = 221,923,756 gallons. 221,923,756 gallons / 31 days / 93,322 capita = 76.7 R-GCPD",93322,76.7,,,-99999,NULL,342535020,362151276,93.5,0.79,No Correction,South Coast,98.9
14-Oct,10/01/2014 00:00,Mid-Peninsula Water District,2,Yes,109652,122117,CCF,,26030,92,,,-99999,NULL,82025392,91349860,86.4,0.85,No Correction,San Francisco Bay,96.2
14-Oct,10/01/2014 00:00,Olivenhain Municipal Water District,2,Yes,2029.7,1870.3,AF,No revenue will be collected for 3.5 AF of water usage reported by water treatment plant and system operators.    73%-Usage by code (customer sector) is not available at the time of reporting so a three-year average of water used by residential customers in October is used.   Population is based on figures calculated by California Department of Finance.  Wholesaler invoices used for production totals.  Recycled water totals are not available at time of reporting.,83368,187,,,-99999,NULL,661380641,609439924,186.8,0.73,No Correction,South Coast,172.1
14-Oct,10/01/2014 00:00,Daly City  City of,ll,Yes,255557.07,298665.55,CCF,,104462,43.5,,,-99999,NULL,191169964,223417346,56.1,0.95,No Correction,San Francisco Bay,65.5
14-Oct,10/01/2014 00:00,Delano  City of,Stage 2,Yes,257.3,259.3,MG,Used 2010 UWMP and 2013-14 history data The city is not 100% metered.,48957,107,Will add as needed.,Will add as needed.,-99999,NULL,257300000,259300000,106.8,0.63,No Correction,Tulare Lake,107.6
14-Oct,10/01/2014 00:00,Anaheim  City of,N/A,Yes,5824,5805,AF,"The monthly production includes groundwater, imported water, and water from storage. The Residential Use Percentage excludes system water losses. Anaheims share of Indirect Potable Reuse (IPR) or GWRS water in September = 1088.8 AF. Anaheims adjusted Total Potable Water Production (excluding IRP) = 4,735 AF. Anaheims adjusted GPCD (excluding IPR) = 78.1. ",356762,96.1,,,-99999,NULL,1897758711,1891567534,96.1,0.56,No Correction,South Coast,95.8
14-Oct,10/01/2014 00:00,Elsinore Valley Municipal Water District,II,Yes,2425.2,2314.1,AF,"This monthly report has been updated to reflect changes in R-GPCD values due to changes to the Percent Residential Use (PRU) factor and updated population values.  For all monthly submissions until December 2015, Elsinore Valley Municipal Water District (EVMWD) assumed that all water (residential and commercial) utilized for landscape irrigation would be considered in the estimation of the PRU.  Based on discussions with SWRCB, it became clear to EVMWD that commercial customers with irrigation demands should not be included in the estimation of the PRU. EVMWD also submitted a memorandum to Eric Oppenheimer documenting these changes.  For all the monthly submissions, EVMWD was using an old population value  from prior Electronic Annual Reports (EAR). However, during the review process, it was found out that EVMWD could use updated population values by applying SWRCB suggested methodology to estimate population (Simplified California Urban Water Service Area Population Methodology).  EVMWD submitted an email to Mark Emmerson documenting these changes. SWRCB staff advised EVMWD to send updated R-GPCD numbers. ",147758,124,,,606.7,AF,790254881,754052787,124.2,0.72,No Correction,South Coast,118.5
14-Oct,10/01/2014 00:00,Coachella Valley Water District,2,Yes,9019.8,9387.2,AF,"Data obtained from city planning departments within the Coachella Valley Water District service area indicated a ""snowbird"" or seasonal population of approximately 32.8%.  Total population for this report was adjusted from the original census data to include these residents who own homes and use potable water for landscape purposes in all months of the year.",301633,227.3,,,-99999,NULL,2939114701,3058832516,227.3,0.723,No Correction,Colorado River,236.5
14-Oct,10/01/2014 00:00,Lake Hemet Municipal Water District,3,Yes,923.3,1127.7,AF,,52914,119,,,-99999,NULL,300858623,367462654,119,0.649,No Correction,South Coast,145.4
14-Oct,10/01/2014 00:00,Carmichael Water District,2,Yes,240.5,306.94,MG,Carmichael Water District collects meter data on a bimonthly basis.  The above percentage is based on previous year data.,38354,152,,,-99999,NULL,240500000,306940000,165.9,0.82,No Correction,Sacramento River,211.7
14-Oct,10/01/2014 00:00,Monte Vista Water District,1,Yes,878.02,885.51,AF,"Service Area Population: The State Boards recommended methodology determines a non-municipal service area population by obtaining 2010 U.S. Census data and adjusting based on growth in combined single-family and multi-family residential connections. Using this method, the District has seen no population growth over the past five years. However, our records show that at least three multi-family residential complexes with 453 additional residential units have been developed in the District since 2010. Additionally, the Department of Finance estimates that the population of the city of Montclair, which is served entirely by the District and comprises two-thirds of the Districts retail service area, grew by 1.9% between 2010 and 2014. It is, therefore, more appropriate to calculate the Districts retail service area population based on known, proven, and documented growth rather than by changes in the number of residential connections. Calculation: 2010 US Census population = 53425 + 1.9% = 54460. Calculation can be cross-checked by multiplying added multi-family residential units from 2010 to 2014 (all in Montclair) by average persons per household and occupancy rate for Montclair in 2014 (Department of Finance estimates). Calculation: 453 x 3.86 = 1749 x 96.1% = 1680. Added to 2010 population of 53425 provides a 2014 est. population of 55105. As a result, 54460 appears to be a conservative estimate for District's service area population. This number is also consistent with the District's latest monitoring reports.         Percent Residential Use: The State Boards recommended methodology is to use billing data for the volume of water provided to residential customers from the previous year as a percentage of total monthly potable water production. The District originally interpreted this recommendation as taking the percentage of residential billing usage based on total billed usage and then applying this percentage to total production. However, the District has reviewed statewide reporting data and finds that other agencies have developed their residential use percentage based on total production rather than total billed usage. This method more accurately reflects the percentage of residential demand compared to all other demands in the given period, including non-revenue water uses. As we bill bimonthly, we are using discretion per the guidance in comparing total annual production to total residential consumption for Fiscal Year 2013-14. Calculation: 6628 Total Residential Consumption / 10304 Total Production = 64% Percent Residential Use. ",54460,109,,,-99999,NULL,286104070,288544697,108.5,0.64,No Correction,South Coast,109.4
14-Oct,10/01/2014 00:00,Pleasanton  City of,Stage 3,Yes,373.057,529.401,MG,"Commercial: 10.9% Irrigation: 29.9 % Multi-Family Residential: 6.6% Single Family Residential: 52.6%  City of Pleasanton bills bi-monthly in arrears so this data reflects most recent consumption data per all accounts, broken into percentage by revenue class. ",71871,99.1,,,3.694,MG,373057000,529401000,99.1,0.592,No Correction,San Francisco Bay,140.7
14-Oct,10/01/2014 00:00,Santa Monica  City of,2,Yes,404.2,409.2,MG,,92185,99,,,2.9,MG,404200000,409200000,99,0.7,No Correction,South Coast,100.2
14-Oct,10/01/2014 00:00,Riverside  City of,Stage 2,Yes,5423,6104,AF,"Through a more thorough evaluating of the population data for our service area, it has come to our attention that the students, which live on campus (or adjacent to), attending University of California Riverside, Cal Baptist University, and La Sierra University were not included in the original population estimates.  Between these three universities, about 35,000 students were not accounted for.  Therefore, we are resubmitting revised monthly reports that more accurately reflect the population served by Riverside Public Utilities.",332874,94,na,na,17,AF,1767092289,1988997110,94.2,0.55,No Correction,South Coast,106
14-Oct,10/01/2014 00:00,Contra Costa Water District,2,Yes,2998,3546,AF,The reported values are based on consumption records.,197536,118,,,-99999,NULL,976902578,1155469160,117.9,0.739,No Correction,San Francisco Bay,139.4
14-Oct,10/01/2014 00:00,"Imperial, City of",1,Yes,75167000,80412000,G,The original report submitted indicated our residential use was 100% and no Non-revenue Water was previously reported. We are correcting this months report to reflect actual residential use.,17354,111.67,,,-99999,NULL,75167000,80412000,111.7,0.7992,No Correction,Colorado River,119.5
14-Oct,10/01/2014 00:00,California Water Service Company Antelope Valley,2,Yes,75,84.7,AF,2013 production resubmitted  due to faulty meter. Production provided is based on metered sales amount.,3385,211.1,,,-99999,NULL,24438857,27599616,211,0.906,No Correction,South Lahontan,238.3
14-Oct,10/01/2014 00:00,Irvine Ranch Water District,1,No,5560.3,6022.1,AF,"IRWD is implementing an approved Alternate Plan.  September 2014:  103304 total connections, 91173 residential connections.  September 2013: 99942 total connections,  88553 residential connections.  ",381003,85,,IRWD is implementing an approved Alternate Plan.,2290.7,AF,1811831690,1962309879,84.4,0.55,No Correction,South Coast,91.4
14-Oct,10/01/2014 00:00,Watsonville  City of,Statewide Emergency Conservation,Yes,208874264,238111800,G,"8.9% of this month's water was delivered to one agricultural customer. The other 91.1% was delivered to a combination of Residential, Commercial/Institutional, Industrial, and Other accounts. PRU was determined using 2013 data.  Usage by Residential and Multi-residential accounts equaled 68.3% of total water usage.",65739,70,"City staff will follow up on once a problem of water waste has been reported. We offer information about how to reduce water waste and schedule a free, one-time Water Conservation Consultation to help fix the problem. If water waste continues beyond the educational warning and Water Conservation Consultation, the City will begin fines to address further ongoing water waste violations. ",,-99999,NULL,208874264,238111800,93.4,0.911,No Correction,Central Coast,106.4
14-Oct,10/01/2014 00:00,San Jose  City of,1,Yes,555,630,MG,"Percentage Residential Use and Residential GPCD for October is much higher than in September because there was an error in the calculation for September. We will re-submit correct numbers for September.  Muni Water bills bimonthly, so % Residential Use is based on billing data for the volume of water provided to residential customers as a percentage of total potable water consumption for the reporting month and prior month of the previous year (October and September of 2013). Recycled water information (reported in #11) is customer usage data, which is also billed bimonthly. Population is based on the population estimated in our 2010 UWMP and projected annually consistent with the States simplified method for estimating service area population, but 2000 Census data was used when we estimated population for the 2010 UWMP. We are obtaining 2010 Census data for our service area and are working on updating the calculation to use the 2010 Census data.",116697,98,Muni Water continued all efforts described last month.,Muni Water continues to implement its Stage 1 actions and outreach efforts described last month.,195,MG,555000000,630000000,95.1,0.62,No Correction,San Francisco Bay,108
14-Oct,10/01/2014 00:00,Dinuba  City of,2,Yes,125.48,145.33,MG,,23666,128,,,-99999,NULL,125480000,145330000,128.3,0.75,No Correction,Tulare Lake,148.6
14-Oct,10/01/2014 00:00,Casitas Municipal Water District,Stage 1,Yes,1344.84,1238.61,AF,"Usage includes agriculture, which previous data did not.",9603,145.58,,,-99999,NULL,438218033,403602836,145.6,0.0989,No Correction,South Coast,134.1
14-Oct,10/01/2014 00:00,Sacramento Suburban Water District,Stage 2 - Water Warning,Yes,962.686,1102.017,MG,"Percentage Residential Use: The estimated percentage of residential water usage was calculated using the following formula:   Residential Water Use = (TMP * % NRW) - CII TMP  = Total Monthly Production (MG) %NRW = Net Residential Water, Percentage of TMP remaining after deducting water loss as calculated by the American Water Works Association (AWWA) Water Loss Software. CII = Metered water use by Commercial, Industrial, and Institutional customers  Total Population Served: The value in Item 7, Total Population Served, was changed from 170615, the figure taken from our 2010 Urban Water Management Plan, to 174,155. The new number is a calculated value for October 2014 based on an estimated 0.0.036% increase in population per month since 2010.   ",174155,127.3,,,-99999,NULL,962686000,1102017000,126.6,0.71,No Correction,Sacramento River,144.9
14-Oct,10/01/2014 00:00,San Jose Water Company,2,Yes,3667,4389,MG,,990000,84,,,82419,CCF,3667000000,4389000000,83.6,0.7,No Correction,San Francisco Bay,100.1
14-Oct,10/01/2014 00:00,Rowland Water District,Level 2 Water Supply Shortage,Yes,1009.8,1033.7,AF,,62106,87.2,,,97.2,AF,329044771,336832620,87.2,0.51,No Correction,South Coast,89.2
14-Oct,10/01/2014 00:00,Folsom  City of,3,Yes,1707,2008,AF,,60347,187,,,-99999,NULL,556228386,654309665,187.3,0.63,No Correction,Sacramento River,220.3
14-Oct,10/01/2014 00:00,Chino  City of, Refer to qualifying statement below,Yes,1343.96,1433.04,AF,,76618,104.3,"The City of Chino's Water Conservation Ordinance describes the elements of its Water Shortage Contingency Plan and it stipulates that water conservation is required (i.e., mandatory) at all times.  Enhanced conservation measures are required/implemented in an escalating fashion depending on water supply circumstances. ",,-99999,NULL,437931284,466958129,104.4,0.566,No Correction,South Coast,111.3
14-Oct,10/01/2014 00:00,South Tahoe Public Utilities District,1,Yes,142,140.5,MG,"Second homes increase the residential population during certain seasons of the year and calculations were made based on data collected on number of residents per home, per visit, and are reflected in each monthly report. Documentation which captures the monthly residential population and water use, including permanent and second home owners, is available upon request. Calculations include an estimated % of non-revenue water. ",33124,71.3,,,-99999,NULL,142000000,140500000,71.9,0.52,No Correction,North Lahontan,71.2
14-Oct,10/01/2014 00:00,Hi-Desert Water District,1,Yes,255.29,244.28,AF,"Residential water use is calculated using consumption data by comparing residential water users (SFR, MHP, and MTF) to the remaining accounts such as irrigation, commercial, and public entities.",24601,74.49,Three first violation letters were sent.,,-99999,NULL,83186611,79598987,74.5,0.6829,No Correction,Colorado River,71.3
14-Oct,10/01/2014 00:00,"Soledad, City of",Stage 1,No,65219700,70382800,G,,16729,110,,,-99999,NULL,65219700,70382800,111.9,0.89,No Correction,Central Coast,120.8
14-Oct,10/01/2014 00:00,North Marin Water District,2,Yes,223,313,MG,,61312,96,,,9.4,MG,223000000,313000000,96.2,0.82,No Correction,San Francisco Bay,135
14-Oct,10/01/2014 00:00,Marin Municipal Water District,1,Yes,2118,2599,AF,Residential water use accounts for 75 percent of the total water use on an annual basis.,187500,89,,,55,AF,690153322,846887859,89.1,0.75,No Correction,San Francisco Bay,109.3
14-Oct,10/01/2014 00:00,Shafter  City of,3,No,135,151,MG,"City services are not fully-metered to date. To estimate residential usage and its percentage of the overall system use, the approximate number of residential connections of 4,200 was multiplied by the typical October usage of 22,000 gallons per connection which was then divided by the metered citywide use.",18488,163,,,-99999,NULL,135000000,151000000,146,0.62,No Correction,Tulare Lake,163.3
14-Oct,10/01/2014 00:00,"Windsor, Town of",Stage 2 Mandatory 20%  ,Yes,285.2,365.495,AF,,28234,71,,,39.215,AF,92932827,119097067,71.5,0.673,No Correction,North Coast,91.6
14-Oct,10/01/2014 00:00,Indian Wells Valley Water District,2,Yes,211426000,206243000,G,The commercial and public use is subtracted from the total production leaving only single residences and multi-family residences.  ,31120,182,"The Board of Directors of the Indian Wells Valley Water District adopted Ordinance 93 in May 2010.  The emergency actions issued by the State Water Resources Control Board July 15th mirror the restrictions contained in this ordinance.  In addition, Ordinance 93 restricts landscape watering to between the hours of 8:00 PM and 8:00 AM from May 1st to October 31st and requires leaks to be repaired in a timely manner.  There is a four-step penalty process for repeated violations.  The initial violation is a warning along with educational materials provided.  A second violation can result in a fine of up to $50 added to the bill for the account.  A third violation can result in a fine of up to $200 added to the bill and issuing a warning that service may be terminated within 30 days if the issue is not addressed.  A fourth violation can result in a 48 hour notice of termination of service.",,-99999,NULL,211426000,206243000,181.9,0.83,No Correction,South Lahontan,177.4
14-Oct,10/01/2014 00:00,San Francisco Public Utilities Commission,Stage 1,Yes,2161.8,2368.47,MG,,846601,44.55,"To enforce the SWRCB regulations, the SFPUC is focusing on education and notification. Citations will be reserved only for severe and/or repeated documented water waste activities. We are also implementing a parallel communications effort to encourage reporting of water savers.   The notification process will be as follows: - First notification: Courtesy letter to account holder/property owner/ business - Second notification: Second letter accompanied by potential site visit to document water waste - Third notification: Automatic site visit; door hanger that urges immediate action and identifies assistance/training opportunities; further documentation - Final action: Citation issued in person or via mail to account holder or business  Citations will start at $100 per violation.","On August 12, the San Francisco Public Utilities Commission authorized its General Manager to impose mandatory restrictions, as required pursuant to the State Water Resources Control Boards Emergency Regulations, on outdoor irrigation by reducing all outdoor irrigation of ornamental landscapes or turf with potable water by retail customers by at least 10%.    At its August 26, 2014 meeting the Commission adopted excessive use charges applicable to the approximately 1,600 retail potable water irrigation accounts.  These irrigation accounts will be assigned water allocations set to 90% of their 2013 water use for the corresponding billing month. For each customer account, an excess use charge for water use above the 90% cumulative allocation will be assessed at two times the applicable water rate for that account.",21.06,MG,2161800000,2368470000,44.6,0.5409,No Correction,San Francisco Bay,48.8
14-Oct,10/01/2014 00:00,Brawley  City of,2nd stage,Yes,136.24,238.79,MG,,27743,128.66,,,0,MG,136240000,238790000,128.8,0.813,No Correction,Colorado River,225.7
14-Oct,10/01/2014 00:00,Ontario  City of,Stage 1,Yes,3166,3235,AF,,166866,96,,,314,AF,1031645618,1054129366,95.7,0.48,No Correction,South Coast,97.8
14-Oct,10/01/2014 00:00,Huntington Beach  City of,level 1,Yes,2540.5,2771.9,AF,"single family residential, multi family residential, residential irrigation",196041,92.6,,,-99999,NULL,827825550,903227571,92.6,0.68,No Correction,South Coast,101.1
14-Oct,10/01/2014 00:00,Calaveras County Water District,Stage III,Yes,137.989,156.889,MG,"In accordance with guidance from the State Water Resources Control Board (SWRCB), the Calaveras County Water District has excluded water used by commercial accounts, non-revenue water and wholesale accounts from Percentage Residential Use. These adjustments are reflected in CCWD's report of Percentage Residential Use. A detailed staff report substantiating these changes has been provided to SWRCB staff via hard copy and email. Please note that a peak population multiplier is no longer being applied, because the population influx of tourists & large groups of vacationing second homeowners is between June & September in Calaveras County. CCWD is using the population reported in its Urban Water Management Plan for the months of October through May.",31750,96.7,"CCWD will strive to educate and inform customers of conservation measures before taking enforcement action. If customers violate the conservation order, they will first receive a written warning letter. If the problem persists, those in violation could have their water governed by a flow-restricting device for a period of 30 days, or until the CCWD Board of Directors repeals the state of emergency. Those in violation could be fined up to $500/day. The district may also pursue a misdemeanor violation of California Water Code Section 31029. If convicted of this crime, a person could be put in jail for up to 30 days, fined up to $600 or both.","All irrigation is prohibited between 10 a.m. and 6 p.m. Residential landscaping can only be watered on an odd/even day watering cycle Odd-numbered addresses: Tuesdays, Thursdays and Saturdays. Even-numbered addresses: Mondays, Wednesdays and Thursdays No outdoors watering on Sundays Filling of new or existing pools and spas is prohibited, however topping off pools and spas is allowed. Customers are encouraged to use pool and spa covers. Pressure-washing/cleaning hardscape (e.g. houses, patios, driveways and sidewalks) is prohibited Use of water in decorative fountains and ponds is prohibited unless used to preserve aquatic life, if present No wasteful or negligent use of water (e.g. allowing water to run off property into the street) Irrigation water for commercial landscaping, schools and parks shall be reduced by 35% Treated effluent will be used for dust control.",-99999,NULL,137989000,156889000,96.7,0.69,No Correction,San Joaquin River,110
