Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,Optional_Recycled_Water,Recycled_Water_Units,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_Production_Monthly_Gallons_Month_2013,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
15-Jan,01/01/2015 00:00,Orange Vale Water Company,3,Yes,158.91,163.71,AF,,15200,106.0,,,-99999,NULL,51781050,53345137,98.9,0.9,No Correction,Sacramento River,101.9
15-Jan,01/01/2015 00:00,Dublin San Ramon Services District,3,Yes,177.035,187.188,MG,,77644,45.4,,,0.729,MG,177035000,187188000,45.5,0.618,No Correction,San Francisco Bay,48.1
15-Jan,01/01/2015 00:00,Los Angeles Department of Water and Power,Phase 2,Yes,38435.0,38822.0,AF,"Total water production was re-submitted to include final supply volume instead of preliminary supply volume. Population was re-submitted to account for monthly projected increases in population change. LAs January 2015 temperature was above average compared to the long-term average, and precipitation was only a third of the long-term average. LAs January 2013 temperature and precipitation were at almost the same levels as January 2015s temperature and precipitation, explaining why water use patterns were so similar during these two time periods. On the other hand, January 2014 was hotter than both January 2013 and January 2015. In addition, LA had no rain in January 2014, versus slightly over an inch of rain for January 2013 and January 2015. Comparing January 2015 to January 2013, LA showed a 1.0% reduction in water use. If LAs January 2015 production number had been compared to January 2014 production numbers, LA would have shown a 15.1% reduction in water use. Having a much higher percent reduction with a shorter comparison period is contrary to the SWRCBs expectations and clearly shows the significant impact weather plays on water use. Using the single year of 2013 as a baseline comparison to calculate percent reduction does not account for these significant weather impacts. It is therefore important to consider R-GPCD as a clear measure of water usage. LAs R-GPCD has been at low levels for its climate and customer base. By this measure, we have shown we are a true leader in water conservation. ",3973781,69.1,"Our Water Conservation Response Unit (WCRU), a.k.a. Water Cops, actively patrol Los Angeles communities and enforce the Citys Emergency Water Conservation Ordinance. The WCRU investigates reports of wasteful water use and educates violators on the importance of complying with the Water Conservation Ordinance. Repeat violators are issued monetary fines ranging from $100-$600. Since January 2014, the WCRU has issued over 7,000 letters and citations. ","LADWP started a pilot study with WaterSmart in December 2014. Bi-monthly water use reports have been sent to a pilot group of 20,000 single family customers. The program will educate single family customers on their water use in comparison to their neighbors, provide tips to increase their water conservation efforts, and encourage them to participate in LADWPs water conservation rebate and incentive programs. LADWPs Water Loss Task Force has been meeting on a monthly basis since October 2014 to assess cost-effective options for implementation of recommendations from the previously conducted Water Loss Audit and Component Analysis Project.  LAs residential GPCD for January 2015 was 69.1 gallons per person per day. This is noteworthy considering the size of Los Angeles and its 5 microclimates, and the varied socioeconomic sectors in the city. ",327,AF,12524099597,12650204099,69.1,0.68,No Correction,South Coast,69.8
15-Jan,01/01/2015 00:00,Camrosa Water District,stage one,No,500.99,791.78,AF,NULL,35738,120.82,,,-99999,NULL,163248306,258002643,112.0,0.76,No Correction,South Coast,177.0
15-Jan,01/01/2015 00:00,El Dorado Irrigation District,2,Yes,1273.0,1515.0,AF,Monthly production includes estimated agricultural use of 7.94%. The estimated percentages for residential and agricultural use vary from month to month due to the Districts bi-monthly meter reading cycles. Monthly production includes wholesale deliveries to the City of Placerville because they are not an urban water supplier. Report does not include 43 acre-feet of recycled water produced for uses that would otherwise require potable water.,128500,79.0,,,-99999,NULL,414808867,493664912,78.7,0.7559999999999999,No Correction,Sacramento River,93.7
15-Jan,01/01/2015 00:00,El Centro  City of,none,Yes,153780000.0,156280000.0,G,,44311,67.0,,,-99999,NULL,153780000,156280000,67.2,0.6,No Correction,Colorado River,68.3
15-Jan,01/01/2015 00:00,Milpitas  City of,2,Yes,279873.0,312145.0,CCF,2 month bill cycle,70817,51.0,,,-99999,NULL,209359543,233500675,44.8,0.47,No Correction,San Francisco Bay,50.0
15-Jan,01/01/2015 00:00,Santa Rosa  City of,1-Mandatory,Yes,331360000.0,438665146.0,G,,170093,49.0,"The City provides options for the community to report water waste and Stage 1 Mandatory violations through our website, hotline and MySantaRosa app. Water Use Efficiency staff and City field crews have been trained and can door tag any home or business for a violation. The City has a progressive enforcement program that starts with information and education and can ultimately lead to turning off the customers water.","The City has implemented Stage 1 - Mandatory, which requires the following: -20% community-wide reduction in water use; -Compliance with the Citys water waste ordinance which prohibits runoff from irrigated areas and prohibits property side breaks and leaks; -Irrigation can only occur between the hours of 8 PM through 6 AM; -Prohibits washing down hardscapes unless required for public health and safety; -Prohibits using potable water for street washing; -Requires shut-off hose nozzles for all garden and utility hoses; and - Requires Water-on-request at all restaurants. The City is providing information to the community through bill inserts, bill face messages, social media, dedicated website, radio and newspaper ads. The City offers numerous rebates and incentive programs, including free home and commercial audits. Additional programs include a Green Exchange program where customers receive $1 per SF of turf removed (increased from $0.50/SF due to the drought), as well as a Recirculating Hot Water Pump Rebate.  The City has held two Rain Water Harvesting workshops.",-99999,NULL,331360000,438665146,49.0,0.78,No Correction,North Coast,64.9
15-Jan,01/01/2015 00:00,Westminster  City of,Level One Water Supply Shortage ,Yes,842.0,874.8,AF,"842.0 AF * 72.38% = 609.4 AF 609.4 AF x 325,851 = 198,586,503 gallon 198,586,503 / 93322 = 2128 gal/person 2128 gal/person / 31 days = 68.64 gal/person/day ------------------------------------------------------------------------ For IPR: R-GPCD = 49.99",93322,68.64,,,-99999,NULL,274366902,285054828,68.7,0.7240000000000001,No Correction,South Coast,71.3
15-Jan,01/01/2015 00:00,Mid-Peninsula Water District,2,No,82360.0,84202.0,CCF,,26030,65.0,,,-99999,NULL,61609558,62987470,64.9,0.85,No Correction,San Francisco Bay,66.3
15-Jan,01/01/2015 00:00,Olivenhain Municipal Water District,2,Yes,1022.3,984.1,AF,No revenue will be collected for 1.41 AF of water usage reported by water treatment plant and system operators.    74%-Usage by code (customer sector) is not available at the time of reporting so a three-year average of water used by residential customers in January is used.   Population is based on figures calculated by California Department of Finance  Recycled water totals are not available at time of reporting.,83368,95.0,,,-99999,NULL,333117914,320670389,95.4,0.74,No Correction,South Coast,91.8
15-Jan,01/01/2015 00:00,Daly City  City of,2,Yes,246047.0,293857.0,CCF,((Total Gallons*96 % residential)/population))/days in the month,105019,54.27,,,-99999,NULL,184055938,219820301,54.3,0.96,No Correction,San Francisco Bay,64.8
15-Jan,01/01/2015 00:00,Delano  City of,Stage 2,Yes,160.76,167.4,MG,Used 2010 UWMP and 2013-14 history data. The city is not 100% metered.,48957,67.0,Will add as needed.,Will add as needed.,-99999,NULL,160760000,167400000,66.7,0.63,No Correction,Tulare Lake,69.5
15-Jan,01/01/2015 00:00,Anaheim  City of,N/A,Yes,4414.0,4117.0,AF,"The monthly production includes groundwater, imported water, and water from storage. The Residential Use Percentage excludes system water losses. Anaheims share of Indirect Potable Reuse (IPR) or GWRS water in January= 1007.2 AF. Anaheims adjusted Total Potable Water Production (excluding IPR) = 3,407 AF. Anaheims adjusted GPCD (excluding IRP) = 55.9 ",358549,72.5,,,-99999,NULL,1438308199,1341530325,72.5,0.56,No Correction,South Coast,67.6
15-Jan,01/01/2015 00:00,Elsinore Valley Municipal Water District,II,Yes,1399.0,1051.2,AF,"This monthly report has been updated to reflect changes in R-GPCD values due to changes to the Percent Residential Use (PRU) factor and updated population values.  For all monthly submissions until December 2015, Elsinore Valley Municipal Water District (EVMWD) assumed that all water (residential and commercial) utilized for landscape irrigation would be considered in the estimation of the PRU.  Based on discussions with SWRCB, it became clear to EVMWD that commercial customers with irrigation demands should not be included in the estimation of the PRU. EVMWD also submitted a memorandum to Eric Oppenheimer documenting these changes.  For all the monthly submissions, EVMWD was using an old population value  from prior Electronic Annual Reports (EAR). However, during the review process, it was found out that EVMWD could use updated population values by applying SWRCB suggested methodology to estimate population (Simplified California Urban Water Service Area Population Methodology).  EVMWD submitted an email to Mark Emmerson documenting these changes. SWRCB staff advised EVMWD to send updated R-GPCD numbers. ",148032,82.3,,,533.3,AF,455866146,342535020,82.5,0.83,No Correction,South Coast,62.0
15-Jan,01/01/2015 00:00,Coachella Valley Water District,2,Yes,6153.7,6823.2,AF,"Data obtained from city planning departments within the Coachella Valley Water District service area indicated a ""snowbird"" or seasonal population of approximately 32.8%.  Total population for this report was adjusted from the original census data to include these residents who own homes and use potable water for landscape purposes in all months of the year.",301633,159.8,,,-99999,NULL,2005191926,2223349457,159.8,0.745,No Correction,Colorado River,177.1
15-Jan,01/01/2015 00:00,Lake Hemet Municipal Water District,3,Yes,639.9,644.0,AF,,52914,75.0,,,-99999,NULL,208512328,209848319,75.0,0.59,No Correction,South Coast,75.5
15-Jan,01/01/2015 00:00,Carmichael Water District,2,Yes,120.74,123.2,MG,Carmichael Water District collects metered data on a bimonthly basis.  The above residential use percentage is based on previous years data.,38354,73.0,,,-99999,NULL,120740000,123200000,80.2,0.79,No Correction,Sacramento River,81.9
15-Jan,01/01/2015 00:00,Monte Vista Water District,1,Yes,572.81,556.01,AF,"Service Area Population: The State Boards recommended methodology determines a non-municipal service area population by obtaining 2010 U.S. Census data and adjusting based on growth in combined single-family and multi-family residential connections. Using this method, the District has seen no population growth over the past five years. However, our records show that at least three multi-family residential complexes with 453 additional residential units have been developed in the District since 2010. Additionally, the Department of Finance estimates that the population of the city of Montclair, which is served entirely by the District and comprises two-thirds of the Districts retail service area, grew by 1.9% between 2010 and 2014. It is, therefore, more appropriate to calculate the Districts retail service area population based on known, proven, and documented growth rather than by changes in the number of residential connections. Calculation: 2010 US Census population = 53425 + 1.9% = 54460. Calculation can be cross-checked by multiplying added multi-family residential units from 2010 to 2014 (all in Montclair) by average persons per household and occupancy rate for Montclair in 2014 (Department of Finance estimates). Calculation: 453 x 3.86 = 1749 x 96.1% = 1680. Added to 2010 population of 53425 provides a 2014 est. population of 55105. As a result, 54460 appears to be a conservative estimate for District's service area population. This number is also consistent with the District's latest monitoring reports.         Percent Residential Use: The State Boards recommended methodology is to use billing data for the volume of water provided to residential customers from the previous year as a percentage of total monthly potable water production. The District originally interpreted this recommendation as taking the percentage of residential billing usage based on total billed usage and then applying this percentage to total production. However, the District has reviewed statewide reporting data and finds that other agencies have developed their residential use percentage based on total production rather than total billed usage. This method more accurately reflects the percentage of residential demand compared to all other demands in the given period, including non-revenue water uses. As we bill bimonthly, we are using discretion per the guidance in comparing total annual production to total residential consumption for Fiscal Year 2013-14. Calculation: 6628 Total Residential Consumption / 10304 Total Production = 64% Percent Residential Use.   2013 Same Month Monthly Production: In our original monitoring reports for December 2014, January 2015, and February 2015 we input inaccurate information under Last Years Monthly Production for December and 2013 Same Month Monthly Production for January and February. We cannot explain why inaccurate information for December 2013 was provided, and we apologize for our error. For January and February, we mistakenly assumed we were to be compared to the prior year rather than to calendar year 2013 data, and we apologize for our error. We have submitted accurate 2013 production data in the revised reports for these three months. ",54460,71.0,,,-99999,NULL,186650956,181176652,70.8,0.64,No Correction,South Coast,68.7
15-Jan,01/01/2015 00:00,Pleasanton  City of,Stage 3,Yes,215.087,207.396,MG,"City of Pleasanton bills bi-monthly in arrears so this data reflects most recent consumption data per all accounts, broken into percentage by requested revenue class.",73067,64.6,,,0.409,MG,215087000,207396000,64.7,0.6809999999999999,No Correction,San Francisco Bay,62.4
15-Jan,01/01/2015 00:00,Santa Monica  City of,2,Yes,316.1,323.1,MG,,92185,75.2,,,0,MG,316100000,323100000,75.2,0.68,No Correction,South Coast,76.9
15-Jan,01/01/2015 00:00,Riverside  City of,Stage 2,Yes,4004.0,4058.0,AF,"Through a more thorough evaluating of the population data for our service area, it has come to our attention that the students, which live on campus (or adjacent to), attending University of California Riverside, Cal Baptist University, and La Sierra University were not included in the original population estimates.  Between these three universities, about 35,000 students were not accounted for.  Therefore, we are resubmitting revised monthly reports that more accurately reflect the population served by Riverside Public Utilities.",333351,69.0,na,na,17,AF,1304709114,1322305091,69.4,0.55,No Correction,South Coast,70.4
15-Jan,01/01/2015 00:00,Contra Costa Water District,2,Yes,1616.0,1661.0,AF,Reported values are based on consumption data.,197536,69.0,,,-99999,NULL,526575906,541239220,69.3,0.8059999999999999,No Correction,San Francisco Bay,71.2
15-Jan,01/01/2015 00:00,"Imperial, City of",1,Yes,51815000.0,52586000.0,G,,18022,77.63,,The original report submitted indicated our residential use was 100% and no Non-revenue Water was previously reported.  We are correcting this months report to reflect actual residential use.,-99999,NULL,51815000,52586000,77.6,0.8370000000000001,No Correction,Colorado River,78.8
15-Jan,01/01/2015 00:00,California Water Service Company Antelope Valley,2,Yes,30.8,38.5,AF,,3393,86.4,,,-99999,NULL,10036224,12545280,86.4,0.9059999999999999,No Correction,South Lahontan,108.1
15-Jan,01/01/2015 00:00,Irvine Ranch Water District,1,No,3925.0,4327.2,AF,"IRWD is implementing an approved Alternate Plan.  January 2015:  103888 total connections, 91724 residential connections.  January 2013: 98450  total connections,  87237  residential connections.  ",383305,69.0,,"Prohibitions in effect at all times regardless of whether shortage declared: Gutter flooding, leaks, washing down hard surface areas, waste, and run-off. ",2298.6,AF,1278966851,1410024295,67.8,0.63,No Correction,South Coast,74.8
15-Jan,01/01/2015 00:00,Watsonville  City of,Statewide Emergency Conservation,Yes,152199060.0,158041356.0,G,PRU was determined by taking 2013 and 2014 water use data and calculating the accounts classified as Residential and Multi-residential as a percentage of total water production.  For the years 2013 and 2014 that percentage was 68.3%.                              ,65739,51.0,"City staff will follow up once a problem of water waste has been reported. We offer information about how to reduce water waste and schedule a free, one-time Water Conservation Consultation to help fix the problem. If water waste continues beyond the educational warning and Water Conservation Consultation, the City will begin fines to address further ongoing water waste violations.",,-99999,NULL,152199060,158041356,51.0,0.6829999999999999,No Correction,Central Coast,53.0
15-Jan,01/01/2015 00:00,San Jose  City of,1,Yes,377.0,350.0,MG,"Record low precipitation (0.02 inches) was recorded in our service area in January 2015 and the daily high temperature exceeded the normal high temperature on 22 of the 31 days in January, which may account for the increased water use compared to January 2013. Also, due to a delay in one of our source water meter reads, some source water quantities for December 2014 were included in the January 2015 Production data (instead of December 2014). Muni Water bills bimonthly, so % Residential Use is based on billing data for the volume of water provided to residential customers as a percentage of total potable water consumption for the reporting month and prior month of the previous year (January 2014 and December of 2013). Recycled water information (reported in #11) is customer usage data, which is also billed bimonthly. Population is based on the population estimated in our 2010 UWMP and projected annually consistent with the States simplified method for estimating service area population, but 2000 Census data was used when we estimated population for the 2010 UWMP. We are obtaining 2010 Census data for our service area and are working on updating the calculation to use the 2010 Census data.",116697,69.0,Muni Water continued all efforts described in previous months.,Muni Water has continued efforts to reduce by 20% and continued implementing its Stage 1 actions and outreach efforts described in previous reporting. ,8,MG,377000000,350000000,66.7,0.64,No Correction,San Francisco Bay,61.9
15-Jan,01/01/2015 00:00,Dinuba  City of,2,Yes,83.48,78.47,MG,,23666,113.0,,,-99999,MG,83480000,78470000,76.2,0.67,No Correction,Tulare Lake,71.7
15-Jan,01/01/2015 00:00,Casitas Municipal Water District,Stage 1,Yes,387.05,485.53,AF,Wrong residential percentage placed in last calculation. ,9603,73.0,,,-99999,NULL,126120795,158210643,73.3,0.17309999999999998,No Correction,South Coast,92.0
15-Jan,01/01/2015 00:00,Sacramento Suburban Water District,Stage 2 - Water Warning,Yes,511.564,530.15,MG,"Total Monthly Potable Water Production(TMP): The TMP for January was reduced from 564.908 MG to 511.564 MG due to a data input error that occurred in early January, but was not discovered until April.   Percentage Residential Use: The estimated percentage of residential water usage was calculated using the following formula:   Residential Water Use = (TMP * % NRW) - CII TMP  = Total Monthly Production (MG) %NRW = Net Residential Water, Percentage of TMP remaining after deducting water loss as calculated by the American Water Works Association (AWWA) Water Loss Software. CII = Metered water use by Commercial, Industrial, and Institutional customers  Total Population Served: The value in Item 7, Total Population Served, was changed from 170615, the figure taken from our 2010 Urban Water Management Plan, to 174,343. The new number is a calculated value for January 2015 based on an estimated 0.0.036% increase in population per month since 2010.   ",174343,72.5,,,-99999,NULL,511564000,530150000,72.9,0.77,No Correction,Sacramento River,75.5
15-Jan,01/01/2015 00:00,San Jose Water Company,2,Yes,2533.0,2461.0,MG,,990000,58.0,,,19108,CCF,2533000000,2461000000,57.8,0.7,No Correction,San Francisco Bay,56.1
15-Jan,01/01/2015 00:00,Rowland Water District,2,Yes,749.6,846.6,AF,,62106,64.6,,,47.4,AF,244258230,275865818,64.7,0.51,No Correction,South Coast,73.1
15-Jan,01/01/2015 00:00,Folsom  City of,3,Yes,964.0,899.0,AF,,60347,86.9,,,-99999,NULL,314120776,292940433,87.3,0.52,No Correction,Sacramento River,81.4
15-Jan,01/01/2015 00:00,Chino  City of,See qualifying statement below,Yes,888.86,891.92,AF,The City of Chino's Water Conservation Ordinance describes the elements of it Water Shortage Contingency Plan and it stipulates that water conservation is required at all times.  Enhanced conservation measures are required/implemented in an escalating fashion depending on water supply circumstances.,76618,126.0,,,-99999,NULL,289636299,290633405,62.2,0.51,No Correction,South Coast,62.4
15-Jan,01/01/2015 00:00,South Tahoe Public Utilities District,1,Yes,129.2,138.0,MG,"Second homes increase the residential population during certain seasons of the year and calculations were made based on data collected on number of residents per home, per visit, and are reflected in each monthly report. Documentation which captures the monthly residential population and water use, including permanent and second home owners, is available upon request. Calculations include an estimated % of non-revenue water. ",33124,51.5,,,-99999,NULL,129200000,138000000,51.6,0.41,No Correction,North Lahontan,55.1
15-Jan,01/01/2015 00:00,Hi-Desert Water District,1,Yes,192.78,197.82,AF,"Residential water use is calculated using consumption data by comparing residential water users (SFR, MHP, and MTF) to the remaining accounts such as irrigation, commercial, and public entities.",24601,61.32,Two first violation notices were issued.,,-99999,NULL,62817638,64459929,61.3,0.7445,No Correction,Colorado River,62.9
15-Jan,01/01/2015 00:00,"Soledad, City of",Stage 3,Yes,38136200.0,54072000.0,G,Replaced on 1/30/2015 Well #11 production meter that was not reading correctly.,16729,57.73,Hiring a Code Enforcement Officer for Building Code violations and Water Code violations. Hiring will be completed by 4/5/2015.,,-99999,NULL,38136200,54072000,55.8,0.7589,No Correction,Central Coast,79.1
15-Jan,01/01/2015 00:00,North Marin Water District,2,Yes,130.0,151.0,MG,,61299,56.0,,,0.8,MG,130000000,151000000,56.1,0.82,No Correction,San Francisco Bay,65.2
15-Jan,01/01/2015 00:00,Marin Municipal Water District,1,Yes,1546.9,1551.8,AF,Residential based upon total water use on annual basis.,188200,64.8,,,-99999,NULL,504059572,505656244,64.8,0.75,No Correction,San Francisco Bay,65.0
15-Jan,01/01/2015 00:00,Shafter  City of,3,Yes,67.0,95.0,MG,"City services are not fully-metered to date. To estimate residential usage and percentage of overall system use, the approximate number of residential connections (4,200) was multiplied by the typical August usage of 13,500 gallons per connection which was then divided by the metered citywide use.",18488,120.0,,,-99999,NULL,67000000,95000000,99.4,0.85,No Correction,Tulare Lake,140.9
15-Jan,01/01/2015 00:00,"Windsor, Town of",Stage 2 Mandatory 20%  ,Yes,183.332,198.174,AF,,28234,50.0,,,6.748,AF,59738994,64575281,49.8,0.73,No Correction,North Coast,53.9
15-Jan,01/01/2015 00:00,Indian Wells Valley Water District,2,Yes,102686000.0,124342000.0,G,Represents total minus commercial and public uses.,31120,98.0,Ordinance 93 restricts landscape watering to between the hours of 8:00 PM and 8:00 AM from May 1st to October 31st and requires leaks to be repaired in a timely manner.  There is a four-step penalty process for repeated violations.  The initial violation is a warning along with educational materials provided.  A second violation can result in a fine of up to $50 added to the bill for the account.  A third violation can result in a fine of up to $200 added to the bill and issuing a warning that service may be terminated within 30 days if the issue is not addressed.  A fourth violation can result in a 48 hour notice of termination of service.,,-99999,NULL,102686000,124342000,92.2,0.866,No Correction,South Lahontan,111.6
15-Jan,01/01/2015 00:00,San Francisco Public Utilities Commission,Stage 1,Yes,2018.74,2168.28,MG,,846601,45.16,See August 2014 report.,See August 2014 report.,1.56,MG,2018740000,2168280000,45.2,0.5870000000000001,No Correction,San Francisco Bay,48.5
15-Jan,01/01/2015 00:00,Brawley  City of,2nd stage,Yes,67.39,184.59,MG,,27743,82.2,,,0,MG,67390000,184590000,78.4,1.0,No Correction,Colorado River,214.6
15-Jan,01/01/2015 00:00,Ontario  City of,Stage 1,Yes,2065.0,2100.0,AF,,166866,77.0,,,174,AF,672883197,684287997,76.7,0.59,No Correction,South Coast,78.0
15-Jan,01/01/2015 00:00,Huntington Beach  City of,Level 1,Yes,1895.9,1967.1,AF,,196041,69.12,,,-99999,NULL,617781720,640982342,69.1,0.68,No Correction,South Coast,71.7
