Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,Optional_Recycled_Water,Recycled_Water_Units,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_Production_Monthly_Gallons_Month_2013,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
14-Jul,07/01/2014 00:00,Pleasanton  City of,Stage 3,Yes,488.353,771.776,MG,Commercial: 15.3% Irrigation: 40.0 % Multi-Family Residential: 7.6% Single Family Residential: 37.1%  City of Pleasanton bills bi-monthly in arrears so this data reflects consumption percentage by revenue class billed in July.,71871,98,,,6.071,MG,488353000,771776000,98,0.447,No Correction,San Francisco Bay,154.8
14-Jul,07/01/2014 00:00,Santa Monica  City of,Stage 2 as of 8/12/14,Yes,435.5,436,MG,"As noted in our submission for reporting month 0914, early PRU estimates were found to be inaccurate and are amended with this corrected report.  We read meters on a bimonthly billing cycle, have 52 different routes, and readings do not always cover the same number of days each time.  We have determined that the most accurate and representative method of estimating PRU requires averaging the residential usage over several months at a minimum.  We have now adopted an Running Annual Average to determine the PRU.",92185,102.1,,,3.7,MG,435500000,436000000,102.1,0.67,No Correction,South Coast,102.2
14-Jul,07/01/2014 00:00,Riverside  City of,Stage 2,Yes,7742,7879,AF,"Through a more thorough evaluating of the population data for our service area, it has come to our attention that the students, which live on campus (or adjacent to), attending University of California Riverside, Cal Baptist University, and La Sierra University were not included in the original population estimates.  Between these three universities, about 35,000 students were not accounted for.  Therefore, we are resubmitting revised monthly reports that more accurately reflect the population served by Riverside Public Utilities.",332398,135,na,na,17,AF,2522741748,2567383393,134.7,0.55,No Correction,South Coast,137
14-Jul,07/01/2014 00:00,Contra Costa Water District,2,Yes,3423,3831,AF,Reported values are based on consumption data.,197536,147.7,,,-99999,NULL,1115389435,1248336817,147.7,0.811,No Correction,San Francisco Bay,165.3
14-Jul,07/01/2014 00:00,"Imperial, City of",1,Yes,105111000,100347000,G,,17354,144.5,,"The original report submitted indicated our residential use was 100% and no Non-revenue Water was previously reported.  We are correcting this months report to reflect actual residential use. (Also, the previous corrected report indicated the incorrect population served).  THIS ONE IS THE FINAL CORRECTED.",-99999,NULL,105111000,100347000,144.5,0.7396,No Correction,Colorado River,138
14-Jul,07/01/2014 00:00,California Water Service Company Antelope Valley,2,Yes,112,115,AF,2013 production resubmitted  due to faulty meter. Production provided is based on metered sales amount.,3424,313.6,,,-99999,NULL,36495360,37472914,313.6,0.912,No Correction,South Lahontan,322
14-Jul,07/01/2014 00:00,Irvine Ranch Water District,N/A,No,6152.9,6074.3,AF,"IRWD is submitting an Alternate Plan for Allocation Based Rates to demonstrate compliance with the regulation.  IRWD has taken actions to effectively implement all measures included in Stage 1 of its water shortage contingency plan.   Population data was updated by Center for Demographic Research in 2014, based on Dept of Finance census data.  IRWD is still developing and adding new service connections each month.  There has been approximately 4% growth since the same month last year.  Estimate of population is updated each monthly report to reflect growth from new accounts.",368975,96.4,,Alternate Plan.,2242.9,AF,2004931245,1979319323,96.4,0.55,No Correction,South Coast,95.2
14-Jul,07/01/2014 00:00,Watsonville  City of,Voluntary 20% Reduction,No,268501480,282616728,G,"19.7% of this month's water was delivered to one agricultural customer.  The other 80.3% was delivered to a combination of Residential, Commercial/Institutional, Industrial, and Other accounts. ",65739,105.8,,,-99999,NULL,268501480,282616728,105.8,0.803,No Correction,Central Coast,111.4
14-Jul,07/01/2014 00:00,San Jose  City of,In progress to invoke Stage 1,Yes,728,818,MG,"Local economy has improved over the last 1-2 years, and several new multi-family residential developments were constructed and occupied during this time. Weather in July 2014 was hotter than weather in July 2013. Percentage Residential Use varies monthly because we bill bimonthly. So the Percentage Residential Use is calculated based on the consumption of the reporting month and the previous month. Recycled water information (reported in #11) is customer usage data, which is also billed bimonthly.",114974,96,"Muni Water has in place an enforcement process, which starts with notification and education and escalates to potential fines as listed in the City of San Jose Municipal Code. Staff receive notifications of violations through phone, email, and website; logs each incident; and follows up through by investigation and notification of the responsible party by phone, mail, email, and when necessary and if possible, in person.","Muni Water is scheduled to be on the San Jose City Council Agenda for Council to declare a water shortage of 20%, which would trigger Stage 1 of Muni Waters Water Shortage Contingency Plan. Stage 1 includes mandatory restrictions on daytime watering. In addition, Muni Water is implementing other water use restrictions, which are in effect at all times to prevent water waste.",113,MG,728000000,818000000,96,0.47,No Correction,San Francisco Bay,107.9
14-Jul,07/01/2014 00:00,Dinuba  City of,Two,Yes,190.94,222.83,MG,,23666,156.2,,,-99999,NULL,190940000,222830000,156.2,0.6,No Correction,Tulare Lake,182.2
14-Jul,07/01/2014 00:00,Casitas Municipal Water District,Stage 1,Yes,1458.93,1532.36,AF,This new information includes agriculture. The previous reporting data included meter read information only and not utilize water entering the potable distribution system. It only included a portion of residential customers because residential billing was done bi-monthly for only a part of the residential community and the data was for a two month period for those customers. The new data subtracts resale and agricultural meter reads from the water entering the distribution system. For the residential customers it takes half the portion from one group served during the month (for the bi-monthly billing period) and half the portion from the other residential billing group to get an approximate amount of water served for the month to residential customers.,9603,194.84,,,-99999,NULL,475394422,499321693,194.8,0.122,No Correction,South Coast,204.6
14-Jul,07/01/2014 00:00,Sacramento Suburban Water District,Stage 2 - Water Warning,Yes,1329.245,1787.915,MG,"Percentage Residential Use: The estimated percentage of residential water usage was calculated using the following formula:   Residential Water Use = (TMP * % NRW) - CII TMP  = Total Monthly Production (MG) %NRW = Net Residential Water, Percentage of TMP remaining after deducting water loss as calculated by the American Water Works Association (AWWA) Water Loss Software. CII = Metered water use by Commercial, Industrial, and Institutional customers  Total Population Served: The value in Item 7, Total Population Served, was changed from 170615, the figure taken from our 2010 Urban Water Management Plan, to 173,967. The new number is a calculated value for July 2014 based on an estimated 0.0.036% increase in population per month since 2010.    ",173967,184.7,,,-99999,NULL,1329245000,1787915000,184.9,0.75,No Correction,Sacramento River,248.6
14-Jul,07/01/2014 00:00,San Jose Water Company,3,Yes,4787.5,5352.1,MG,,946494,114.2,,,130113,CCF,4787500000,5352100000,114.2,0.7,No Correction,San Francisco Bay,127.7
14-Jul,07/01/2014 00:00,Rowland Water District,Conservation Rate,No,1090,1134.4,AF,,58000,100.7,,,107.9,AF,355178055,369645859,100.7,0.51,No Correction,South Coast,104.8
14-Jul,07/01/2014 00:00,Folsom  City of,Stage 3,Yes,2311,2914,AF,,62620,240.5,,,-99999,NULL,753042648,949531058,240.5,0.62,No Correction,Sacramento River,303.3
14-Jul,07/01/2014 00:00,Chino  City of,See Qualification Statement,Yes,1629.51,1677.22,AF,"RE:#2:  The City of Chino's Water Conservation Ordinance descibes the elements of its Water Shortage Contingency Plan, and stipulates that water conservation is required (i.e., mandatory) at all times.  Enhanced conservation measures are required/implemented in an escalating fashion depending on water supply circumstances.  RE: #5:  The City of Chino is currently experiencing significant urban development.  Despite this growth, July demand in 2014 was less than July demand in 2013.",76618,118.5,,,-99999,NULL,530978159,546524530,118.5,0.53,No Correction,South Coast,122
14-Jul,07/01/2014 00:00,South Tahoe Public Utilities District,1,Yes,278.6,284.7,MG,"Second homes increase the residential population during certain seasons of the year and calculations were made based on data collected on number of residents per home, per visit, and are reflected in each monthly report. Documentation which captures the monthly residential population and water use, including permanent and second home owners, is available upon request. Calculations include an estimated % of non-revenue water. ",33124,113.9,,,-99999,NULL,278600000,284700000,114,0.42,No Correction,North Lahontan,116.4
14-Jul,07/01/2014 00:00,Hi-Desert Water District,1,Yes,330.44,337.54,AF,"Residential water use is calculated using consumption data by comparing residential water users (SFR, MHP, and MTF) to the remaining accounts such as irrigation, commercial, and public entities.",24601,91.7,The District passed 14-22 outlining 4 levels of violations ranging from warning letters to a $100.00 fine.,,-99999,NULL,107674346,109987891,91.7,0.6492,No Correction,Colorado River,93.6
14-Jul,07/01/2014 00:00,"Soledad, City of",Stage 1,No,78998100,82211400,G,"Note: population is based off of official census. However, the actual unoffical population is closer to 20,000 person.",16729,126.4,,,-99999,NULL,78998100,82211400,126.4,0.83,No Correction,Central Coast,131.6
14-Jul,07/01/2014 00:00,North Marin Water District,2,Yes,315,385,MG,"The percentage residential use is based on FY2013/14 actual metered water use, including irrigation, for all residential accounts in the NMWD Novato service territitory.",61976,134.4,,,26,MG,315000000,385000000,134.4,0.82,No Correction,San Francisco Bay,164.3
14-Jul,07/01/2014 00:00,Marin Municipal Water District,1,Yes,2690,2977,AF,Residential water use accounts for 75 percent of the total water use on an annual basis.,187500,113.1,,,103,AF,876540339,970059698,113.1,0.75,No Correction,San Francisco Bay,125.2
14-Jul,07/01/2014 00:00,Shafter  City of,3,No,204,239,MG,"City services are not fully-metered to date. To estimate residential usage and percentage of overall system use, the approximate number of residential connections (4,200) was multiplied by the typical July usage of 40,000 gallons per connection which was then divided by the metered citywide use.",18488,302,,,-99999,NULL,204000000,239000000,291.9,0.82,No Correction,Tulare Lake,341.9
14-Jul,07/01/2014 00:00,"Windsor, Town of",Stage 2 Mandatory 20%  ,Yes,409.155,445.639,AF,,28234,99,,,-99999,NULL,133323741,145212104,99,0.65,No Correction,North Coast,107.8
14-Jul,07/01/2014 00:00,Indian Wells Valley Water District,2,Yes,304190000,328226000,G,The percentage residential use was originally incorrectly reported as 92%.  That is the percentage of residential accounts NOT the percentage of residential was use.,31120,236,Ordinance 93 restricts landscape watering to between the hours of 8:00 PM and 8:00 AM from May 1st to October 31st and requires leaks to be repaired in a timely manner.  There is a four-step penalty process for repeated violations.  The initial violation is a warning along with educational materials provided.  A second violation can result in a fine of up to $50 added to the bill for the account.  A third violation can result in a fine of up to $200 added to the bill and issuing a warning that service may be terminated within 30 days if the issue is not addressed.  A fourth violation can result in a 48 hour notice of termination of service.  ,,-99999,NULL,304190000,328226000,236.5,0.75,No Correction,South Lahontan,255.2
14-Jul,07/01/2014 00:00,San Francisco Public Utilities Commission,1,Yes,2256.61,2424.5,MG,"SFPUC calculated ""Percentage Residential Use"" by reporting total residential sales as a percentage of total monthly potable water production. Since potable water production includes leaks, flushing, and other non-revenue water, this percentage is somewhat skewed. If one only considers residential sales compared to commercial/industrial sales, approximately 59% are residential. ",846601,45.6,"To enforce the SWRCB regulations, the SFPUC is focusing on education and notification. Citations will be reserved only for severe and/or repeated documented water waste activities. We are also implementing a parallel communications effort to encourage reporting of water savers.   The notification process will be as follows: - First notification: Courtesy letter to account holder/property owner/ business - Second notification: Second letter accompanied by potential site visit to document water waste - Third notification: Automatic site visit; door hanger that urges immediate action and identifies assistance/training opportunities; further documentation - Final action: Citation issued in person or via mail to account holder or business  Citations will start at $100 per violation.","On August 12, the San Francisco Public Utilities Commission authorized its General Manager to impose mandatory restrictions, as required pursuant to the State Water Resources Control Boards Emergency Regulations, on outdoor irrigation by reducing all outdoor irrigation of ornamental landscapes or turf with potable water by retail customers by at least 10%.    At its August 26, 2014 meeting the Commission will consider adoption of  excessive use charges applicable to the approximately 1,600 retail potable water irrigation accounts.  ",-99999,NULL,2256610000,2424500000,45.6,0.53,No Correction,San Francisco Bay,49
14-Jul,07/01/2014 00:00,Brawley  City of,2nd stage,Yes,216.5,292.36,MG,,27743,160.05,,,0,MG,216500000,292360000,159.9,0.635,No Correction,Colorado River,215.9
14-Jul,07/01/2014 00:00,Ontario  City of,Voluntary,No,3831,3789,AF,,166866,127.9,,,-99999,NULL,1248336817,1234651057,127.9,0.53,No Correction,South Coast,126.5
14-Jul,07/01/2014 00:00,Huntington Beach  City of,Stage 1 to Council on Monday,Yes,3053.6,2994.9,AF,,196041,119.5,,,-99999,NULL,995019917,975892439,119.5,0.73,No Correction,South Coast,117.2
14-Jul,07/01/2014 00:00,Calaveras County Water District,Stage III,Yes,198.39,254.201,MG,"In accordance with guidance from the State Water Resources Control Board (SWRCB), the Calaveras County Water District has excluded water used by commercial accounts, non-revenue water and wholesale water from Percentage Residential Use. Additionally, CCWD analyzed peak population during the summer months and has applied a population multiplier to account for the large influx of tourists & non-permanent homeowners who come to Calaveras County in large groups, which substantially increases water use in at least two of our service areas on the Highway 4 Corridor. These adjustments are reflected in CCWD's report of Percentage Residential Use & Total Population Served. A detailed staff report substantiating these changes has been provided to SWRCB staff.",48630,85.54,"Enforcement Actions: CCWD will strive to educate and inform customers of conservation measures before taking enforcement action. If customers violate the conservation order, they will first receive a written warning letter. If the problem persists, those in violation could have their water governed by a flow-restricting device for a period of 30 days, or until the CCWD Board of Directors repeals the state of emergency. Those in violation could be fined up to $500/day. The district may also pursue a misdemeanor violation of California Water Code Section 31029. If convicted of this crime, a person could be put in jail for up to 30 days, fined up to $600 or both.","All irrigation is prohibited between 10 a.m. and 6 p.m. Residential landscaping can only be watered on an odd/even day watering cycle Odd-numbered addresses: Tuesdays, Thursdays and Saturdays. Even-numbered addresses: Mondays, Wednesdays and Thursdays No outdoors watering on Sundays Filling of new or existing pools and spas is prohibited, however topping off pools and spas is allowed. Customers are encouraged to use pool and spa covers. Pressure-washing/cleaning hardscape (e.g. houses, patios, driveways and sidewalks) is prohibited Use of water in decorative fountains and ponds is prohibited unless used to preserve aquatic life, if present No wasteful or negligent use of water (e.g. allowing water to run off property into the street) Irrigation water for commercial landscaping, schools and parks shall be reduced by 35% Treated effluent will be used for dust control.",-99999,NULL,198390000,254201000,85.5,0.65,No Correction,San Joaquin River,109.6
